,accuracy,average_precision,f1,precision,recall,roc_auc
0,0.7725882685910647,0.8586770200185102,0.7550623279985316,0.8181965101044251,0.7012131811286069,0.8672048833258893
1,0.7724194664566131,0.8577281881473231,0.7550912051875391,0.8170176196147901,0.7023273130699941,0.8661117023947238
2,0.772902448506649,0.8590192628056645,0.7553553405748594,0.818160516684547,0.7020078136835458,0.8670473002981101
3,0.7726272864195287,0.8577027340992187,0.7550961841351381,0.8168964648225359,0.7026411575448245,0.8663447888384843
4,0.772926580090465,0.8579913840875921,0.7554050915170479,0.8178269097637807,0.7022369713579081,0.8669436315268783
5,0.7736227431028407,0.8585581572931794,0.7566899555202643,0.8171931651910146,0.7049220774032422,0.867175104497694
6,0.7727080090291741,0.8582482695920831,0.7548515114629692,0.8190103936149878,0.7002744127312661,0.8671344405930539
7,0.7733113357261364,0.8590081119345964,0.7557009539951729,0.8188799466048217,0.7021056067943914,0.8676865729765787
8,0.7723073593173049,0.8575911502584985,0.754520556234312,0.8172601852990116,0.7015062132004203,0.8661558500457713
9,0.772308289023938,0.8577461431962053,0.7550038366186548,0.8166166242562296,0.7025616066058858,0.8665138227088803
