,accuracy,average_precision,f1,precision,recall,roc_auc
0,0.7281960890183241,0.7985034446444035,0.7305698679076109,0.7242479357317246,0.7370126555172929,0.80269857070171
1,0.727968472896936,0.7989982064191885,0.7298914841173365,0.724780267061554,0.7350880747994195,0.8025270958770268
2,0.728907738664776,0.7990978797749888,0.7309681533477299,0.7254579669904379,0.736572666968458,0.8034382460500501
3,0.7274495741372633,0.7978943217072831,0.7295829090164067,0.7239129803050333,0.735346891024235,0.8022357080936822
4,0.7274636032417466,0.7973216254123777,0.7294325939049222,0.7241948367162216,0.7347607572410477,0.8019800484812579
5,0.7270472384130222,0.7980215942058202,0.7293187849574629,0.7232950092507653,0.7354509639572008,0.8020947952637949
6,0.7271211471274596,0.7967368928927525,0.7291913677779276,0.7237026830438729,0.7347734064105721,0.8015607105658968
7,0.7282723242773224,0.7988667470013632,0.7305289970495508,0.7245121986917787,0.736653148193735,0.8030893860979129
8,0.729441924909753,0.7986713923542471,0.7317476101466277,0.7255801766482415,0.7380279806735577,0.8032394792540952
9,0.7288365906689929,0.7996452975535129,0.7311192052049638,0.7250281809781752,0.7373212700112439,0.8037636765874069
