,accuracy,average_precision,f1,precision,recall,roc_auc
0,0.6742600438028499,0.7470207760167691,0.677181272496295,0.6711755673700657,0.6833086786838182,0.7357328276254748
1,0.6742777405437971,0.7465471171756184,0.6770946704391617,0.6712936133175526,0.6830050548840287,0.7354611447480107
2,0.6744063209211204,0.7454837396504285,0.6771316911814349,0.6715204635775168,0.682848038711523,0.7350178123170136
3,0.6743664185759847,0.7456674846758006,0.6774610602806129,0.6710761995198362,0.6839789599041124,0.7353322945416636
4,0.6725052541502713,0.7443352722263473,0.6754649137500683,0.6694155109029357,0.681639056269492,0.7331104062551941
5,0.6743544671046037,0.7463966345296036,0.6769281267794881,0.6716169390819171,0.6823314617601542,0.7358158351971852
6,0.6737677030916605,0.7462896222660936,0.6768178382995298,0.670551380584638,0.6832118995992633,0.7351834465597719
7,0.6750376515880211,0.7471787433464812,0.6776038982413354,0.6722951221222806,0.6830037073771473,0.7359300775921696
8,0.6737629955129709,0.7462924504640157,0.6761675400754545,0.6712135833299456,0.6812005310443581,0.7349092201261096
9,0.6742446555648529,0.7457566084352155,0.6774825496245355,0.6708160343998201,0.6842891848889032,0.7355850404668718
