,accuracy,average_precision,f1,precision,recall,roc_auc
0,0.6442555091167265,0.7723977004374027,0.49650745471569574,0.8430101706761424,0.3534393765120779,0.7740093196761904
1,0.6457050246771151,0.7713035121115702,0.5006934209700846,0.845246738285265,0.3566034334219758,0.7717437934761591
2,0.6430867858899824,0.772039673530379,0.4937687636913286,0.8441406122048818,0.3520120761135053,0.7731275018884697
3,0.6433120556060793,0.7738695096433903,0.4952703925805116,0.8453087630126556,0.35203707957965447,0.7731776952191837
4,0.6404120311788837,0.7689428408430761,0.4886893386837937,0.8402584251018002,0.34625273981480903,0.7710205007171511
5,0.6451674929443043,0.7705235524171243,0.49995497283248513,0.8410321088643602,0.35750698634416134,0.7720476152349277
6,0.6407092810231055,0.770887013065333,0.4896630859081639,0.8431176470125777,0.3463073058102448,0.7720510226298636
7,0.6435072445738528,0.7731040200572534,0.49461123537527474,0.8475756273508901,0.35063493667091916,0.7735050656674997
8,0.6410441576942774,0.7704131236450323,0.4887751390828826,0.8414908970266068,0.34763460222464565,0.7722722674496492
9,0.6451417390916567,0.7729687386526913,0.4985680651489085,0.847147989795924,0.35586776526612157,0.7737179309276008
