Drug1	Drug2
DB00244	DB00240
DB00244	DB00591
DB00244	DB00838
DB00244	DB04831
DB00244	DB01260
DB00244	DB01033
DB00839	DB00627
DB00839	DB00741
DB00839	DB00668
DB00839	DB00446
DB00839	DB00945
DB00839	DB00788
DB00839	DB00605
DB00839	DB01050
DB00839	DB00553
DB00839	DB00563
DB00839	DB06777
DB00839	DB04573
DB00839	DB01045
DB00839	DB00284
DB00839	DB00335
DB00839	DB00443
DB00839	DB01136
DB00839	DB01211
DB00839	DB00636
DB00839	DB00618
DB00839	DB01234
DB00839	DB00280
DB00839	DB00196
DB00839	DB00695
DB00839	DB00999
DB00839	DB01181
DB00839	DB00808
DB00839	DB00951
DB00839	DB00579
DB00839	DB00214
DB00839	DB00620
DB00839	DB00959
DB00839	DB00461
DB00839	DB01203
DB00839	DB00795
DB00839	DB00860
DB00839	DB01032
DB00839	DB00252
DB00839	DB00960
DB00839	DB00977
DB00839	DB01039
DB00839	DB01398
DB00839	DB00582
DB00839	DB00491
DB00839	DB01021
DB00839	DB01586
DB00839	DB00814
DB00839	DB01380
DB00839	DB00460
DB00839	DB01393
DB00839	DB02925
DB00839	DB04878
DB00839	DB06725
DB00839	DB00583
DB00839	DB00612
DB00839	DB00047
DB00839	DB01276
DB00839	DB01306
DB00839	DB00046
DB00839	DB01307
DB00839	DB01309
DB00839	DB06802
DB00839	DB06655
DB01124	DB01063
DB01124	DB01412
DB01124	DB00627
DB01124	DB00655
DB01124	DB00741
DB01124	DB00668
DB01124	DB00936
DB01124	DB00446
DB01124	DB00783
DB01124	DB00945
DB01124	DB00788
DB01124	DB00605
DB01124	DB01050
DB01124	DB00553
DB01124	DB00328
DB01124	DB00563
DB01124	DB00339
DB01124	DB00233
DB01124	DB06777
DB01124	DB04573
DB01124	DB00537
DB01124	DB00206
DB01124	DB00759
DB01124	DB01045
DB01124	DB00284
DB01124	DB00335
DB01124	DB00443
DB01124	DB00887
DB01124	DB01136
DB01124	DB00269
DB01124	DB00477
DB01124	DB00310
DB01124	DB01211
DB01124	DB00636
DB01124	DB00257
DB01124	DB00618
DB01124	DB01234
DB01124	DB01119
DB01124	DB00280
DB01124	DB00903
DB01124	DB00196
DB01124	DB01047
DB01124	DB00846
DB01124	DB00695
DB01124	DB01241
DB01124	DB00999
DB01124	DB01181
DB01124	DB00808
DB01124	DB00951
DB01124	DB01167
DB01124	DB01026
DB01124	DB00579
DB01124	DB00679
DB01124	DB00214
DB01124	DB00620
DB01124	DB00384
DB01124	DB00508
DB01124	DB01403
DB01124	DB00959
DB01124	DB00461
DB01124	DB01399
DB01124	DB00524
DB01124	DB01203
DB01124	DB00421
DB01124	DB01015
DB01124	DB00795
DB01124	DB01325
DB01124	DB00621
DB01124	DB00860
DB01124	DB01032
DB01124	DB00433
DB01124	DB00850
DB01124	DB00252
DB01124	DB00960
DB01124	DB00880
DB01124	DB00977
DB01124	DB01039
DB01124	DB01398
DB01124	DB00255
DB01124	DB00582
DB01124	DB01299
DB01124	DB04830
DB01124	DB00491
DB01124	DB00774
DB01124	DB00232
DB01124	DB01324
DB01124	DB01021
DB01124	DB00394
DB01124	DB01586
DB01124	DB00576
DB01124	DB00639
DB01124	DB01110
DB01124	DB00239
DB01124	DB00251
DB01124	DB01007
DB01124	DB00890
DB01124	DB08804
DB01124	DB00984
DB01124	DB01128
DB01124	DB00814
DB01124	DB01380
DB01124	DB00700
DB01124	DB00460
DB01124	DB00872
DB01124	DB00606
DB01124	DB01013
DB01124	DB00223
DB01124	DB01393
DB01124	DB00288
DB01124	DB00663
DB01124	DB01608
DB01124	DB02925
DB01124	DB04878
DB01124	DB00240
DB01124	DB00591
DB01124	DB06725
DB01124	DB00583
DB01124	DB01170
DB01124	DB01301
DB01124	DB01193
DB01124	DB00612
DB01124	DB00264
DB01124	DB01214
DB01124	DB04831
DB01124	DB01263
DB01124	DB04818
DB01124	DB01247
DB01124	DB01614
DB01124	DB00933
DB01124	DB00047
DB01124	DB00266
DB01124	DB01127
DB01124	DB01546
DB01124	DB01276
DB01124	DB01306
DB01124	DB00046
DB01124	DB01307
DB01124	DB01309
DB01124	DB00331
DB01124	DB01017
DB01124	DB04861
DB01124	DB06802
DB01124	DB01297
DB01124	DB06655
DB01124	DB06717
DB01124	DB01418
DB01124	DB08807
DB01124	DB08808
DB01124	DB01621
DB01124	DB00420
DB01124	DB01622
DB00525	DB00216
DB00525	DB01169
DB00525	DB06287
DB00214	DB01172
DB00214	DB01116
DB00214	DB00325
DB00214	DB00635
DB00214	DB00657
DB00214	DB04840
DB00214	DB00684
DB00214	DB00368
DB00214	DB00741
DB00214	DB00668
DB00214	DB00936
DB00214	DB00945
DB00214	DB00788
DB00214	DB00605
DB00214	DB01364
DB00214	DB01050
DB00214	DB00554
DB00214	DB00861
DB00214	DB01009
DB00214	DB00328
DB00214	DB01285
DB00214	DB00784
DB00214	DB00233
DB00214	DB00091
DB00214	DB00206
DB00214	DB00681
DB00214	DB00284
DB00214	DB00414
DB00214	DB00335
DB00214	DB00355
DB00214	DB00443
DB00214	DB01197
DB00214	DB00564
DB00214	DB01136
DB00214	DB00833
DB00214	DB01140
DB00214	DB00671
DB00214	DB00923
DB00214	DB01330
DB00214	DB01112
DB00214	DB00567
DB00214	DB01333
DB00214	DB00672
DB00214	DB00575
DB00214	DB01284
DB00214	DB01234
DB00214	DB01119
DB00214	DB01396
DB00214	DB00390
DB00214	DB00749
DB00214	DB00712
DB00214	DB01067
DB00214	DB01016
DB00214	DB00722
DB00214	DB00244
DB00214	DB00839
DB00214	DB01124
DB00214	DB00519
DB00214	DB00620
DB00214	DB00197
DB00214	DB00959
DB00214	DB00350
DB00214	DB00178
DB00214	DB00461
DB00214	DB01399
DB00214	DB01203
DB00214	DB01138
DB00214	DB00991
DB00214	DB00860
DB00214	DB01032
DB00214	DB01174
DB00214	DB00812
DB00214	DB00960
DB00214	DB00727
DB00214	DB00883
DB00214	DB01398
DB00214	DB00482
DB00214	DB00533
DB00214	DB00222
DB00214	DB00912
DB00214	DB04830
DB00214	DB00412
DB00214	DB00800
DB00214	DB00492
DB00214	DB00491
DB00214	DB00796
DB00214	DB01020
DB00214	DB00765
DB00214	DB00274
DB00214	DB00447
DB00214	DB00535
DB00214	DB01415
DB00214	DB00573
DB00214	DB00814
DB00214	DB01380
DB00214	DB04743
DB00214	DB00731
DB00214	DB00559
DB00214	DB01078
DB00214	DB01563
DB00214	DB02266
DB00214	DB01120
DB00214	DB00217
DB00214	DB01066
DB00214	DB04878
DB00214	DB00267
DB00214	DB00469
DB00214	DB00229
DB00214	DB01252
DB00214	DB06725
DB00214	DB00430
DB00214	DB01169
DB00214	DB06149
DB00214	DB01505
DB00214	DB01170
DB00214	DB01327
DB00214	DB02383
DB00214	DB01193
DB00214	DB00939
DB00214	DB00612
DB00214	DB01326
DB00214	DB01331
DB00214	DB00264
DB00214	DB01214
DB00214	DB01413
DB00214	DB01251
DB00214	DB00479
DB00214	DB00047
DB00214	DB01628
DB00214	DB01283
DB00214	DB00881
DB00214	DB00790
DB00214	DB00841
DB00214	DB01276
DB00214	DB01306
DB00214	DB00046
DB00214	DB01307
DB00214	DB01309
DB00214	DB00331
DB00214	DB04861
DB00214	DB06802
DB00214	DB01297
DB00214	DB01278
DB00214	DB00896
DB00214	DB06655
DB00214	DB00511
DB00214	DB06268
DB00214	DB06696
DB00214	DB08807
DB00214	DB08808
DB00214	DB01414
DB00214	DB04570
DB00214	DB00968
DB00519	DB01116
DB00519	DB00325
DB00519	DB00657
DB00519	DB04840
DB00519	DB00945
DB00519	DB00788
DB00519	DB00605
DB00519	DB01050
DB00519	DB00554
DB00519	DB00861
DB00519	DB01009
DB00519	DB00328
DB00519	DB00784
DB00519	DB00091
DB00519	DB00206
DB00519	DB00575
DB00519	DB01119
DB00519	DB00749
DB00519	DB00712
DB00519	DB00695
DB00519	DB00999
DB00519	DB00214
DB00519	DB00384
DB00519	DB00350
DB00519	DB00461
DB00519	DB01399
DB00519	DB00421
DB00519	DB00991
DB00519	DB00812
DB00519	DB00727
DB00519	DB00883
DB00519	DB01398
DB00519	DB00482
DB00519	DB00533
DB00519	DB00796
DB00519	DB00966
DB00519	DB01020
DB00519	DB01021
DB00519	DB00765
DB00519	DB00573
DB00519	DB00814
DB00519	DB06715
DB00519	DB04743
DB00519	DB00700
DB00519	DB00559
DB00519	DB01563
DB00519	DB02266
DB00519	DB00217
DB00519	DB02925
DB00519	DB00469
DB00519	DB06725
DB00519	DB00761
DB00519	DB01170
DB00519	DB00939
DB00519	DB00230
DB00519	DB01628
DB00519	DB01283
DB00519	DB06802
DB00519	DB06287
DB00519	DB06268
DB00519	DB00968
DB00620	DB00278
DB00620	DB01412
DB00620	DB00599
DB00620	DB01354
DB00620	DB00936
DB00620	DB00783
DB00620	DB01240
DB00620	DB00945
DB00620	DB00554
DB00620	DB00199
DB00620	DB00233
DB00620	DB00091
DB00620	DB00681
DB00620	DB01045
DB00620	DB00284
DB00620	DB00819
DB00620	DB00414
DB00620	DB00887
DB00620	DB00672
DB00620	DB00310
DB00620	DB00900
DB00620	DB00390
DB00620	DB00975
DB00620	DB00903
DB00620	DB00695
DB00620	DB01067
DB00620	DB01016
DB00620	DB00999
DB00620	DB00808
DB00620	DB00244
DB00620	DB00839
DB00620	DB01124
DB00620	DB00214
DB00620	DB00384
DB00620	DB00197
DB00620	DB01399
DB00620	DB00418
DB00620	DB00524
DB00620	DB00421
DB00620	DB01325
DB00620	DB00794
DB00620	DB01229
DB00620	DB00312
DB00620	DB01174
DB00620	DB00252
DB00620	DB00880
DB00620	DB01351
DB00620	DB01398
DB00620	DB00222
DB00620	DB00912
DB00620	DB04830
DB00620	DB00412
DB00620	DB00491
DB00620	DB00774
DB00620	DB00232
DB00620	DB01324
DB00620	DB01021
DB00620	DB01352
DB00620	DB00849
DB00620	DB00728
DB00620	DB00758
DB00620	DB00814
DB00620	DB01355
DB00620	DB00731
DB00620	DB00700
DB00620	DB00872
DB00620	DB00606
DB00620	DB00463
DB00620	DB01120
DB00620	DB02925
DB00620	DB04878
DB00620	DB00569
DB00620	DB01252
DB00620	DB01166
DB00620	DB01505
DB00620	DB02383
DB00620	DB04831
DB00620	DB01251
DB00620	DB01353
DB00620	DB00009
DB00620	DB00047
DB00620	DB01609
DB00620	DB00266
DB00620	DB01276
DB00620	DB01306
DB00620	DB00046
DB00620	DB01307
DB00620	DB01309
DB00620	DB00331
DB00620	DB00474
DB00620	DB01278
DB00620	DB06209
DB00620	DB00031
DB00620	DB06655
DB00620	DB01418
DB00620	DB06695
DB00620	DB08816
DB00384	DB01116
DB00384	DB00325
DB00384	DB00657
DB00384	DB04840
DB00384	DB00368
DB00384	DB00668
DB00384	DB00945
DB00384	DB00788
DB00384	DB00605
DB00384	DB01050
DB00384	DB00554
DB00384	DB00861
DB00384	DB01009
DB00384	DB00328
DB00384	DB00784
DB00384	DB00091
DB00384	DB00206
DB00384	DB00681
DB00384	DB00414
DB00384	DB00355
DB00384	DB00443
DB00384	DB01197
DB00384	DB00564
DB00384	DB00672
DB00384	DB00575
DB00384	DB01234
DB00384	DB01119
DB00384	DB00390
DB00384	DB00749
DB00384	DB00712
DB00384	DB01016
DB00384	DB00722
DB00384	DB00244
DB00384	DB01124
DB00384	DB00519
DB00384	DB00620
DB00384	DB00177
DB00384	DB00350
DB00384	DB00178
DB00384	DB00461
DB00384	DB01399
DB00384	DB00421
DB00384	DB00991
DB00384	DB00860
DB00384	DB01174
DB00384	DB00812
DB00384	DB00727
DB00384	DB00883
DB00384	DB01029
DB00384	DB01398
DB00384	DB00482
DB00384	DB00533
DB00384	DB00222
DB00384	DB00912
DB00384	DB00492
DB00384	DB00796
DB00384	DB00966
DB00384	DB01020
DB00384	DB00765
DB00384	DB00573
DB00384	DB00814
DB00384	DB06715
DB00384	DB04743
DB00384	DB00731
DB00384	DB00700
DB00384	DB00275
DB00384	DB00559
DB00384	DB01078
DB00384	DB01563
DB00384	DB02266
DB00384	DB01120
DB00384	DB00217
DB00384	DB00267
DB00384	DB00469
DB00384	DB00229
DB00384	DB01252
DB00384	DB06725
DB00384	DB00761
DB00384	DB01169
DB00384	DB01505
DB00384	DB01170
DB00384	DB00939
DB00384	DB01628
DB00384	DB01283
DB00384	DB00881
DB00384	DB00790
DB00384	DB00876
DB00384	DB06802
DB00384	DB06268
DB00384	DB00968
DB00897	DB01063
DB00897	DB00224
DB00897	DB00599
DB00897	DB01354
DB00897	DB00898
DB00897	DB00502
DB00897	DB00747
DB00897	DB00199
DB00897	DB01045
DB00897	DB00404
DB00897	DB00543
DB00897	DB00181
DB00897	DB00564
DB00897	DB00475
DB00897	DB00477
DB00897	DB01211
DB00897	DB01068
DB00897	DB00363
DB00897	DB00829
DB00897	DB00501
DB00897	DB00450
DB00897	DB01215
DB00897	DB00813
DB00897	DB00196
DB00897	DB00690
DB00897	DB00801
DB00897	DB00951
DB00897	DB01167
DB00897	DB00186
DB00897	DB00231
DB00897	DB00679
DB00897	DB00371
DB00897	DB00897
DB00897	DB00508
DB00897	DB00423
DB00897	DB01403
DB00897	DB00734
DB00897	DB00503
DB00897	DB01232
DB00897	DB00418
DB00897	DB00334
DB00897	DB01589
DB00897	DB00842
DB00897	DB01588
DB00897	DB00794
DB00897	DB00433
DB00897	DB00652
DB00897	DB00312
DB00897	DB00850
DB00897	DB01174
DB00897	DB00252
DB00897	DB00633
DB00897	DB00985
DB00897	DB00962
DB00897	DB01595
DB00897	DB01437
DB00897	DB00273
DB00897	DB01189
DB00897	DB01236
DB00897	DB00818
DB00897	DB00683
DB00897	DB01351
DB00897	DB04833
DB00897	DB00413
DB00897	DB01100
DB00897	DB06144
DB00897	DB00370
DB00897	DB00582
DB00897	DB00283
DB00897	DB00628
DB00897	DB01352
DB00897	DB00849
DB00897	DB00189
DB00897	DB01041
DB00897	DB01239
DB00897	DB01369
DB00897	DB01764
DB00897	DB01110
DB00897	DB00701
DB00897	DB00625
DB00897	DB01128
DB00897	DB00875
DB00897	DB01355
DB00897	DB00392
DB00897	DB01107
DB00897	DB01238
DB00897	DB01146
DB00897	DB00476
DB00897	DB00391
DB00897	DB01544
DB00897	DB01321
DB00897	DB01558
DB00897	DB00349
DB00897	DB08811
DB00897	DB01553
DB00897	DB01072
DB00897	DB01545
DB00897	DB01071
DB00897	DB00920
DB00897	DB01567
DB00897	DB01198
DB00897	DB00463
DB00897	DB01601
DB00897	DB00619
DB00897	DB01551
DB00897	DB01608
DB00897	DB01547
DB00897	DB01476
DB00897	DB00427
DB00897	DB00745
DB00897	DB00340
DB00897	DB00484
DB00897	DB00408
DB00897	DB00777
DB00897	DB04818
DB00897	DB01247
DB00897	DB01614
DB00897	DB01353
DB00897	DB04842
DB00897	DB00933
DB00897	DB00230
DB00897	DB00546
DB00897	DB01264
DB00897	DB01609
DB00897	DB01259
DB00897	DB01546
DB00897	DB00474
DB00897	DB01267
DB00897	DB06717
DB00897	DB01621
DB00897	DB00420
DB00897	DB01622
DB00897	DB05521
DB00508	DB01235
DB00508	DB00668
DB00508	DB00502
DB00508	DB00553
DB00508	DB01045
DB00508	DB00414
DB00508	DB00404
DB00508	DB00543
DB00508	DB00181
DB00508	DB00564
DB00508	DB00475
DB00508	DB00672
DB00508	DB01068
DB00508	DB00363
DB00508	DB00829
DB00508	DB00450
DB00508	DB01215
DB00508	DB00813
DB00508	DB01016
DB00508	DB01167
DB00508	DB00186
DB00508	DB01124
DB00508	DB00897
DB00508	DB00423
DB00508	DB00734
DB00508	DB00334
DB00508	DB01589
DB00508	DB00794
DB00508	DB01168
DB00508	DB00850
DB00508	DB01174
DB00508	DB00727
DB00508	DB00985
DB00508	DB01595
DB00508	DB00273
DB00508	DB00909
DB00508	DB01189
DB00508	DB01236
DB00508	DB00818
DB00508	DB00683
DB00508	DB01351
DB00508	DB00413
DB00508	DB01100
DB00508	DB00222
DB00508	DB00912
DB00508	DB00185
DB00508	DB00283
DB00508	DB00628
DB00508	DB01233
DB00508	DB01041
DB00508	DB00356
DB00508	DB00248
DB00508	DB00731
DB00508	DB00392
DB00508	DB00460
DB00508	DB01238
DB00508	DB01146
DB00508	DB00476
DB00508	DB00391
DB00508	DB01544
DB00508	DB01558
DB00508	DB00349
DB00508	DB08811
DB00508	DB01553
DB00508	DB06262
DB00508	DB01545
DB00508	DB01563
DB00508	DB01071
DB00508	DB00920
DB00508	DB01567
DB00508	DB01198
DB00508	DB01551
DB00508	DB01608
DB00508	DB01547
DB00508	DB01120
DB00508	DB01184
DB00508	DB01476
DB00508	DB00427
DB00508	DB01252
DB00508	DB00340
DB00508	DB00484
DB00508	DB01169
DB00508	DB00230
DB00508	DB00047
DB00508	DB01309
DB00508	DB01267
DB00508	DB05271
DB00347	DB00783
DB00347	DB00091
DB00347	DB01045
DB00347	DB00564
DB00347	DB01211
DB00347	DB01068
DB00347	DB00501
DB00347	DB00450
DB00347	DB00951
DB00347	DB00652
DB00347	DB01174
DB00347	DB00252
DB00347	DB00909
DB00347	DB00582
DB00347	DB00068
DB00347	DB00728
DB00347	DB00625
DB00347	DB00367
DB00347	DB01128
DB00347	DB00349
DB00347	DB01072
DB00347	DB00216
DB00347	DB01609
DB00347	DB01259
DB00347	DB06717
DB00726	DB00368
DB00726	DB00668
DB00726	DB00502
DB00726	DB00206
DB00726	DB01045
DB00726	DB00564
DB00726	DB00501
DB00726	DB01215
DB00726	DB00813
DB00726	DB00951
DB00726	DB00334
DB00726	DB00794
DB00726	DB01168
DB00726	DB00652
DB00726	DB01174
DB00726	DB00252
DB00726	DB00727
DB00726	DB00909
DB00726	DB00977
DB00726	DB01351
DB00726	DB00185
DB00726	DB01205
DB00726	DB01041
DB00726	DB00392
DB00726	DB00476
DB00726	DB01072
DB00726	DB06262
DB00726	DB01071
DB00726	DB01551
DB00726	DB01120
DB00726	DB00427
DB00726	DB00340
DB00726	DB01169
DB00726	DB00289
DB00726	DB00047
DB00726	DB01306
DB00726	DB00046
DB00726	DB01307
DB00726	DB01309
DB00197	DB00627
DB00197	DB00741
DB00197	DB00668
DB00197	DB00945
DB00197	DB00605
DB00197	DB00502
DB00197	DB04573
DB00197	DB01045
DB00197	DB00284
DB00197	DB00414
DB00197	DB00335
DB00197	DB00443
DB00197	DB01136
DB00197	DB00636
DB00197	DB00363
DB00197	DB01234
DB00197	DB00280
DB00197	DB00813
DB00197	DB00695
DB00197	DB01016
DB00197	DB00999
DB00197	DB00808
DB00197	DB00951
DB00197	DB00579
DB00197	DB00214
DB00197	DB00620
DB00197	DB00959
DB00197	DB01203
DB00197	DB00904
DB00197	DB00860
DB00197	DB01032
DB00197	DB00252
DB00197	DB00960
DB00197	DB00683
DB00197	DB00977
DB00197	DB00370
DB00197	DB01398
DB00197	DB00222
DB00197	DB00912
DB00197	DB00491
DB00197	DB01021
DB00197	DB01006
DB00197	DB00814
DB00197	DB01380
DB00197	DB00731
DB00197	DB00700
DB00197	DB01238
DB00197	DB01198
DB00197	DB04942
DB00197	DB01120
DB00197	DB02925
DB00197	DB04878
DB00197	DB01252
DB00197	DB00317
DB00197	DB00820
DB00197	DB00583
DB00197	DB00203
DB00197	DB00612
DB00197	DB00230
DB00197	DB00047
DB00197	DB01259
DB00197	DB01276
DB00197	DB01306
DB00197	DB00046
DB00197	DB01307
DB00197	DB01309
DB00197	DB01268
DB00197	DB06655
DB00197	DB06717
DB00809	DB01235
DB00809	DB00502
DB00809	DB00543
DB00809	DB00363
DB00809	DB00390
DB00809	DB00951
DB00809	DB00334
DB00809	DB00545
DB00809	DB00413
DB00809	DB00185
DB00809	DB00283
DB00809	DB00843
DB00809	DB01233
DB00809	DB00083
DB00809	DB00392
DB00809	DB01238
DB00809	DB01071
DB00809	DB01551
DB00809	DB01184
DB00809	DB00427
DB00809	DB00340
DB00809	DB00761
DB00809	DB00042
DB00809	DB00989
DB00809	DB05271
DB00577	DB00501
DB00577	DB00277
DB00577	DB01032
DB00577	DB00688
DB00577	DB00300
DB00577	DB01303
DB00313	DB00783
DB00313	DB00091
DB00313	DB01045
DB00313	DB00335
DB00313	DB00564
DB00313	DB01136
DB00313	DB01211
DB00313	DB01068
DB00313	DB00363
DB00313	DB00501
DB00313	DB00390
DB00313	DB00196
DB00313	DB00951
DB00313	DB00503
DB00313	DB01203
DB00313	DB00421
DB00313	DB01174
DB00313	DB00252
DB00313	DB00960
DB00313	DB00727
DB00313	DB00909
DB00313	DB01236
DB00313	DB00683
DB00313	DB00582
DB00313	DB00068
DB00313	DB00728
DB00313	DB00625
DB00313	DB00367
DB00313	DB01128
DB00313	DB00460
DB00313	DB00559
DB00313	DB01078
DB00313	DB00349
DB00313	DB01072
DB00313	DB04942
DB00313	DB00216
DB00313	DB00760
DB00313	DB00612
DB00313	DB01609
DB00313	DB01259
DB00313	DB01267
DB00313	DB06717
DB00177	DB00945
DB00177	DB00788
DB00177	DB00605
DB00177	DB01050
DB00177	DB00554
DB00177	DB00861
DB00177	DB01009
DB00177	DB00328
DB00177	DB00784
DB00177	DB00091
DB00177	DB00390
DB00177	DB00749
DB00177	DB00712
DB00177	DB00695
DB00177	DB00384
DB00177	DB00461
DB00177	DB01399
DB00177	DB00421
DB00177	DB00795
DB00177	DB00991
DB00177	DB00812
DB00177	DB00727
DB00177	DB00883
DB00177	DB00977
DB00177	DB01398
DB00177	DB00482
DB00177	DB00533
DB00177	DB01020
DB00177	DB00573
DB00177	DB00814
DB00177	DB06715
DB00177	DB04743
DB00177	DB00700
DB00177	DB00476
DB00177	DB02266
DB00177	DB00469
DB00177	DB06725
DB00177	DB00761
DB00177	DB00939
DB00177	DB01258
DB00177	DB01628
DB00177	DB01283
DB00177	DB01395
DB00177	DB06802
DB00763	DB01396
DB00763	DB00390
DB00763	DB06715
DB00763	DB01078
DB00763	DB00266
DB00763	DB00511
DB00763	DB01418
DB00423	DB01063
DB00423	DB00599
DB00423	DB01354
DB00423	DB00684
DB00423	DB00898
DB00423	DB00502
DB00423	DB00747
DB00423	DB00404
DB00423	DB00475
DB00423	DB00477
DB00423	DB00363
DB00423	DB00829
DB00423	DB00450
DB00423	DB01215
DB00423	DB00813
DB00423	DB00690
DB00423	DB00801
DB00423	DB00951
DB00423	DB00186
DB00423	DB00231
DB00423	DB00679
DB00423	DB00371
DB00423	DB00897
DB00423	DB00508
DB00423	DB01403
DB00423	DB00734
DB00423	DB00418
DB00423	DB00334
DB00423	DB01589
DB00423	DB00842
DB00423	DB01588
DB00423	DB00794
DB00423	DB00433
DB00423	DB00312
DB00423	DB00850
DB00423	DB01174
DB00423	DB00633
DB00423	DB00962
DB00423	DB01595
DB00423	DB01437
DB00423	DB01189
DB00423	DB00683
DB00423	DB01351
DB00423	DB04833
DB00423	DB01100
DB00423	DB06144
DB00423	DB00628
DB00423	DB01352
DB00423	DB00849
DB00423	DB00189
DB00423	DB00083
DB00423	DB01239
DB00423	DB00875
DB00423	DB00781
DB00423	DB01355
DB00423	DB00653
DB00423	DB01107
DB00423	DB01238
DB00423	DB00391
DB00423	DB01544
DB00423	DB01558
DB00423	DB00349
DB00423	DB08811
DB00423	DB01553
DB00423	DB01545
DB00423	DB01567
DB00423	DB01198
DB00423	DB00463
DB00423	DB01608
DB00423	DB00761
DB00423	DB00408
DB00423	DB00777
DB00423	DB04818
DB00423	DB01247
DB00423	DB01614
DB00423	DB01353
DB00423	DB04842
DB00423	DB00933
DB00423	DB00042
DB00423	DB00546
DB00423	DB01546
DB00423	DB00474
DB00423	DB01267
DB00423	DB01621
DB00423	DB00420
DB00423	DB01622
DB01403	DB00627
DB01403	DB01235
DB01403	DB00668
DB01403	DB00502
DB01403	DB00553
DB01403	DB00206
DB01403	DB01045
DB01403	DB00414
DB01403	DB00404
DB01403	DB00543
DB01403	DB00335
DB01403	DB00181
DB01403	DB01197
DB01403	DB00564
DB01403	DB01136
DB01403	DB00475
DB01403	DB00672
DB01403	DB01068
DB01403	DB00363
DB01403	DB00829
DB01403	DB01119
DB01403	DB00450
DB01403	DB01215
DB01403	DB00813
DB01403	DB01016
DB01403	DB01167
DB01403	DB00186
DB01403	DB01124
DB01403	DB00897
DB01403	DB00423
DB01403	DB00734
DB01403	DB01203
DB01403	DB00334
DB01403	DB01589
DB01403	DB00794
DB01403	DB01168
DB01403	DB00850
DB01403	DB01174
DB01403	DB00960
DB01403	DB00727
DB01403	DB00883
DB01403	DB00985
DB01403	DB01595
DB01403	DB00273
DB01403	DB00909
DB01403	DB01189
DB01403	DB01236
DB01403	DB00818
DB01403	DB00683
DB01403	DB01351
DB01403	DB00413
DB01403	DB01100
DB01403	DB00222
DB01403	DB00912
DB01403	DB01020
DB01403	DB00185
DB01403	DB00283
DB01403	DB00628
DB01403	DB01233
DB01403	DB01041
DB01403	DB00356
DB01403	DB00814
DB01403	DB00248
DB01403	DB00731
DB01403	DB00392
DB01403	DB00460
DB01403	DB01238
DB01403	DB01146
DB01403	DB00476
DB01403	DB00391
DB01403	DB01544
DB01403	DB01558
DB01403	DB00349
DB01403	DB08811
DB01403	DB01553
DB01403	DB06262
DB01403	DB01545
DB01403	DB01563
DB01403	DB01071
DB01403	DB00920
DB01403	DB01567
DB01403	DB01198
DB01403	DB01551
DB01403	DB01608
DB01403	DB01547
DB01403	DB01120
DB01403	DB01184
DB01403	DB01476
DB01403	DB00427
DB01403	DB01252
DB01403	DB00340
DB01403	DB00820
DB01403	DB00484
DB01403	DB01169
DB01403	DB00203
DB01403	DB00612
DB01403	DB00289
DB01403	DB00230
DB01403	DB00047
DB01403	DB00184
DB01403	DB01309
DB01403	DB01267
DB01403	DB05271
DB00194	DB00552
DB00194	DB00437
DB00959	DB00278
DB00959	DB00599
DB00959	DB01354
DB00959	DB00936
DB00959	DB00783
DB00959	DB01240
DB00959	DB00945
DB00959	DB00788
DB00959	DB00605
DB00959	DB01050
DB00959	DB00554
DB00959	DB00861
DB00959	DB01009
DB00959	DB00199
DB00959	DB00328
DB00959	DB00784
DB00959	DB00233
DB00959	DB00091
DB00959	DB01045
DB00959	DB00284
DB00959	DB00819
DB00959	DB00414
DB00959	DB00887
DB00959	DB00672
DB00959	DB01211
DB00959	DB00900
DB00959	DB00390
DB00959	DB00975
DB00959	DB00749
DB00959	DB00712
DB00959	DB00695
DB00959	DB01067
DB00959	DB01016
DB00959	DB00999
DB00959	DB00808
DB00959	DB01167
DB00959	DB00244
DB00959	DB00839
DB00959	DB01124
DB00959	DB00214
DB00959	DB00197
DB00959	DB00461
DB00959	DB01399
DB00959	DB00418
DB00959	DB00991
DB00959	DB00794
DB00959	DB01229
DB00959	DB00312
DB00959	DB01174
DB00959	DB00812
DB00959	DB00252
DB00959	DB00880
DB00959	DB01351
DB00959	DB01398
DB00959	DB00482
DB00959	DB00533
DB00959	DB00222
DB00959	DB00912
DB00959	DB04830
DB00959	DB00412
DB00959	DB00491
DB00959	DB00436
DB00959	DB00774
DB00959	DB00232
DB00959	DB01324
DB00959	DB01021
DB00959	DB01352
DB00959	DB00849
DB00959	DB00728
DB00959	DB00758
DB00959	DB01369
DB00959	DB01764
DB00959	DB01110
DB00959	DB01128
DB00959	DB00573
DB00959	DB00814
DB00959	DB04743
DB00959	DB01355
DB00959	DB00731
DB00959	DB00349
DB00959	DB00606
DB00959	DB01072
DB00959	DB00463
DB00959	DB02266
DB00959	DB01120
DB00959	DB02925
DB00959	DB04878
DB00959	DB00469
DB00959	DB00569
DB00959	DB01252
DB00959	DB06725
DB00959	DB01166
DB00959	DB01505
DB00959	DB02383
DB00959	DB00939
DB00959	DB01251
DB00959	DB01353
DB00959	DB00009
DB00959	DB00047
DB00959	DB01609
DB00959	DB01628
DB00959	DB01283
DB00959	DB00266
DB00959	DB01259
DB00959	DB01276
DB00959	DB01306
DB00959	DB00046
