Drug1	Drug2
DB00252	DB00661
DB00252	DB01104
DB00252	DB00715
DB00252	DB00857
DB00252	DB01251
DB00252	DB00934
DB00252	DB00444
DB00252	DB01118
DB00252	DB01200
DB00252	DB00047
DB00252	DB01264
DB00252	DB01254
DB00252	DB01609
DB00252	DB01037
DB00252	DB00514
DB00252	DB00266
DB00252	DB01126
DB00252	DB01259
DB00252	DB01276
DB00252	DB01306
DB00252	DB00046
DB00252	DB01307
DB00252	DB01309
DB00252	DB01227
DB00252	DB00331
DB00252	DB00422
DB00252	DB06802
DB00252	DB00497
DB00252	DB01278
DB00252	DB00938
DB00252	DB06287
DB00252	DB01268
DB00252	DB06655
DB00252	DB06717
DB00252	DB01418
DB00252	DB01114
DB00252	DB00215
DB00252	DB01195
DB00252	DB00762
DB00252	DB00361
DB00252	DB05521
DB00960	DB01440
DB00960	DB01116
DB00960	DB00325
DB00960	DB00657
DB00960	DB00599
DB00960	DB04840
DB00960	DB03255
DB00960	DB00368
DB00960	DB00668
DB00960	DB00945
DB00960	DB00907
DB00960	DB00040
DB00960	DB00788
DB00960	DB00605
DB00960	DB01364
DB00960	DB01050
DB00960	DB00554
DB00960	DB00861
DB00960	DB01009
DB00960	DB00328
DB00960	DB00784
DB00960	DB00091
DB00960	DB00206
DB00960	DB01426
DB00960	DB01045
DB00960	DB00284
DB00960	DB00414
DB00960	DB00335
DB00960	DB01197
DB00960	DB01136
DB00960	DB00477
DB00960	DB00672
DB00960	DB00575
DB00960	DB00363
DB00960	DB01119
DB00960	DB00501
DB00960	DB01396
DB00960	DB00390
DB00960	DB00280
DB00960	DB00450
DB00960	DB00749
DB00960	DB01023
DB00960	DB00813
DB00960	DB00712
DB00960	DB00695
DB00960	DB01067
DB00960	DB01016
DB00960	DB00999
DB00960	DB00270
DB00960	DB00281
DB00960	DB00679
DB00960	DB00839
DB00960	DB01124
DB00960	DB00214
DB00960	DB00197
DB00960	DB00313
DB00960	DB01403
DB00960	DB00350
DB00960	DB00461
DB00960	DB00734
DB00960	DB01399
DB00960	DB01203
DB00960	DB01115
DB00960	DB00393
DB00960	DB00421
DB00960	DB00334
DB00960	DB00991
DB00960	DB00812
DB00960	DB00960
DB00960	DB00633
DB00960	DB00727
DB00960	DB00273
DB00960	DB00909
DB00960	DB00593
DB00960	DB01159
DB00960	DB00228
DB00960	DB00753
DB00960	DB01189
DB00960	DB01236
DB00960	DB00292
DB00960	DB00818
DB00960	DB01086
DB00960	DB00750
DB00960	DB01100
DB00960	DB06144
DB00960	DB00370
DB00960	DB01398
DB00960	DB00482
DB00960	DB00533
DB00960	DB00222
DB00960	DB00912
DB00960	DB04830
DB00960	DB00412
DB00960	DB00226
DB00960	DB00401
DB00960	DB00491
DB00960	DB00796
DB00960	DB01054
DB00960	DB01020
DB00960	DB01021
DB00960	DB00353
DB00960	DB00901
DB00960	DB00816
DB00960	DB01161
DB00960	DB00527
DB00960	DB01041
DB00960	DB00765
DB00960	DB00728
DB00960	DB00573
DB00960	DB00814
DB00960	DB06727
DB00960	DB04743
DB00960	DB01355
DB00960	DB00731
DB00960	DB00559
DB00960	DB01078
DB00960	DB00699
DB00960	DB01563
DB00960	DB04841
DB00960	DB01429
DB00960	DB00463
DB00960	DB01551
DB00960	DB02266
DB00960	DB01120
DB00960	DB00217
DB00960	DB02925
DB00960	DB04878
DB00960	DB00469
DB00960	DB01252
DB00960	DB06725
DB00960	DB06712
DB00960	DB00761
DB00960	DB00484
DB00960	DB01001
DB00960	DB01505
DB00960	DB01170
DB00960	DB02383
DB00960	DB01193
DB00960	DB00939
DB00960	DB00612
DB00960	DB00449
DB00960	DB00661
DB00960	DB00264
DB00960	DB00867
DB00960	DB01214
DB00960	DB01251
DB00960	DB04842
DB00960	DB00230
DB00960	DB01118
DB00960	DB00047
DB00960	DB00184
DB00960	DB01628
DB00960	DB01283
DB00960	DB00841
DB00960	DB01276
DB00960	DB06716
DB00960	DB00629
DB00960	DB01306
DB00960	DB00046
DB00960	DB01307
DB00960	DB01309
DB00960	DB00221
DB00960	DB00331
DB00960	DB00474
DB00960	DB00680
DB00960	DB04861
DB00960	DB06802
DB00960	DB01297
DB00960	DB01278
DB00960	DB00938
DB00960	DB00708
DB00960	DB01056
DB00960	DB06655
DB00960	DB00511
DB00960	DB06268
DB00960	DB08807
DB00960	DB08808
DB00960	DB01195
DB00960	DB00968
DB00960	DB06711
DB00960	DB05039
DB00633	DB00668
DB00633	DB00502
DB00633	DB00404
DB00633	DB00543
DB00633	DB00335
DB00633	DB00181
DB00633	DB00564
DB00633	DB00475
DB00633	DB01068
DB00633	DB00363
DB00633	DB00829
DB00633	DB00390
DB00633	DB00450
DB00633	DB01215
DB00633	DB00813
DB00633	DB00951
DB00633	DB00186
DB00633	DB00277
DB00633	DB00897
DB00633	DB00423
DB00633	DB00734
DB00633	DB00334
DB00633	DB01589
DB00633	DB00794
DB00633	DB01168
DB00633	DB00652
DB00633	DB00850
DB00633	DB01174
DB00633	DB00960
DB00633	DB00985
DB00633	DB01595
DB00633	DB00273
DB00633	DB01189
DB00633	DB01236
DB00633	DB00818
DB00633	DB00683
DB00633	DB01351
DB00633	DB00413
DB00633	DB01100
DB00633	DB00370
DB00633	DB00283
DB00633	DB01041
DB00633	DB00601
DB00633	DB00392
DB00633	DB01238
DB00633	DB01146
DB00633	DB00476
DB00633	DB00391
DB00633	DB01544
DB00633	DB01078
DB00633	DB01558
DB00633	DB00349
DB00633	DB08811
DB00633	DB01553
DB00633	DB01545
DB00633	DB01071
DB00633	DB00920
DB00633	DB01567
DB00633	DB01198
DB00633	DB01551
DB00633	DB01608
DB00633	DB01547
DB00633	DB01476
DB00633	DB00427
DB00633	DB00340
DB00633	DB00561
DB00633	DB00484
DB00633	DB00230
DB00633	DB00184
DB00633	DB01267
DB00727	DB01063
DB00727	DB01116
DB00727	DB00325
DB00727	DB01412
DB00727	DB00657
DB00727	DB01337
DB00727	DB04840
DB00727	DB00435
DB00727	DB00368
DB00727	DB00668
DB00727	DB00945
DB00727	DB00788
DB00727	DB00605
DB00727	DB01364
DB00727	DB01050
DB00727	DB00554
DB00727	DB00861
DB00727	DB01009
DB00727	DB00502
DB00727	DB00328
DB00727	DB00784
DB00727	DB00206
DB00727	DB01223
DB00727	DB00543
DB00727	DB01427
DB00727	DB00335
DB00727	DB00887
DB00727	DB01197
DB00727	DB01136
DB00727	DB00477
DB00727	DB00310
DB00727	DB00575
DB00727	DB00363
DB00727	DB01119
DB00727	DB00975
DB00727	DB00450
DB00727	DB00903
DB00727	DB00749
DB00727	DB01023
DB00727	DB00712
DB00727	DB00695
DB00727	DB00999
DB00727	DB00808
DB00727	DB00270
DB00727	DB00722
DB00727	DB00679
DB00727	DB00214
DB00727	DB00519
DB00727	DB00384
DB00727	DB00508
DB00727	DB00726
DB00727	DB00313
DB00727	DB00177
DB00727	DB01403
DB00727	DB00235
DB00727	DB00350
DB00727	DB00178
DB00727	DB00461
DB00727	DB00734
DB00727	DB01399
DB00727	DB00524
DB00727	DB01203
DB00727	DB01115
DB00727	DB00393
DB00727	DB00421
DB00727	DB00334
DB00727	DB01325
DB00727	DB00991
DB00727	DB00433
DB00727	DB00850
DB00727	DB00812
DB00727	DB00960
DB00727	DB00727
DB00727	DB00883
DB00727	DB00880
DB00727	DB01029
DB00727	DB00273
DB00727	DB00909
DB00727	DB00593
DB00727	DB00750
DB00727	DB01100
DB00727	DB06144
DB00727	DB00370
DB00727	DB01398
DB00727	DB00482
DB00727	DB00533
DB00727	DB00401
DB00727	DB00492
DB00727	DB00796
DB00727	DB00966
DB00727	DB01054
DB00727	DB01020
DB00727	DB00774
DB00727	DB00232
DB00727	DB01324
DB00727	DB01021
DB00727	DB00901
DB00727	DB00816
DB00727	DB00765
DB00727	DB01239
DB00727	DB00573
DB00727	DB00814
DB00727	DB00875
DB00727	DB04743
DB00727	DB00700
DB00727	DB01238
DB00727	DB00275
DB00727	DB00391
DB00727	DB00559
DB00727	DB00872
DB00727	DB00606
DB00727	DB01563
DB00727	DB04841
DB00727	DB00463
DB00727	DB01608
DB00727	DB02266
DB00727	DB00217
DB00727	DB02925
DB00727	DB00469
DB00727	DB06725
DB00727	DB01166
DB00727	DB06712
DB00727	DB00820
DB00727	DB01001
DB00727	DB01505
DB00727	DB00203
DB00727	DB01170
DB00727	DB01193
DB00727	DB00408
DB00727	DB00939
DB00727	DB00612
DB00727	DB00449
DB00727	DB00661
DB00727	DB00264
DB00727	DB00867
DB00727	DB01214
DB00727	DB04831
DB00727	DB01614
DB00727	DB04842
DB00727	DB00933
DB00727	DB00230
DB00727	DB01628
DB00727	DB01283
DB00727	DB00881
DB00727	DB00790
DB00727	DB00841
DB00727	DB04880
DB00727	DB00876
DB00727	DB00221
DB00727	DB04861
DB00727	DB06802
DB00727	DB01267
DB00727	DB01297
DB00727	DB00938
DB00727	DB06268
DB00727	DB08807
DB00727	DB08808
DB00727	DB00968
DB00727	DB01621
DB00727	DB00420
DB00727	DB01622
DB00727	DB05039
DB00883	DB00325
DB00883	DB01412
DB00883	DB00898
DB00883	DB00368
DB00883	DB00668
DB00883	DB01364
DB00883	DB01223
DB00883	DB01427
DB00883	DB00887
DB00883	DB01197
DB00883	DB01136
DB00883	DB00477
DB00883	DB00310
DB00883	DB00363
DB00883	DB00975
DB00883	DB00903
DB00883	DB01023
DB00883	DB00695
DB00883	DB00999
DB00883	DB00808
DB00883	DB00270
DB00883	DB00722
DB00883	DB00214
DB00883	DB00519
DB00883	DB00384
DB00883	DB00177
DB00883	DB01403
DB00883	DB00235
DB00883	DB00178
DB00883	DB00734
DB00883	DB00524
DB00883	DB01203
DB00883	DB01115
DB00883	DB00393
DB00883	DB00421
DB00883	DB00334
DB00883	DB01325
DB00883	DB00727
DB00883	DB00883
DB00883	DB00880
DB00883	DB01029
DB00883	DB00273
DB00883	DB01100
DB00883	DB00370
DB00883	DB00401
DB00883	DB00492
DB00883	DB00796
DB00883	DB00966
DB00883	DB01054
DB00883	DB01020
DB00883	DB00774
DB00883	DB00232
DB00883	DB01324
DB00883	DB01021
DB00883	DB00901
DB00883	DB00816
DB00883	DB00814
DB00883	DB00700
DB00883	DB00275
DB00883	DB00872
DB00883	DB00606
DB00883	DB01563
DB00883	DB02925
DB00883	DB01166
DB00883	DB06712
DB00883	DB00820
DB00883	DB01001
DB00883	DB01505
DB00883	DB00203
DB00883	DB00612
DB00883	DB00449
DB00883	DB00661
DB00883	DB00867
DB00883	DB04831
DB00883	DB00881
DB00883	DB00790
DB00883	DB00841
DB00883	DB04880
DB00883	DB00876
DB00883	DB00221
DB00883	DB00938
DB00883	DB05039
DB01612	DB00898
DB01612	DB00975
DB01612	DB01203
DB01612	DB00820
DB01612	DB00203
DB01144	DB00945
DB01144	DB00273
DB01144	DB01194
DB00880	DB00368
DB00880	DB00741
DB00880	DB00668
DB00880	DB00945
DB00880	DB00788
DB00880	DB00605
DB00880	DB01050
DB00880	DB00554
DB00880	DB00136
DB00880	DB01009
DB00880	DB00553
DB00880	DB00328
DB00880	DB00784
DB00880	DB00091
DB00880	DB00681
DB00880	DB00316
DB00880	DB00414
DB00880	DB00355
DB00880	DB00443
DB00880	DB01197
DB00880	DB00564
DB00880	DB00672
DB00880	DB01234
DB00880	DB01119
DB00880	DB00390
DB00880	DB00749
DB00880	DB00712
DB00880	DB01016
DB00880	DB00722
DB00880	DB00244
DB00880	DB01124
DB00880	DB00620
DB00880	DB00959
DB00880	DB00461
DB00880	DB00860
DB00880	DB00794
DB00880	DB01174
DB00880	DB00727
DB00880	DB00883
DB00880	DB01351
DB00880	DB00482
DB00880	DB00222
DB00880	DB00912
DB00880	DB00796
DB00880	DB01020
DB00880	DB00728
DB00880	DB00814
DB00880	DB01380
DB00880	DB00731
DB00880	DB00460
DB00880	DB01078
DB00880	DB01120
DB00880	DB00267
DB00880	DB00229
DB00880	DB01252
DB00880	DB06725
DB00880	DB01169
DB00880	DB01505
DB00880	DB00047
DB00880	DB01306
DB00880	DB00046
DB00880	DB01307
DB00880	DB01309
DB00985	DB01172
DB00985	DB01440
DB00985	DB00599
DB00985	DB01354
DB00985	DB03255
DB00985	DB00684
DB00985	DB00898
DB00985	DB00368
DB00985	DB00907
DB00985	DB00502
DB00985	DB00747
DB00985	DB00404
DB00985	DB00475
DB00985	DB00477
DB00985	DB00363
DB00985	DB00829
DB00985	DB00450
DB00985	DB01215
DB00985	DB00813
DB00985	DB00690
DB00985	DB00801
DB00985	DB00951
DB00985	DB00281
DB00985	DB00186
DB00985	DB00231
DB00985	DB00679
DB00985	DB00371
DB00985	DB00897
DB00985	DB00508
DB00985	DB01403
DB00985	DB00734
DB00985	DB00418
DB00985	DB00334
DB00985	DB01589
DB00985	DB00842
DB00985	DB01588
DB00985	DB00794
DB00985	DB00433
DB00985	DB00312
DB00985	DB00850
DB00985	DB01174
DB00985	DB00633
DB00985	DB00962
DB00985	DB01595
DB00985	DB01437
DB00985	DB01159
DB00985	DB00228
DB00985	DB00753
DB00985	DB01189
DB00985	DB01236
DB00985	DB00292
DB00985	DB00818
DB00985	DB00683
DB00985	DB01086
DB00985	DB00750
DB00985	DB01351
DB00985	DB04833
DB00985	DB01100
DB00985	DB06144
DB00985	DB00628
DB00985	DB01352
DB00985	DB00849
DB00985	DB00189
DB00985	DB01161
DB00985	DB00527
DB00985	DB01041
DB00985	DB01239
DB00985	DB00875
DB00985	DB01355
DB00985	DB01107
DB00985	DB01238
DB00985	DB00391
DB00985	DB01544
DB00985	DB01558
DB00985	DB00349
DB00985	DB08811
DB00985	DB01553
DB00985	DB06262
DB00985	DB01545
DB00985	DB00920
DB00985	DB01567
DB00985	DB01198
DB00985	DB00463
DB00985	DB01608
DB00985	DB00408
DB00985	DB00777
DB00985	DB00479
DB00985	DB04818
DB00985	DB01247
DB00985	DB01614
DB00985	DB01353
DB00985	DB04842
DB00985	DB00933
DB00985	DB00546
DB00985	DB01546
DB00985	DB06716
DB00985	DB00474
DB00985	DB01267
DB00985	DB00708
DB00985	DB06696
DB00985	DB01621
DB00985	DB00420
DB00985	DB01622
DB00342	DB00368
DB00342	DB01045
DB00342	DB01211
DB00342	DB00363
DB00342	DB00794
DB00342	DB01174
DB00342	DB00252
DB00342	DB01351
DB00342	DB01041
DB00342	DB01128
DB00342	DB00349
DB00342	DB01072
DB00342	DB06262
DB00342	DB00920
DB00342	DB01609
DB00342	DB01259
DB00342	DB06717
DB01029	DB00945
DB01029	DB00788
DB01029	DB00605
DB01029	DB01050
DB01029	DB00554
DB01029	DB00861
DB01029	DB01009
DB01029	DB00328
DB01029	DB00784
DB01029	DB00091
DB01029	DB00390
DB01029	DB00749
DB01029	DB00712
DB01029	DB00695
DB01029	DB00384
DB01029	DB00461
DB01029	DB01399
DB01029	DB00421
DB01029	DB00795
DB01029	DB00991
DB01029	DB00812
DB01029	DB00727
DB01029	DB00883
DB01029	DB01398
DB01029	DB00482
DB01029	DB00533
DB01029	DB01020
DB01029	DB00573
DB01029	DB00814
DB01029	DB06715
DB01029	DB04743
DB01029	DB00700
DB01029	DB02266
DB01029	DB00469
DB01029	DB06725
DB01029	DB00761
DB01029	DB00939
DB01029	DB01258
DB01029	DB01628
DB01029	DB01283
DB01029	DB06802
DB00411	DB00545
DB00411	DB00185
DB00411	DB00843
DB00411	DB00989
DB01085	DB00553
DB00201	DB00640
DB00201	DB00537
DB00201	DB01045
DB00201	DB01223
DB00201	DB01211
DB00201	DB00363
DB00201	DB00501
DB00201	DB00390
DB00201	DB00695
DB00201	DB00951
DB00201	DB00579
DB00201	DB00277
DB00201	DB01174
DB00201	DB00252
DB00201	DB00201
DB00201	DB00651
DB00201	DB01230
DB00201	DB00740
DB00201	DB00625
DB00201	DB01128
DB00201	DB01078
DB00201	DB00349
DB00201	DB01072
DB00201	DB00745
DB00201	DB04599
DB00201	DB01303
DB00201	DB04818
DB00201	DB01247
DB00201	DB01609
DB00201	DB01259
DB00201	DB01546
DB00201	DB06717
DB00962	DB00502
DB00962	DB01045
DB00962	DB00404
DB00962	DB00543
DB00962	DB00181
DB00962	DB00564
DB00962	DB00475
DB00962	DB01211
DB00962	DB01068
DB00962	DB00363
DB00962	DB00829
DB00962	DB00450
DB00962	DB01215
DB00962	DB00813
DB00962	DB00186
DB00962	DB00897
DB00962	DB00423
DB00962	DB00734
DB00962	DB00334
DB00962	DB01589
DB00962	DB00794
DB00962	DB00652
DB00962	DB00850
DB00962	DB01174
DB00962	DB00252
DB00962	DB00985
DB00962	DB01595
DB00962	DB00273
DB00962	DB01189
DB00962	DB01236
DB00962	DB00818
DB00962	DB00683
DB00962	DB01351
DB00962	DB00413
DB00962	DB01100
DB00962	DB00370
DB00962	DB00283
DB00962	DB01041
DB00962	DB01128
DB00962	DB00392
DB00962	DB01238
DB00962	DB01146
DB00962	DB00476
DB00962	DB00391
DB00962	DB01544
DB00962	DB01558
DB00962	DB00349
DB00962	DB08811
DB00962	DB01553
DB00962	DB01072
DB00962	DB01545
DB00962	DB01071
DB00962	DB00920
DB00962	DB01567
DB00962	DB01198
DB00962	DB01551
DB00962	DB01608
DB00962	DB01547
DB00962	DB01476
DB00962	DB00427
DB00962	DB00340
DB00962	DB00484
DB00962	DB00230
DB00962	DB01609
DB00962	DB01259
DB00962	DB01267
DB00962	DB06717
DB01595	DB01063
DB01595	DB00599
DB01595	DB01354
DB01595	DB00898
DB01595	DB00502
DB01595	DB00747
DB01595	DB00404
DB01595	DB00543
DB01595	DB00181
DB01595	DB00564
DB01595	DB00475
DB01595	DB00477
DB01595	DB01068
DB01595	DB00363
DB01595	DB00829
DB01595	DB00501
DB01595	DB00450
DB01595	DB01215
DB01595	DB00813
DB01595	DB00690
DB01595	DB00801
DB01595	DB00951
DB01595	DB00186
DB01595	DB00231
DB01595	DB00679
DB01595	DB00371
DB01595	DB00897
DB01595	DB00508
DB01595	DB00423
DB01595	DB01403
DB01595	DB00734
DB01595	DB00418
DB01595	DB00334
DB01595	DB01589
DB01595	DB00842
DB01595	DB01588
DB01595	DB00794
DB01595	DB00433
DB01595	DB00652
DB01595	DB00312
DB01595	DB00850
DB01595	DB01174
DB01595	DB00633
DB01595	DB00985
DB01595	DB00962
DB01595	DB01595
DB01595	DB01437
DB01595	DB00273
DB01595	DB01189
DB01595	DB01236
DB01595	DB00818
DB01595	DB00683
DB01595	DB01351
DB01595	DB04833
DB01595	DB00413
DB01595	DB01100
DB01595	DB06144
DB01595	DB00370
DB01595	DB00283
DB01595	DB00628
DB01595	DB01352
DB01595	DB00849
DB01595	DB00189
DB01595	DB01041
DB01595	DB01239
DB01595	DB00875
DB01595	DB01355
DB01595	DB00392
DB01595	DB01107
DB01595	DB01238
DB01595	DB01146
DB01595	DB00476
DB01595	DB00391
DB01595	DB01544
DB01595	DB01558
DB01595	DB00349
DB01595	DB08811
DB01595	DB01553
DB01595	DB01545
DB01595	DB01071
DB01595	DB00920
DB01595	DB01567
DB01595	DB01198
DB01595	DB00463
DB01595	DB01551
DB01595	DB01608
DB01595	DB01547
DB01595	DB01476
DB01595	DB00427
DB01595	DB00340
DB01595	DB00484
DB01595	DB00408
DB01595	DB00777
DB01595	DB04818
DB01595	DB01247
DB01595	DB01614
DB01595	DB01353
DB01595	DB04842
DB01595	DB00933
DB01595	DB00230
DB01595	DB00546
DB01595	DB01546
DB01595	DB00474
DB01595	DB01267
DB01595	DB01621
DB01595	DB00420
DB01595	DB01622
DB01437	DB00502
DB01437	DB00404
DB01437	DB00543
DB01437	DB00181
DB01437	DB00564
DB01437	DB00475
DB01437	DB01068
DB01437	DB00363
DB01437	DB00829
DB01437	DB00450
DB01437	DB01215
DB01437	DB00813
DB01437	DB00186
DB01437	DB00897
DB01437	DB00423
DB01437	DB00734
DB01437	DB00334
DB01437	DB01589
DB01437	DB00794
DB01437	DB00652
DB01437	DB00850
DB01437	DB01174
DB01437	DB00985
DB01437	DB01595
DB01437	DB00273
DB01437	DB01189
DB01437	DB01236
DB01437	DB00818
DB01437	DB00683
DB01437	DB01351
DB01437	DB00413
DB01437	DB01100
DB01437	DB00370
DB01437	DB00283
DB01437	DB01041
DB01437	DB00392
DB01437	DB01238
DB01437	DB01146
DB01437	DB00476
DB01437	DB00391
DB01437	DB01544
DB01437	DB01558
DB01437	DB00349
DB01437	DB08811
DB01437	DB01553
DB01437	DB01545
DB01437	DB01071
DB01437	DB00920
DB01437	DB01567
DB01437	DB01198
DB01437	DB01551
DB01437	DB01608
DB01437	DB01547
DB01437	DB01476
DB01437	DB00427
DB01437	DB00340
DB01437	DB00484
DB01437	DB00230
DB01437	DB01267
DB00776	DB00783
DB00776	DB00502
DB00776	DB00091
DB00776	DB01045
DB00776	DB00564
DB00776	DB01068
DB00776	DB00363
DB00776	DB00501
DB00776	DB00813
DB00776	DB00951
DB00776	DB00904
DB00776	DB00909
DB00776	DB00683
DB00776	DB00370
DB00776	DB00582
DB00776	DB00068
DB00776	DB00728
DB00776	DB00625
DB00776	DB00367
DB00776	DB01006
DB00776	DB00700
DB00776	DB01238
DB00776	DB01198
DB00776	DB04942
DB00776	DB00216
DB00776	DB00317
DB00776	DB00820
DB00776	DB00203
DB00776	DB01259
DB00776	DB01268
DB00776	DB06717
DB00772	DB00545
DB00772	DB00185
DB00772	DB00843
DB00772	DB00989
DB01080	DB00783
DB01080	DB00091
DB01080	DB01045
DB01080	DB00564
DB01080	DB01068
DB01080	DB00501
DB01080	DB00951
DB01080	DB00909
DB01080	DB00582
DB01080	DB00068
DB01080	DB00728
DB01080	DB00625
DB01080	DB00367
DB01080	DB00216
DB00949	DB00783
DB00949	DB00091
DB00949	DB01045
DB00949	DB00564
DB00949	DB01068
DB00949	DB00501
DB00949	DB00951
DB00949	DB00909
DB00949	DB00582
DB00949	DB00068
DB00949	DB00728
DB00949	DB00625
DB00949	DB00367
DB00949	DB00216
DB00273	DB00599
DB00273	DB01354
DB00273	DB00783
DB00273	DB00502
DB00273	DB00747
DB00273	DB00091
DB00273	DB01045
DB00273	DB00819
DB00273	DB00414
DB00273	DB00404
DB00273	DB00335
DB00273	DB00564
DB00273	DB01136
DB00273	DB00475
DB00273	DB00477
DB00273	DB01211
DB00273	DB01068
DB00273	DB00363
DB00273	DB00829
DB00273	DB00501
DB00273	DB00390
DB00273	DB00450
DB00273	DB01215
DB00273	DB00196
DB00273	DB00690
DB00273	DB00801
DB00273	DB00999
DB00273	DB00951
DB00273	DB00186
DB00273	DB00231
DB00273	DB00679
DB00273	DB00371
DB00273	DB00897
DB00273	DB00508
DB00273	DB01403
DB00273	DB00734
DB00273	DB00503
DB00273	DB00418
DB00273	DB01203
DB00273	DB00421
DB00273	DB00334
DB00273	DB01589
DB00273	DB00842
DB00273	DB01588
DB00273	DB00794
DB00273	DB00433
DB00273	DB00652
DB00273	DB00312
DB00273	DB00850
DB00273	DB01174
DB00273	DB00252
DB00273	DB00960
DB00273	DB00633
DB00273	DB00727
DB00273	DB00883
DB00273	DB01144
DB00273	DB00962
DB00273	DB01595
DB00273	DB01437
DB00273	DB00909
DB00273	DB01236
DB00273	DB00683
DB00273	DB00977
DB00273	DB01351
DB00273	DB04833
DB00273	DB01100
DB00273	DB06144
DB00273	DB00582
DB00273	DB01020
DB00273	DB01194
DB00273	DB00703
DB00273	DB00628
DB00273	DB01352
DB00273	DB00849
DB00273	DB00189
DB00273	DB00068
DB00273	DB00728
DB00273	DB01239
DB00273	DB00625
DB00273	DB00367
DB00273	DB01128
DB00273	DB00814
DB00273	DB00875
DB00273	DB01355
DB00273	DB01107
DB00273	DB00460
DB00273	DB01238
DB00273	DB00391
DB00273	DB00559
DB00273	DB01544
DB00273	DB01078
DB00273	DB01558
DB00273	DB00349
DB00273	DB08811
DB00273	DB01553
DB00273	DB01072
DB00273	DB01545
DB00273	DB01567
DB00273	DB01198
DB00273	DB00463
DB00273	DB04942
DB00273	DB01608
DB00273	DB00216
DB00273	DB00408
DB00273	DB00612
DB00273	DB00777
DB00273	DB00311
DB00273	DB01614
DB00273	DB01353
DB00273	DB04842
DB00273	DB00933
DB00273	DB00546
DB00273	DB01609
DB00273	DB01259
DB00273	DB00331
DB00273	DB00474
DB00273	DB01267
DB00273	DB06717
DB00273	DB00869
DB00273	DB01621
DB00273	DB00420
DB00273	DB01622
DB00909	DB01063
DB00909	DB00783
DB00909	DB00502
DB00909	DB00091
DB00909	DB00206
DB00909	DB01045
DB00909	DB00543
DB00909	DB00335
DB00909	DB00564
DB00909	DB01136
DB00909	DB00477
DB00909	DB01211
DB00909	DB01068
DB00909	DB00501
DB00909	DB00390
DB00909	DB00450
DB00909	DB00196
DB00909	DB00996
DB00909	DB00951
DB00909	DB00555
DB00909	DB00679
DB00909	DB00532
DB00909	DB00508
DB00909	DB00347
DB00909	DB00726
DB00909	DB00313
DB00909	DB01403
DB00909	DB00503
DB00909	DB01203
DB00909	DB00421
DB00909	DB00794
DB00909	DB00433
DB00909	DB00617
DB00909	DB00652
DB00909	DB00850
DB00909	DB01121
DB00909	DB01174
DB00909	DB00832
DB00909	DB00252
DB00909	DB00960
DB00909	DB00727
DB00909	DB00776
DB00909	DB01080
DB00909	DB00949
DB00909	DB00273
DB00909	DB00909
DB00909	DB00593
DB00909	DB01236
DB00909	DB00683
DB00909	DB00413
DB00909	DB00582
DB00909	DB00849
DB00909	DB00754
DB00909	DB01202
DB00909	DB01233
DB00909	DB00068
DB00909	DB00728
DB00909	DB00625
DB00909	DB00367
DB00909	DB01128
DB00909	DB00460
DB00909	DB00391
DB00909	DB00559
DB00909	DB01078
DB00909	DB00349
DB00909	DB01072
DB00909	DB00463
DB00909	DB04942
DB00909	DB01608
DB00909	DB00216
DB00909	DB00612
DB00909	DB01614
DB00909	DB00933
DB00909	DB00230
DB00909	DB01609
DB00909	DB01259
DB00909	DB05271
DB00909	DB06717
DB00909	DB01621
DB00909	DB00420
DB00909	DB01622
DB00593	DB00783
DB00593	DB00091
DB00593	DB01045
DB00593	DB00335
DB00593	DB00564
DB00593	DB01136
DB00593	DB01211
DB00593	DB01068
DB00593	DB00501
DB00593	DB00390
DB00593	DB00450
DB00593	DB00196
DB00593	DB00951
DB00593	DB00503
DB00593	DB01203
DB00593	DB00421
DB00593	DB00652
DB00593	DB01174
DB00593	DB00252
DB00593	DB00960
DB00593	DB00727
DB00593	DB00909
DB00593	DB01236
DB00593	DB00683
DB00593	DB00582
DB00593	DB00068
DB00593	DB00728
DB00593	DB00625
DB00593	DB00367
DB00593	DB01128
DB00593	DB00460
DB00593	DB00559
DB00593	DB01078
DB00593	DB00349
DB00593	DB01072
DB00593	DB04942
DB00593	DB00216
DB00593	DB00612
DB00593	DB01609
DB00593	DB01259
DB00593	DB06717
DB00986	DB01235
DB00986	DB00502
DB00986	DB00543
DB00986	DB00363
DB00986	DB00390
DB00986	DB00951
DB00986	DB00334
DB00986	DB00545
DB00986	DB00413
DB00986	DB00185
DB00986	DB00283
DB00986	DB00843
DB00986	DB01233
DB00986	DB00083
DB00986	DB00392
DB00986	DB01238
DB00986	DB01071
DB00986	DB01551
DB00986	DB01184
DB00986	DB00427
DB00986	DB00340
DB00986	DB00761
DB00986	DB00042
DB00986	DB00989
DB00986	DB05271
DB01159	DB01235
DB01159	DB00684
DB01159	DB00368
DB01159	DB00668
DB01159	DB00206
DB01159	DB01045
DB01159	DB00335
DB01159	DB00181
DB01159	DB01211
DB01159	DB00450
DB01159	DB00813
DB01159	DB00579
DB01159	DB00277
DB01159	DB01203
DB01159	DB00652
DB01159	DB00850
DB01159	DB01174
DB01159	DB00252
DB01159	DB00960
DB01159	DB00985
DB01159	DB00818
DB01159	DB01100
DB01159	DB00651
DB01159	DB00728
DB01159	DB01128
DB01159	DB00781
DB01159	DB01238
DB01159	DB00391
DB01159	DB01544
