Drug1	Drug2
DB00237	DB01193
DB01197	DB00237
DB00237	DB01197
DB00237	DB01201
DB01201	DB00237
DB01203	DB00237
DB00237	DB01203
DB00237	DB01210
DB01210	DB00237
DB01214	DB00237
DB00237	DB01214
DB01223	DB00237
DB00237	DB01223
DB01224	DB00237
DB00237	DB01224
DB00237	DB01242
DB01242	DB00237
DB00237	DB01244
DB01244	DB00237
DB01275	DB00237
DB00237	DB01275
DB00237	DB01340
DB01340	DB00237
DB01357	DB00237
DB00237	DB01357
DB01359	DB00237
DB00237	DB01359
DB00237	DB01395
DB01395	DB00237
DB01403	DB00237
DB00237	DB01403
DB01418	DB00237
DB00237	DB01418
DB00237	DB01427
DB01427	DB00237
DB00237	DB01612
DB01612	DB00237
DB00237	DB04825
DB04825	DB00237
DB04841	DB00237
DB00237	DB04841
DB00237	DB04861
DB04861	DB00237
DB04899	DB00237
DB00237	DB04899
DB00237	DB04920
DB04920	DB00237
DB05271	DB00237
DB00237	DB05271
DB06148	DB00237
DB00237	DB06148
DB00237	DB06201
DB06201	DB00237
DB00237	DB06204
DB06204	DB00237
DB06292	DB00237
DB00237	DB06292
DB00237	DB06706
DB06706	DB00237
DB00237	DB08822
DB08822	DB00237
DB00237	DB08867
DB08867	DB00237
DB08883	DB00237
DB00237	DB08883
DB00237	DB08907
DB08907	DB00237
DB08931	DB00237
DB00237	DB08931
DB08941	DB00237
DB00237	DB08941
DB00237	DB09026
DB09026	DB00237
DB09034	DB00237
DB00237	DB09034
DB00237	DB09038
DB09038	DB00237
DB09072	DB00237
DB00237	DB09072
DB09077	DB00237
DB00237	DB09077
DB00237	DB09099
DB09099	DB00237
DB00237	DB09117
DB09117	DB00237
DB09123	DB00237
DB00237	DB09123
DB09288	DB00237
DB00237	DB09288
DB00237	DB09401
DB09401	DB00237
DB09477	DB00237
DB00237	DB09477
DB00252	DB00238
DB00238	DB00252
DB00269	DB00238
DB00238	DB00269
DB00238	DB00294
DB00294	DB00238
DB00238	DB00307
DB00307	DB00238
DB00333	DB00238
DB00238	DB00333
DB00238	DB00367
DB00367	DB00238
DB00238	DB00393
DB00393	DB00238
DB00520	DB00238
DB00238	DB00520
DB00238	DB00531
DB00531	DB00238
DB00559	DB00238
DB00238	DB00559
DB00564	DB00238
DB00238	DB00564
DB00582	DB00238
DB00238	DB00582
DB00603	DB00238
DB00238	DB00603
DB00615	DB00238
DB00238	DB00615
DB00238	DB00625
DB00625	DB00238
DB00238	DB00648
DB00648	DB00238
DB00697	DB00238
DB00238	DB00697
DB00238	DB00717
DB00717	DB00238
DB00238	DB00762
DB00762	DB00238
DB00238	DB00956
DB00956	DB00238
DB00238	DB01026
DB01026	DB00238
DB01037	DB00238
DB00238	DB01037
DB00238	DB01045
DB01045	DB00238
DB00238	DB01069
DB01069	DB00238
DB00238	DB01072
DB01072	DB00238
DB00238	DB01156
DB01156	DB00238
DB00238	DB01167
DB01167	DB00238
DB01181	DB00238
DB00238	DB01181
DB00238	DB01232
DB01232	DB00238
DB00238	DB01238
DB01238	DB00238
DB01264	DB00238
DB00238	DB01264
DB01319	DB00238
DB00238	DB01319
DB01323	DB00238
DB00238	DB01323
DB00238	DB01601
DB01601	DB00238
DB00238	DB01609
DB01609	DB00238
DB06273	DB00238
DB00238	DB06273
DB00238	DB06335
DB06335	DB00238
DB00238	DB06414
DB06414	DB00238
DB06697	DB00238
DB00238	DB06697
DB00238	DB08864
DB08864	DB00238
DB08912	DB00238
DB00238	DB08912
DB00238	DB08930
DB08930	DB00238
DB09036	DB00238
DB00238	DB09036
DB09101	DB00238
DB00238	DB09101
DB09123	DB00238
DB00238	DB09123
DB00238	DB09274
DB09274	DB00238
DB00240	DB01609
DB01609	DB00240
DB00240	DB09063
DB09063	DB00240
DB00240	DB09067
DB09067	DB00240
DB00250	DB00241
DB00241	DB00250
DB00241	DB00252
DB00252	DB00241
DB00241	DB00266
DB00266	DB00241
DB00269	DB00241
DB00241	DB00269
DB00270	DB00241
DB00241	DB00270
DB00277	DB00241
DB00241	DB00277
DB00312	DB00241
DB00241	DB00312
DB00241	DB00313
DB00313	DB00241
DB00321	DB00241
DB00241	DB00321
DB00368	DB00241
DB00241	DB00368
DB00379	DB00241
DB00241	DB00379
DB00381	DB00241
DB00241	DB00381
DB00388	DB00241
DB00241	DB00388
DB00393	DB00241
DB00241	DB00393
DB00397	DB00241
DB00241	DB00397
DB00241	DB00401
DB00401	DB00241
DB00241	DB00418
DB00418	DB00241
DB00435	DB00241
DB00241	DB00435
DB00241	DB00474
DB00474	DB00241
DB00241	DB00484
DB00484	DB00241
DB00241	DB00528
DB00528	DB00241
DB00241	DB00555
DB00555	DB00241
DB00241	DB00598
DB00598	DB00241
DB00241	DB00610
DB00610	DB00241
DB00241	DB00615
DB00615	DB00241
DB00241	DB00622
DB00622	DB00241
DB00653	DB00241
DB00241	DB00653
DB00661	DB00241
DB00241	DB00661
DB00241	DB00668
DB00668	DB00241
DB00241	DB00715
DB00715	DB00241
DB00241	DB00717
DB00717	DB00241
DB00241	DB00723
DB00723	DB00241
DB00241	DB00750
DB00750	DB00241
DB00241	DB00794
DB00794	DB00241
DB00241	DB00816
DB00816	DB00241
DB00241	DB00830
DB00830	DB00241
DB00241	DB00841
DB00841	DB00241
DB00241	DB00865
DB00865	DB00241
DB00867	DB00241
DB00241	DB00867
DB00241	DB00871
DB00871	DB00241
DB00884	DB00241
DB00241	DB00884
DB00898	DB00241
DB00241	DB00898
DB00241	DB00935
DB00935	DB00241
DB00938	DB00241
DB00241	DB00938
DB00241	DB00972
DB00972	DB00241
DB00241	DB00983
DB00983	DB00241
DB00988	DB00241
DB00241	DB00988
DB00996	DB00241
DB00241	DB00996
DB00241	DB01021
DB01021	DB00241
DB00241	DB01023
DB01023	DB00241
DB01054	DB00241
DB00241	DB01054
DB01064	DB00241
DB00241	DB01064
DB00241	DB01074
DB01074	DB00241
DB01193	DB00241
DB00241	DB01193
DB00241	DB01244
DB01244	DB00241
DB01288	DB00241
DB00241	DB01288
DB01353	DB00241
DB00241	DB01353
DB01354	DB00241
DB00241	DB01354
DB00241	DB01355
DB01355	DB00241
DB01365	DB00241
DB00241	DB01365
DB01407	DB00241
DB00241	DB01407
DB00241	DB01427
DB01427	DB00241
DB00241	DB01556
DB01556	DB00241
DB01577	DB00241
DB00241	DB01577
DB00241	DB04825
DB04825	DB00241
DB04841	DB00241
DB00241	DB04841
DB06704	DB00241
DB00241	DB06704
DB06711	DB00241
DB00241	DB06711
DB00241	DB09112
DB09112	DB00241
DB00241	DB09273
DB09273	DB00241
DB09288	DB00241
DB00241	DB09288
DB00242	DB00337
DB00337	DB00242
DB00363	DB00242
DB00242	DB00363
DB00864	DB00242
DB00242	DB00864
DB00242	DB01097
DB01097	DB00242
DB01656	DB00242
DB00242	DB01656
DB00242	DB04817
DB04817	DB00242
DB00242	DB06643
DB06643	DB00242
DB00242	DB06688
DB06688	DB00242
DB08895	DB00242
DB00242	DB08895
DB00243	DB00252
DB00252	DB00243
DB00295	DB00243
DB00243	DB00295
DB00305	DB00243
DB00243	DB00305
DB00243	DB00307
DB00307	DB00243
DB00243	DB00331
DB00331	DB00243
DB00243	DB00341
DB00341	DB00243
DB00243	DB00343
DB00343	DB00243
DB00243	DB00358
DB00358	DB00243
DB00390	DB00243
DB00243	DB00390
DB00393	DB00243
DB00243	DB00393
DB00243	DB00396
DB00396	DB00243
DB00444	DB00243
DB00243	DB00444
DB00455	DB00243
DB00243	DB00455
DB00243	DB00501
DB00501	DB00243
DB00503	DB00243
DB00243	DB00503
DB00537	DB00243
DB00243	DB00537
DB00541	DB00243
DB00243	DB00541
DB00243	DB00559
DB00559	DB00243
DB00243	DB00563
DB00563	DB00243
DB00564	DB00243
DB00243	DB00564
DB00243	DB00570
DB00570	DB00243
DB00571	DB00243
DB00243	DB00571
DB00243	DB00582
DB00582	DB00243
DB00602	DB00243
DB00243	DB00602
DB00243	DB00607
DB00607	DB00243
DB00615	DB00243
DB00243	DB00615
DB00619	DB00243
DB00243	DB00619
DB00243	DB00622
DB00622	DB00243
DB00625	DB00243
DB00243	DB00625
DB00243	DB00641
DB00641	DB00243
DB00243	DB00648
DB00648	DB00243
DB00243	DB00661
DB00661	DB00243
DB00673	DB00243
DB00243	DB00673
DB00243	DB00675
DB00675	DB00243
DB00694	DB00243
DB00243	DB00694
DB00243	DB00705
DB00705	DB00243
DB00734	DB00243
DB00243	DB00734
DB00741	DB00243
DB00243	DB00741
DB00243	DB00745
DB00745	DB00243
DB00243	DB00762
DB00762	DB00243
DB00773	DB00243
DB00243	DB00773
DB00783	DB00243
DB00243	DB00783
DB00794	DB00243
DB00243	DB00794
DB00243	DB00834
DB00834	DB00243
DB00836	DB00243
DB00243	DB00836
DB00243	DB00863
DB00863	DB00243
DB00864	DB00243
DB00243	DB00864
DB00872	DB00243
DB00243	DB00872
DB00243	DB00877
DB00877	DB00243
DB00904	DB00243
DB00243	DB00904
DB00243	DB00950
DB00950	DB00243
DB00243	DB00956
DB00956	DB00243
DB00243	DB00967
DB00967	DB00243
DB00975	DB00243
DB00243	DB00975
DB00976	DB00243
DB00243	DB00976
DB00243	DB00997
DB00997	DB00243
DB00243	DB01026
DB01026	DB00243
DB01030	DB00243
DB00243	DB01030
DB01045	DB00243
DB00243	DB01045
DB01072	DB00243
DB00243	DB01072
DB00243	DB01076
DB01076	DB00243
DB01100	DB00243
DB00243	DB01100
DB01136	DB00243
DB00243	DB01136
DB00243	DB01149
DB01149	DB00243
DB01167	DB00243
DB00243	DB01167
DB01174	DB00243
DB00243	DB01174
DB00243	DB01177
DB01177	DB00243
DB00243	DB01201
DB01201	DB00243
DB00243	DB01203
DB01203	DB00243
DB01211	DB00243
DB00243	DB01211
DB00243	DB01220
DB01220	DB00243
DB01229	DB00243
DB00243	DB01229
DB00243	DB01232
DB01232	DB00243
DB00243	DB01234
DB01234	DB00243
DB01238	DB00243
DB00243	DB01238
DB01248	DB00243
DB00243	DB01248
DB00243	DB01254
DB01254	DB00243
DB01259	DB00243
DB00243	DB01259
DB00243	DB01261
DB01261	DB00243
DB00243	DB01263
DB01263	DB00243
DB00243	DB01264
DB01264	DB00243
DB00243	DB01268
DB01268	DB00243
DB01319	DB00243
DB00243	DB01319
DB01320	DB00243
DB00243	DB01320
DB00243	DB01323
DB01323	DB00243
DB00243	DB01394
DB01394	DB00243
DB01590	DB00243
DB00243	DB01590
DB01609	DB00243
DB00243	DB01609
DB00243	DB02703
DB02703	DB00243
DB00243	DB04855
DB04855	DB00243
DB00243	DB04868
DB04868	DB00243
DB00243	DB04905
DB04905	DB00243
DB00243	DB04908
DB04908	DB00243
DB05109	DB00243
DB00243	DB05109
DB00243	DB05521
DB05521	DB00243
DB00243	DB05812
DB05812	DB00243
DB06207	DB00243
DB00243	DB06207
DB06212	DB00243
DB00243	DB06212
DB06273	DB00243
DB00243	DB06273
DB00243	DB06287
DB06287	DB00243
DB06290	DB00243
DB00243	DB06290
DB00243	DB06335
DB06335	DB00243
DB06414	DB00243
DB00243	DB06414
DB00243	DB06480
DB06480	DB00243
DB06589	DB00243
DB00243	DB06589
DB00243	DB06616
DB06616	DB00243
DB00243	DB06636
DB06636	DB00243
DB00243	DB06695
DB06695	DB00243
DB00243	DB06717
DB06717	DB00243
DB00243	DB08820
DB08820	DB00243
DB08827	DB00243
DB00243	DB08827
DB08865	DB00243
DB00243	DB08865
DB00243	DB08870
DB08870	DB00243
DB00243	DB08873
DB08873	DB00243
DB00243	DB08889
DB08889	DB00243
DB08893	DB00243
DB00243	DB08893
DB08899	DB00243
DB00243	DB08899
DB08912	DB00243
DB00243	DB08912
DB00243	DB08916
DB08916	DB00243
DB00243	DB08931
DB08931	DB00243
DB00243	DB08933
DB08933	DB00243
DB00243	DB08934
DB08934	DB00243
DB00243	DB09026
DB09026	DB00243
DB09027	DB00243
DB00243	DB09027
DB09036	DB00243
DB00243	DB09036
DB09049	DB00243
DB00243	DB09049
DB09053	DB00243
DB00243	DB09053
DB00243	DB09054
DB09054	DB00243
DB00243	DB09063
DB09063	DB00243
DB09065	DB00243
DB00243	DB09065
DB00243	DB09073
DB09073	DB00243
DB00243	DB09075
DB09075	DB00243
DB09079	DB00243
DB00243	DB09079
DB00243	DB09102
DB09102	DB00243
DB09118	DB00243
DB00243	DB09118
DB09119	DB00243
DB00243	DB09119
DB09291	DB00243
DB00243	DB09291
DB00244	DB00338
DB00338	DB00244
DB00352	DB00244
DB00244	DB00352
DB00390	DB00244
DB00244	DB00390
DB00244	DB00407
DB00407	DB00244
DB00448	DB00244
DB00244	DB00448
DB00501	DB00244
DB00244	DB00501
DB00244	DB00585
DB00585	DB00244
DB00736	DB00244
DB00244	DB00736
DB00244	DB00863
DB00863	DB00244
DB00244	DB00927
DB00927	DB00244
DB01109	DB00244
DB00244	DB01109
DB00244	DB01129
DB01129	DB00244
DB00244	DB01377
DB01377	DB00244
DB01390	DB00244
DB00244	DB01390
DB06723	DB00244
DB00244	DB06723
DB00244	DB06724
DB06724	DB00244
DB09104	DB00244
DB00244	DB09104
DB00245	DB00273
DB00273	DB00245
DB00295	DB00245
DB00245	DB00295
DB00245	DB00332
DB00332	DB00245
DB00245	DB00382
DB00382	DB00245
DB00387	DB00245
DB00245	DB00387
DB00245	DB00391
DB00391	DB00245
DB00245	DB00470
DB00470	DB00245
DB00761	DB00245
DB00245	DB00761
DB01021	DB00245
DB00245	DB01021
DB01278	DB00245
DB00245	DB01278
DB00245	DB01409
DB01409	DB00245
DB00245	DB04924
DB04924	DB00245
DB00245	DB06148
DB06148	DB00245
DB00245	DB08824
DB08824	DB00245
DB00245	DB08893
DB08893	DB00245
DB08897	DB00245
DB00245	DB08897
DB09076	DB00245
DB00245	DB09076
DB09271	DB00245
DB00245	DB09271
DB00245	DB09272
DB09272	DB00245
DB00245	DB09290
DB09290	DB00245
DB00248	DB00246
DB00246	DB00248
DB00268	DB00246
DB00246	DB00268
DB00246	DB00285
DB00285	DB00246
DB00315	DB00246
DB00246	DB00315
DB00320	DB00246
DB00246	DB00320
DB00246	DB00321
DB00321	DB00246
DB00246	DB00331
DB00331	DB00246
DB00333	DB00246
DB00246	DB00333
DB00344	DB00246
DB00246	DB00344
DB00366	DB00246
DB00246	DB00366
DB00246	DB00382
DB00382	DB00246
DB00246	DB00391
DB00391	DB00246
DB00413	DB00246
DB00246	DB00413
DB00414	DB00246
DB00246	DB00414
DB00246	DB00422
DB00422	DB00246
DB00425	DB00246
DB00246	DB00425
DB00454	DB00246
DB00246	DB00454
DB00246	DB00458
DB00458	DB00246
DB00470	DB00246
DB00246	DB00470
DB00246	DB00472
DB00472	DB00246
DB00246	DB00476
DB00476	DB00246
DB00246	DB00484
DB00484	DB00246
DB00246	DB00486
DB00486	DB00246
DB00246	DB00490
DB00490	DB00246
DB00246	DB00494
DB00494	DB00246
DB00514	DB00246
DB00246	DB00514
DB00540	DB00246
DB00246	DB00540
DB00543	DB00246
DB00246	DB00543
DB00564	DB00246
DB00246	DB00564
DB00246	DB00601
DB00601	DB00246
DB00653	DB00246
DB00246	DB00653
DB00656	DB00246
DB00246	DB00656
DB00246	DB00669
DB00669	DB00246
DB00246	DB00672
DB00672	DB00246
DB00674	DB00246
DB00246	DB00674
DB00246	DB00696
DB00696	DB00246
DB00246	DB00714
DB00714	DB00246
DB00715	DB00246
DB00246	DB00715
DB00726	DB00246
DB00246	DB00726
DB00246	DB00752
DB00752	DB00246
DB00765	DB00246
DB00246	DB00765
DB00246	DB00780
DB00780	DB00246
DB00813	DB00246
DB00246	DB00813
DB00834	DB00246
DB00246	DB00834
DB00843	DB00246
DB00246	DB00843
DB00865	DB00246
DB00246	DB00865
DB00246	DB00898
DB00898	DB00246
DB00246	DB00912
DB00912	DB00246
DB00915	DB00246
DB00246	DB00915
DB00918	DB00246
DB00246	DB00918
DB00246	DB00921
DB00921	DB00246
DB00246	DB00924
DB00924	DB00246
DB00246	DB00934
DB00934	DB00246
DB00952	DB00246
DB00246	DB00952
DB00246	DB00953
DB00953	DB00246
DB00956	DB00246
DB00246	DB00956
DB00246	DB00972
DB00972	DB00246
DB00246	DB00989
DB00989	DB00246
DB00246	DB00998
DB00998	DB00246
DB01016	DB00246
DB00246	DB01016
DB00246	DB01017
DB01017	DB00246
DB00246	DB01037
DB01037	DB00246
DB01041	DB00246
DB00246	DB01041
DB00246	DB01049
DB01049	DB00246
DB01069	DB00246
DB00246	DB01069
DB01104	DB00246
DB00246	DB01104
DB01120	DB00246
DB00246	DB01120
DB00246	DB01124
DB01124	DB00246
DB01142	DB00246
DB00246	DB01142
DB01149	DB00246
DB00246	DB01149
DB00246	DB01151
DB01151	DB00246
DB01168	DB00246
DB00246	DB01168
DB00246	DB01171
DB01171	DB00246
DB00246	DB01173
DB01173	DB00246
DB00246	DB01175
DB01175	DB00246
DB00246	DB01200
DB01200	DB00246
DB00246	DB01233
DB01233	DB00246
DB00246	DB01235
DB01235	DB00246
DB01242	DB00246
DB00246	DB01242
DB00246	DB01247
DB01247	DB00246
DB00246	DB01251
DB01251	DB00246
DB00246	DB01253
DB01253	DB00246
DB01255	DB00246
DB00246	DB01255
DB00246	DB01306
DB01306	DB00246
DB01307	DB00246
DB00246	DB01307
DB01309	DB00246
DB00246	DB01309
DB00246	DB01356
DB01356	DB00246
DB00246	DB01367
DB01367	DB00246
DB00246	DB01403
DB01403	DB00246
DB01560	DB00246
DB00246	DB01560
DB01576	DB00246
DB00246	DB01576
DB00246	DB01577
DB01577	DB00246
DB01579	DB00246
DB00246	DB01579
DB04844	DB00246
DB00246	DB04844
DB04871	DB00246
DB00246	DB04871
DB04876	DB00246
DB00246	DB04876
DB00246	DB04896
DB04896	DB00246
DB05271	DB00246
DB00246	DB05271
DB06201	DB00246
DB00246	DB06201
DB00246	DB06203
DB06203	DB00246
DB00246	DB06204
DB06204	DB00246
DB00246	DB06288
DB06288	DB00246
DB06335	DB00246
DB00246	DB06335
DB00246	DB06684
DB06684	DB00246
DB06700	DB00246
DB00246	DB06700
DB08882	DB00246
DB00246	DB08882
DB00246	DB08883
DB08883	DB00246
DB00246	DB08907
DB08907	DB00246
DB08914	DB00246
DB00246	DB08914
DB08918	DB00246
DB00246	DB08918
DB00246	DB09034
DB09034	DB00246
DB09042	DB00246
DB00246	DB09042
DB00246	DB09068
DB09068	DB00246
DB00246	DB09072
DB09072	DB00246
DB09083	DB00246
DB00246	DB09083
DB00246	DB09097
DB09097	DB00246
DB09117	DB00246
DB00246	DB09117
DB00248	DB00264
DB00264	DB00248
DB00315	DB00248
DB00248	DB00315
DB00248	DB00334
DB00334	DB00248
DB00335	DB00248
DB00248	DB00335
DB00363	DB00248
DB00248	DB00363
DB00368	DB00248
DB00248	DB00368
DB00373	DB00248
DB00248	DB00373
DB00248	DB00388
DB00388	DB00248
DB00248	DB00391
DB00391	DB00248
DB00408	DB00248
DB00248	DB00408
DB00248	DB00409
DB00409	DB00248
DB00248	DB00420
DB00420	DB00248
DB00248	DB00427
DB00427	DB00248
DB00248	DB00433
DB00433	DB00248
DB00248	DB00436
DB00436	DB00248
DB00449	DB00248
DB00248	DB00449
DB00450	DB00248
DB00248	DB00450
DB00477	DB00248
DB00248	DB00477
DB00489	DB00248
DB00248	DB00489
DB00502	DB00248
DB00248	DB00502
DB00248	DB00508
DB00508	DB00248
DB00521	DB00248
DB00248	DB00521
DB00571	DB00248
DB00248	DB00571
DB00248	DB00598
DB00598	DB00248
DB00612	DB00248
DB00248	DB00612
DB00248	DB00623
DB00623	DB00248
DB00248	DB00668
DB00668	DB00248
DB00248	DB00669
DB00669	DB00248
DB00248	DB00679
DB00679	DB00248
DB00248	DB00727
DB00727	DB00248
DB00734	DB00248
DB00248	DB00734
DB00752	DB00248
DB00248	DB00752
DB00248	DB00767
DB00767	DB00248
DB00780	DB00248
DB00248	DB00780
DB00831	DB00248
DB00248	DB00831
DB00850	DB00248
DB00248	DB00850
DB00852	DB00248
DB00248	DB00852
DB00248	DB00875
DB00875	DB00248
DB00889	DB00248
DB00248	DB00889
DB00904	DB00248
DB00248	DB00904
DB00918	DB00248
DB00248	DB00918
DB00248	DB00933
DB00933	DB00248
DB00935	DB00248
DB00248	DB00935
DB00952	DB00248
DB00248	DB00952
DB00248	DB00953
DB00953	DB00248
DB00960	DB00248
DB00248	DB00960
DB00248	DB00961
DB00961	DB00248
DB00988	DB00248
DB00248	DB00988
DB00998	DB00248
DB00248	DB00998
DB00248	DB01038
DB01038	DB00248
DB00248	DB01063
DB01063	DB00248
DB00248	DB01100
DB01100	DB00248
DB00248	DB01136
DB01136	DB00248
DB00248	DB01178
DB01178	DB00248
DB00248	DB01193
DB01193	DB00248
DB01203	DB00248
DB00248	DB01203
DB00248	DB01210
DB01210	DB00248
DB00248	DB01211
DB01211	DB00248
DB01214	DB00248
DB00248	DB01214
DB01224	DB00248
DB00248	DB01224
DB00248	DB01233
DB01233	DB00248
DB01238	DB00248
DB00248	DB01238
DB01239	DB00248
DB00248	DB01239
DB00248	DB01267
DB01267	DB00248
DB00248	DB01359
DB01359	DB00248
DB01364	DB00248
DB00248	DB01364
DB00248	DB01403
DB01403	DB00248
DB01463	DB00248
DB00248	DB01463
DB01614	DB00248
DB00248	DB01614
DB00248	DB01618
DB01618	DB00248
DB00248	DB01620
DB01620	DB00248
DB00248	DB01623
DB01623	DB00248
DB00248	DB01624
DB01624	DB00248
DB04842	DB00248
DB00248	DB04842
DB04861	DB00248
DB00248	DB04861
DB04871	DB00248
DB00248	DB04871
DB04884	DB00248
DB00248	DB04884
DB06144	DB00248
DB00248	DB06144
DB00248	DB06288
DB06288	DB00248
DB06707	DB00248
DB00248	DB06707
DB00248	DB06711
DB06711	DB00248
DB00248	DB06714
DB06714	DB00248
DB06808	DB00248
DB00248	DB06808
DB09009	DB00248
DB00248	DB09009
DB00248	DB09042
DB09042	DB00248
DB00248	DB09286
DB09286	DB00248
DB11124	DB00248
DB00248	DB11124
DB00252	DB00250
DB00250	DB00252
DB00250	DB00263
DB00263	DB00250
DB00281	DB00250
DB00250	DB00281
DB00307	DB00250
DB00250	DB00307
DB00316	DB00250
DB00250	DB00316
DB00322	DB00250
DB00250	DB00322
DB00325	DB00250
DB00250	DB00325
DB00250	DB00358
DB00358	DB00250
DB00250	DB00359
DB00359	DB00250
DB00418	DB00250
DB00250	DB00418
DB00250	DB00435
DB00435	DB00250
DB00250	DB00440
DB00440	DB00250
DB00250	DB00468
DB00468	DB00250
DB00250	DB00482
DB00482	DB00250
DB00499	DB00250
DB00250	DB00499
DB00250	DB00559
DB00559	DB00250
DB00250	DB00608
DB00608	DB00250
DB00250	DB00615
DB00615	DB00250
DB00250	DB00648
DB00648	DB00250
DB00250	DB00698
DB00698	DB00250
DB00727	DB00250
DB00250	DB00727
DB00250	DB00750
DB00750	DB00250
DB00250	DB00834
DB00834	DB00250
DB00872	DB00250
DB00250	DB00872
DB00883	DB00250
DB00250	DB00883
DB01015	DB00250
DB00250	DB01015
DB00250	DB01020
DB01020	DB00250
DB00250	DB01032
DB01032	DB00250
DB01045	DB00250
DB00250	DB01045
DB00250	DB01086
DB01086	DB00250
DB00250	DB01087
DB01087	DB00250
DB01117	DB00250
DB00250	DB01117
DB00250	DB01131
DB01131	DB00250
DB01174	DB00250
DB00250	DB01174
DB01198	DB00250
DB00250	DB01198
DB01201	DB00250
DB00250	DB01201
DB01233	DB00250
DB00250	DB01233
DB01254	DB00250
DB00250	DB01254
DB00250	DB01323
DB01323	DB00250
DB00250	DB01435
DB01435	DB00250
DB01438	DB00250
DB00250	DB01438
DB00250	DB01609
DB01609	DB00250
DB00250	DB01611
DB01611	DB00250
DB00250	DB01612
DB01612	DB00250
DB00250	DB02703
DB02703	DB00250
DB06273	DB00250
DB00250	DB06273
DB00250	DB06290
DB06290	DB00250
DB00250	DB06697
DB06697	DB00250
DB00250	DB06706
DB06706	DB00250
DB00250	DB06708
DB06708	DB00250
DB00250	DB06717
DB06717	DB00250
DB06795	DB00250
DB00250	DB06795
DB00250	DB08820
DB08820	DB00250
DB00250	DB08912
DB08912	DB00250
DB08933	DB00250
DB00250	DB08933
DB00250	DB09036
DB09036	DB00250
DB09048	DB00250
DB00250	DB09048
DB09054	DB00250
DB00250	DB09054
DB09073	DB00250
DB00250	DB09073
DB09096	DB00250
DB00250	DB09096
DB09112	DB00250
DB00250	DB09112
DB09118	DB00250
DB00250	DB09118
DB00250	DB09268
DB09268	DB00250
DB09274	DB00250
DB00250	DB09274
DB09401	DB00250
DB00250	DB09401
DB00251	DB00396
DB00396	DB00251
DB00254	DB00252
DB00252	DB00254
DB00252	DB00263
DB00263	DB00252
DB00252	DB00266
DB00266	DB00252
DB00268	DB00252
DB00252	DB00268
DB00269	DB00252
DB00252	DB00269
DB00252	DB00270
DB00270	DB00252
DB00252	DB00273
DB00273	DB00252
DB00277	DB00252
DB00252	DB00277
DB00279	DB00252
DB00252	DB00279
DB00252	DB00280
DB00280	DB00252
DB00281	DB00252
DB00252	DB00281
DB00285	DB00252
DB00252	DB00285
DB00290	DB00252
DB00252	DB00290
DB00252	DB00294
DB00294	DB00252
DB00304	DB00252
DB00252	DB00304
DB00252	DB00309
DB00309	DB00252
DB00252	DB00311
DB00311	DB00252
DB00252	DB00313
DB00313	DB00252
DB00316	DB00252
DB00252	DB00316
DB00317	DB00252
DB00252	DB00317
DB00252	DB00318
DB00318	DB00252
DB00252	DB00322
DB00322	DB00252
DB00252	DB00333
DB00333	DB00252
DB00252	DB00338
DB00338	DB00252
DB00252	DB00343
DB00343	DB00252
DB00252	DB00346
DB00346	DB00252
DB00349	DB00252
DB00252	DB00349
DB00252	DB00358
DB00358	DB00252
DB00252	DB00359
DB00359	DB00252
DB00361	DB00252
DB00252	DB00361
DB00363	DB00252
DB00252	DB00363
DB00252	DB00366
DB00366	DB00252
DB00367	DB00252
DB00252	DB00367
DB00370	DB00252
DB00252	DB00370
DB00374	DB00252
DB00252	DB00374
DB00252	DB00377
DB00377	DB00252
DB00252	DB00379
DB00379	DB00252
DB00252	DB00381
DB00381	DB00252
DB00393	DB00252
DB00252	DB00393
DB00395	DB00252
DB00252	DB00395
DB00396	DB00252
DB00252	DB00396
DB00252	DB00398
DB00398	DB00252
DB00252	DB00401
DB00401	DB00252
DB00252	DB00402
DB00402	DB00252
DB00404	DB00252
DB00252	DB00404
DB00412	DB00252
DB00252	DB00412
DB00413	DB00252
DB00252	DB00413
DB00418	DB00252
DB00252	DB00418
DB00422	DB00252
DB00252	DB00422
DB00252	DB00425
DB00425	DB00252
DB00435	DB00252
DB00252	DB00435
DB00252	DB00440
DB00440	DB00252
DB00252	DB00443
DB00443	DB00252
DB00444	DB00252
DB00252	DB00444
DB00448	DB00252
DB00252	DB00448
DB00252	DB00450
DB00450	DB00252
DB00451	DB00252
DB00252	DB00451
DB00454	DB00252
DB00252	DB00454
DB00252	DB00458
DB00458	DB00252
DB00468	DB00252
DB00252	DB00468
DB00252	DB00470
DB00470	DB00252
DB00252	DB00472
DB00472	DB00252
DB00252	DB00475
DB00475	DB00252
DB00252	DB00482
DB00482	DB00252
DB00252	DB00484
DB00484	DB00252
DB00486	DB00252
DB00252	DB00486
DB00490	DB00252
DB00252	DB00490
DB00252	DB00496
DB00496	DB00252
DB00497	DB00252
DB00252	DB00497
DB00499	DB00252
DB00252	DB00499
DB00501	DB00252
DB00252	DB00501
DB00502	DB00252
DB00252	DB00502
DB00252	DB00503
DB00503	DB00252
DB00515	DB00252
DB00252	DB00515
DB00518	DB00252
DB00252	DB00518
DB00520	DB00252
DB00252	DB00520
DB00526	DB00252
DB00252	DB00526
DB00528	DB00252
DB00252	DB00528
DB00252	DB00530
DB00530	DB00252
DB00537	DB00252
DB00252	DB00537
