Drug1	Drug2
DB04844	DB00767
DB04871	DB00767
DB00767	DB04871
DB04896	DB00767
DB00767	DB04896
DB06684	DB00767
DB00767	DB06684
DB06700	DB00767
DB00767	DB06700
DB00767	DB08918
DB08918	DB00767
DB09042	DB00767
DB00767	DB09042
DB09068	DB00767
DB00767	DB09068
DB09097	DB00767
DB00767	DB09097
DB00895	DB00768
DB00768	DB00895
DB00898	DB00768
DB00768	DB00898
DB00921	DB00768
DB00768	DB00921
DB00956	DB00768
DB00768	DB00956
DB00768	DB00972
DB00972	DB00768
DB01017	DB00768
DB00768	DB01017
DB00768	DB01021
DB01021	DB00768
DB01041	DB00768
DB00768	DB01041
DB00768	DB01173
DB01173	DB00768
DB01278	DB00768
DB00768	DB01278
DB01403	DB00768
DB00768	DB01403
DB00768	DB01409
DB01409	DB00768
DB00768	DB01560
DB01560	DB00768
DB00768	DB04924
DB04924	DB00768
DB05271	DB00768
DB00768	DB05271
DB06148	DB00768
DB00768	DB06148
DB00768	DB06201
DB06201	DB00768
DB06204	DB00768
DB00768	DB06204
DB00768	DB06698
DB06698	DB00768
DB00768	DB08883
DB08883	DB00768
DB00768	DB08893
DB08893	DB00768
DB08897	DB00768
DB00768	DB08897
DB09034	DB00768
DB00768	DB09034
DB09072	DB00768
DB00768	DB09072
DB09076	DB00768
DB00768	DB09076
DB00768	DB09117
DB09117	DB00768
DB09271	DB00768
DB00768	DB09271
DB00768	DB09272
DB09272	DB00768
DB00768	DB09290
DB09290	DB00768
DB01609	DB00769
DB00769	DB01609
DB09063	DB00769
DB00769	DB09063
DB09067	DB00769
DB00769	DB09067
DB00820	DB00770
DB00770	DB00820
DB00862	DB00770
DB00770	DB00862
DB00770	DB06237
DB06237	DB00770
DB00771	DB00780
DB00780	DB00771
DB00898	DB00771
DB00771	DB00898
DB00972	DB00771
DB00771	DB00972
DB00771	DB01021
DB01021	DB00771
DB00771	DB01323
DB01323	DB00771
DB00771	DB02703
DB02703	DB00771
DB09271	DB00771
DB00771	DB09271
DB00771	DB09272
DB09272	DB00771
DB00771	DB09290
DB09290	DB00771
DB00794	DB00773
DB00773	DB00794
DB00834	DB00773
DB00773	DB00834
DB00773	DB00864
DB00864	DB00773
DB00872	DB00773
DB00773	DB00872
DB01045	DB00773
DB00773	DB01045
DB01097	DB00773
DB00773	DB01097
DB01117	DB00773
DB00773	DB01117
DB01174	DB00773
DB00773	DB01174
DB00773	DB01201
DB01201	DB00773
DB01232	DB00773
DB00773	DB01232
DB01254	DB00773
DB00773	DB01254
DB00773	DB01320
DB01320	DB00773
DB00773	DB01323
DB01323	DB00773
DB01418	DB00773
DB00773	DB01418
DB01609	DB00773
DB00773	DB01609
DB01656	DB00773
DB00773	DB01656
DB02703	DB00773
DB00773	DB02703
DB00773	DB04817
DB04817	DB00773
DB00773	DB04905
DB04905	DB00773
DB00773	DB06273
DB06273	DB00773
DB06290	DB00773
DB00773	DB06290
DB06643	DB00773
DB00773	DB06643
DB00773	DB06688
DB06688	DB00773
DB06717	DB00773
DB00773	DB06717
DB00773	DB08820
DB08820	DB00773
DB08895	DB00773
DB00773	DB08895
DB00773	DB08899
DB08899	DB00773
DB08912	DB00773
DB00773	DB08912
DB08933	DB00773
DB00773	DB08933
DB00773	DB09036
DB09036	DB00773
DB09048	DB00773
DB00773	DB09048
DB09054	DB00773
DB00773	DB09054
DB00773	DB09073
DB09073	DB00773
DB09118	DB00773
DB00773	DB09118
DB00774	DB00802
DB00802	DB00774
DB00774	DB00813
DB00813	DB00774
DB00774	DB00844
DB00844	DB00774
DB00774	DB00854
DB00854	DB00774
DB00774	DB00899
DB00899	DB00774
DB00921	DB00774
DB00774	DB00921
DB00774	DB00945
DB00945	DB00774
DB00774	DB00956
DB00956	DB00774
DB01114	DB00774
DB00774	DB01114
DB01192	DB00774
DB00774	DB01192
DB01551	DB00774
DB00774	DB01551
DB00774	DB06204
DB06204	DB00774
DB00775	DB00806
DB00806	DB00775
DB00775	DB00932
DB00932	DB00775
DB00775	DB00945
DB00945	DB00775
DB00775	DB00946
DB00946	DB00775
DB00974	DB00775
DB00775	DB00974
DB00775	DB01109
DB01109	DB00775
DB00775	DB01207
DB01207	DB00775
DB01225	DB00775
DB00775	DB01225
DB01254	DB00775
DB00775	DB01254
DB01296	DB00775
DB00775	DB01296
DB00775	DB01398
DB01398	DB00775
DB01418	DB00775
DB00775	DB01418
DB00775	DB03619
DB03619	DB00775
DB00775	DB04272
DB04272	DB00775
DB06228	DB00775
DB00775	DB06228
DB00775	DB06271
DB06271	DB00775
DB00775	DB06605
DB06605	DB00775
DB06695	DB00775
DB00775	DB06695
DB00775	DB06779
DB06779	DB00775
DB08794	DB00775
DB00775	DB08794
DB08935	DB00775
DB00775	DB08935
DB09053	DB00775
DB00775	DB09053
DB09211	DB00775
DB00775	DB09211
DB11133	DB00775
DB00775	DB11133
DB00775	DB11249
DB11249	DB00775
DB00808	DB00776
DB00776	DB00808
DB00880	DB00776
DB00776	DB00880
DB00898	DB00776
DB00776	DB00898
DB00956	DB00776
DB00776	DB00956
DB00776	DB00999
DB00999	DB00776
DB01021	DB00776
DB00776	DB01021
DB01037	DB00776
DB00776	DB01037
DB01083	DB00776
DB00776	DB01083
DB01174	DB00776
DB00776	DB01174
DB00776	DB01238
DB01238	DB00776
DB00776	DB01320
DB01320	DB00776
DB00776	DB06148
DB06148	DB00776
DB00776	DB06335
DB06335	DB00776
DB00776	DB08864
DB08864	DB00776
DB08867	DB00776
DB00776	DB08867
DB08883	DB00776
DB00776	DB08883
DB00776	DB08930
DB08930	DB00776
DB08934	DB00776
DB00776	DB08934
DB00776	DB09027
DB09027	DB00776
DB09065	DB00776
DB00776	DB09065
DB09101	DB00776
DB00776	DB09101
DB00776	DB09119
DB09119	DB00776
DB09123	DB00776
DB00776	DB09123
DB00779	DB01042
DB01042	DB00779
DB00782	DB00780
DB00780	DB00782
DB00780	DB00790
DB00790	DB00780
DB00796	DB00780
DB00780	DB00796
DB00802	DB00780
DB00780	DB00802
DB00780	DB00808
DB00808	DB00780
DB00813	DB00780
DB00780	DB00813
DB00780	DB00816
DB00816	DB00780
DB00780	DB00819
DB00819	DB00780
DB00780	DB00831
DB00831	DB00780
DB00780	DB00834
DB00834	DB00780
DB00839	DB00780
DB00780	DB00839
DB00850	DB00780
DB00780	DB00850
DB00780	DB00851
DB00851	DB00780
DB00780	DB00852
DB00852	DB00780
DB00865	DB00780
DB00780	DB00865
DB00780	DB00871
DB00871	DB00780
DB00875	DB00780
DB00780	DB00875
DB00780	DB00876
DB00876	DB00780
DB00780	DB00880
DB00880	DB00780
DB00780	DB00881
DB00881	DB00780
DB00780	DB00887
DB00887	DB00780
DB00780	DB00889
DB00889	DB00780
DB00780	DB00898
DB00898	DB00780
DB00899	DB00780
DB00780	DB00899
DB00780	DB00903
DB00903	DB00780
DB00904	DB00780
DB00780	DB00904
DB00912	DB00780
DB00780	DB00912
DB00915	DB00780
DB00780	DB00915
DB00780	DB00918
DB00918	DB00780
DB00780	DB00921
DB00921	DB00780
DB00924	DB00780
DB00780	DB00924
DB00780	DB00925
DB00925	DB00780
DB00780	DB00933
DB00933	DB00780
DB00934	DB00780
DB00780	DB00934
DB00780	DB00935
DB00935	DB00780
DB00937	DB00780
DB00780	DB00937
DB00938	DB00780
DB00780	DB00938
DB00780	DB00953
DB00953	DB00780
DB00780	DB00956
DB00956	DB00780
DB00960	DB00780
DB00780	DB00960
DB00961	DB00780
DB00780	DB00961
DB00780	DB00964
DB00964	DB00780
DB00780	DB00966
DB00966	DB00780
DB00780	DB00968
DB00968	DB00780
DB00780	DB00983
DB00983	DB00780
DB00780	DB00986
DB00986	DB00780
DB00999	DB00780
DB00780	DB00999
DB00780	DB01001
DB01001	DB00780
DB00780	DB01015
DB01015	DB00780
DB01016	DB00780
DB00780	DB01016
DB01018	DB00780
DB00780	DB01018
DB00780	DB01021
DB01021	DB00780
DB01023	DB00780
DB00780	DB01023
DB01029	DB00780
DB00780	DB01029
DB00780	DB01037
DB01037	DB00780
DB01038	DB00780
DB00780	DB01038
DB01063	DB00780
DB00780	DB01063
DB01067	DB00780
DB00780	DB01067
DB01069	DB00780
DB00780	DB01069
DB00780	DB01071
DB01071	DB00780
DB01100	DB00780
DB00780	DB01100
DB01104	DB00780
DB00780	DB01104
DB00780	DB01115
DB01115	DB00780
DB01119	DB00780
DB00780	DB01119
DB00780	DB01120
DB01120	DB00780
DB00780	DB01124
DB01124	DB00780
DB00780	DB01132
DB01132	DB00780
DB00780	DB01136
DB01136	DB00780
DB00780	DB01142
DB01142	DB00780
DB01144	DB00780
DB00780	DB01144
DB01149	DB00780
DB00780	DB01149
DB00780	DB01151
DB01151	DB00780
DB01156	DB00780
DB00780	DB01156
DB01158	DB00780
DB00780	DB01158
DB01162	DB00780
DB00780	DB01162
DB00780	DB01168
DB01168	DB00780
DB01171	DB00780
DB00780	DB01171
DB01175	DB00780
DB00780	DB01175
DB00780	DB01178
DB01178	DB00780
DB01184	DB00780
DB00780	DB01184
DB00780	DB01192
DB01192	DB00780
DB01193	DB00780
DB00780	DB01193
DB01197	DB00780
DB00780	DB01197
DB00780	DB01200
DB01200	DB00780
DB00780	DB01203
DB01203	DB00780
DB00780	DB01210
DB01210	DB00780
DB01214	DB00780
DB00780	DB01214
DB00780	DB01224
DB01224	DB00780
DB01233	DB00780
DB00780	DB01233
DB01235	DB00780
DB00780	DB01235
DB00780	DB01238
DB01238	DB00780
DB00780	DB01239
DB01239	DB00780
DB01242	DB00780
DB00780	DB01242
DB00780	DB01247
DB01247	DB00780
DB01255	DB00780
DB00780	DB01255
DB00780	DB01261
DB01261	DB00780
DB00780	DB01267
DB01267	DB00780
DB00780	DB01268
DB01268	DB00780
DB00780	DB01274
DB01274	DB00780
DB00780	DB01275
DB01275	DB00780
DB01276	DB00780
DB00780	DB01276
DB01277	DB00780
DB00780	DB01277
DB01278	DB00780
DB00780	DB01278
DB00780	DB01288
DB01288	DB00780
DB00780	DB01291
DB01291	DB00780
DB00780	DB01306
DB01306	DB00780
DB01307	DB00780
DB00780	DB01307
DB01309	DB00780
DB00780	DB01309
DB00780	DB01340
DB01340	DB00780
DB01356	DB00780
DB00780	DB01356
DB00780	DB01359
DB01359	DB00780
DB01364	DB00780
DB00780	DB01364
DB00780	DB01367
DB01367	DB00780
DB01393	DB00780
DB00780	DB01393
DB00780	DB01403
DB01403	DB00780
DB01409	DB00780
DB00780	DB01409
DB00780	DB01463
DB01463	DB00780
DB00780	DB01560
DB01560	DB00780
DB01576	DB00780
DB00780	DB01576
DB01577	DB00780
DB00780	DB01577
DB01579	DB00780
DB00780	DB01579
DB00780	DB01614
DB01614	DB00780
DB01618	DB00780
DB00780	DB01618
DB00780	DB01620
DB01620	DB00780
DB01623	DB00780
DB00780	DB01623
DB01624	DB00780
DB00780	DB01624
DB04842	DB00780
DB00780	DB04842
DB04844	DB00780
DB00780	DB04844
DB04861	DB00780
DB00780	DB04861
DB04884	DB00780
DB00780	DB04884
DB04896	DB00780
DB00780	DB04896
DB04920	DB00780
DB00780	DB04920
DB00780	DB04924
DB04924	DB00780
DB04946	DB00780
DB00780	DB04946
DB00780	DB05039
DB05039	DB00780
DB05271	DB00780
DB00780	DB05271
DB00780	DB05278
DB05278	DB00780
DB06144	DB00780
DB00780	DB06144
DB00780	DB06148
DB06148	DB00780
DB00780	DB06153
DB06153	DB00780
DB06203	DB00780
DB00780	DB06203
DB00780	DB06204
DB06204	DB00780
DB06207	DB00780
DB00780	DB06207
DB06216	DB00780
DB00780	DB06216
DB00780	DB06288
DB06288	DB00780
DB00780	DB06292
DB06292	DB00780
DB06335	DB00780
DB00780	DB06335
DB06655	DB00780
DB00780	DB06655
DB00780	DB06663
DB06663	DB00780
DB00780	DB06684
DB06684	DB00780
DB06698	DB00780
DB00780	DB06698
DB00780	DB06700
DB06700	DB00780
DB00780	DB06701
DB06701	DB00780
DB00780	DB06706
DB06706	DB00780
DB06707	DB00780
DB00780	DB06707
DB06711	DB00780
DB00780	DB06711
DB06714	DB00780
DB00780	DB06714
DB06764	DB00780
DB00780	DB06764
DB06791	DB00780
DB00780	DB06791
DB00780	DB06808
DB06808	DB00780
DB08815	DB00780
DB00780	DB08815
DB08822	DB00780
DB00780	DB08822
DB08893	DB00780
DB00780	DB08893
DB00780	DB08897
DB08897	DB00780
DB08907	DB00780
DB00780	DB08907
DB00780	DB08918
DB08918	DB00780
DB00780	DB09009
DB09009	DB00780
DB09026	DB00780
DB00780	DB09026
DB09038	DB00780
DB00780	DB09038
DB00780	DB09042
DB09042	DB00780
DB09043	DB00780
DB00780	DB09043
DB09045	DB00780
DB00780	DB09045
DB00780	DB09068
DB09068	DB00780
DB09076	DB00780
DB00780	DB09076
DB00780	DB09080
DB09080	DB00780
DB00780	DB09082
DB09082	DB00780
DB09209	DB00780
DB00780	DB09209
DB09241	DB00780
DB00780	DB09241
DB09242	DB00780
DB00780	DB09242
DB00780	DB09271
DB09271	DB00780
DB00780	DB09272
DB09272	DB00780
DB09289	DB00780
DB00780	DB09289
DB00780	DB09290
DB09290	DB00780
DB09477	DB00780
DB00780	DB09477
DB09564	DB00780
DB00780	DB09564
DB00780	DB11124
DB11124	DB00780
DB00803	DB00781
DB00781	DB00803
DB01111	DB00781
DB00781	DB01111
DB00781	DB01337
DB01337	DB00781
DB00781	DB01339
DB01339	DB00781
DB00781	DB09268
DB09268	DB00781
DB01021	DB00782
DB00782	DB01021
DB00782	DB01278
DB01278	DB00782
DB01409	DB00782
DB00782	DB01409
DB04924	DB00782
DB00782	DB04924
DB00782	DB06148
DB06148	DB00782
DB00782	DB08893
DB08893	DB00782
DB00782	DB08897
DB08897	DB00782
DB09076	DB00782
DB00782	DB09076
DB00782	DB09271
DB09271	DB00782
DB09272	DB00782
DB00782	DB09272
DB00782	DB09290
DB09290	DB00782
DB00790	DB00783
DB00783	DB00790
DB00783	DB00794
DB00794	DB00783
DB00912	DB00783
DB00783	DB00912
DB00930	DB00783
DB00783	DB00930
DB00932	DB00783
DB00783	DB00932
DB00946	DB00783
DB00783	DB00946
DB00783	DB00956
DB00956	DB00783
DB00974	DB00783
DB00783	DB00974
DB00783	DB00990
DB00990	DB00783
DB01016	DB00783
DB00783	DB01016
DB00783	DB01041
DB01041	DB00783
DB00783	DB01109
DB01109	DB00783
DB01120	DB00783
DB00783	DB01120
DB01124	DB00783
DB00783	DB01124
DB00783	DB01217
DB01217	DB00783
DB01225	DB00783
DB00783	DB01225
DB01232	DB00783
DB00783	DB01232
DB01238	DB00783
DB00783	DB01238
DB01251	DB00783
DB00783	DB01251
DB01306	DB00783
DB00783	DB01306
DB01307	DB00783
DB00783	DB01307
DB00783	DB01309
DB01309	DB00783
DB00783	DB01323
DB01323	DB00783
DB01353	DB00783
DB00783	DB01353
DB00783	DB01354
DB01354	DB00783
DB01355	DB00783
DB00783	DB01355
DB01418	DB00783
DB00783	DB01418
DB01586	DB00783
DB00783	DB01586
DB01609	DB00783
DB00783	DB01609
DB01708	DB00783
DB00783	DB01708
DB04272	DB00783
DB00783	DB04272
DB00783	DB04839
DB04839	DB00783
DB04876	DB00783
DB00783	DB04876
DB04905	DB00783
DB00783	DB04905
DB00783	DB04938
DB04938	DB00783
DB06203	DB00783
DB00783	DB06203
DB00783	DB06271
DB06271	DB00783
DB06273	DB00783
DB00783	DB06273
DB06335	DB00783
DB00783	DB06335
DB00783	DB06404
DB06404	DB00783
DB00783	DB06777
DB06777	DB00783
DB06779	DB00783
DB00783	DB06779
DB08794	DB00783
DB00783	DB08794
DB00783	DB08880
DB08880	DB00783
DB08882	DB00783
DB00783	DB08882
DB00783	DB08907
DB08907	DB00783
DB08912	DB00783
DB00783	DB08912
DB08914	DB00783
DB00783	DB08914
DB00783	DB09036
DB09036	DB00783
DB09057	DB00783
DB00783	DB09057
DB09119	DB00783
DB00783	DB09119
DB00783	DB09280
DB09280	DB00783
DB00784	DB00790
DB00790	DB00784
DB00784	DB00798
DB00798	DB00784
DB00784	DB00806
DB00806	DB00784
DB00784	DB00864
DB00864	DB00784
DB00919	DB00784
DB00784	DB00919
DB00930	DB00784
DB00784	DB00930
DB00932	DB00784
DB00784	DB00932
DB00945	DB00784
DB00784	DB00945
DB00946	DB00784
DB00784	DB00946
DB00955	DB00784
DB00784	DB00955
DB00784	DB00974
DB00974	DB00784
DB00784	DB00994
DB00994	DB00784
DB01014	DB00784
DB00784	DB01014
DB01021	DB00784
DB00784	DB01021
DB00784	DB01032
DB01032	DB00784
DB00784	DB01082
DB01082	DB00784
DB00784	DB01109
DB01109	DB00784
DB01172	DB00784
DB00784	DB01172
DB00784	DB01203
DB01203	DB00784
DB01207	DB00784
DB00784	DB01207
DB00784	DB01208
DB01208	DB00784
DB01225	DB00784
DB00784	DB01225
DB00784	DB01254
DB01254	DB00784
DB01275	DB00784
DB00784	DB01275
DB01296	DB00784
DB00784	DB01296
DB00784	DB01356
DB01356	DB00784
DB00784	DB01395
DB01395	DB00784
DB01398	DB00784
DB00784	DB01398
DB00784	DB01418
DB01418	DB00784
DB00784	DB01609
DB01609	DB00784
DB00784	DB03615
DB03615	DB00784
DB00784	DB03619
DB03619	DB00784
DB00784	DB04272
DB04272	DB00784
DB04865	DB00784
DB00784	DB04865
DB00784	DB06228
DB06228	DB00784
DB06271	DB00784
DB00784	DB06271
DB06605	DB00784
DB00784	DB06605
DB00784	DB06695
DB06695	DB00784
DB00784	DB06696
DB06696	DB00784
DB06779	DB00784
DB00784	DB06779
DB00784	DB06813
DB06813	DB00784
DB00784	DB06826
DB06826	DB00784
DB08794	DB00784
DB00784	DB08794
DB00784	DB08935
DB08935	DB00784
DB00784	DB08976
DB08976	DB00784
DB00784	DB09026
DB09026	DB00784
DB09053	DB00784
DB00784	DB09053
DB09211	DB00784
DB00784	DB09211
DB00784	DB09214
DB09214	DB00784
DB00784	DB09285
DB09285	DB00784
DB09295	DB00784
DB00784	DB09295
DB11133	DB00784
DB00784	DB11133
DB00784	DB11249
DB11249	DB00784
DB01017	DB00996
DB00996	DB01017
DB01026	DB00996
DB00996	DB01026
DB01041	DB00996
DB00996	DB01041
DB01045	DB00996
DB00996	DB01045
DB00996	DB01083
DB01083	DB00996
DB01162	DB00996
DB00996	DB01162
DB00996	DB01164
DB01164	DB00996
DB01167	DB00996
DB00996	DB01167
DB01173	DB00996
DB00996	DB01173
DB00996	DB01174
DB01174	DB00996
DB00996	DB01201
DB01201	DB00996
DB01211	DB00996
DB00996	DB01211
DB00996	DB01263
DB01263	DB00996
DB00996	DB01320
DB01320	DB00996
DB00996	DB01337
DB01337	DB00996
DB00996	DB01339
DB01339	DB00996
DB01351	DB00996
DB00996	DB01351
DB01377	DB00996
DB00996	DB01377
DB00996	DB01390
DB01390	DB00996
DB00996	DB01397
DB01397	DB00996
DB00996	DB01403
DB01403	DB00996
DB00996	DB05271
DB05271	DB00996
DB06148	DB00996
DB00996	DB06148
DB06201	DB00996
DB00996	DB06201
DB06204	DB00996
DB00996	DB06204
DB00996	DB06207
DB06207	DB00996
DB06723	DB00996
DB00996	DB06723
DB00996	DB06724
DB06724	DB00996
DB08883	DB00996
DB00996	DB08883
DB09034	DB00996
DB00996	DB09034
DB00996	DB09072
DB09072	DB00996
DB00996	DB09104
DB09104	DB00996
DB00996	DB09117
DB09117	DB00996
DB00996	DB09407
DB09407	DB00996
DB11093	DB00996
DB00996	DB11093
DB00996	DB11110
DB11110	DB00996
DB00996	DB11126
DB11126	DB00996
DB01012	DB00997
DB00997	DB01012
DB00997	DB01026
DB01026	DB00997
DB01033	DB00997
DB00997	DB01033
DB00997	DB01045
DB01045	DB00997
DB01072	DB00997
DB00997	DB01072
DB00997	DB01075
DB01075	DB00997
DB01076	DB00997
DB00997	DB01076
DB01097	DB00997
DB00997	DB01097
DB00997	DB01104
DB01104	DB00997
DB01118	DB00997
DB00997	DB01118
DB01136	DB00997
DB00997	DB01136
DB01149	DB00997
DB00997	DB01149
DB01151	DB00997
DB00997	DB01151
DB00997	DB01156
DB01156	DB00997
DB01167	DB00997
DB00997	DB01167
DB01174	DB00997
DB00997	DB01174
DB00997	DB01201
DB01201	DB00997
DB01211	DB00997
DB00997	DB01211
DB01229	DB00997
DB00997	DB01229
DB01232	DB00997
DB00997	DB01232
DB01238	DB00997
DB00997	DB01238
DB00997	DB01242
DB01242	DB00997
DB01254	DB00997
DB00997	DB01254
DB00997	DB01259
DB01259	DB00997
DB01263	DB00997
DB00997	DB01263
DB00997	DB01264
DB01264	DB00997
DB01268	DB00997
DB00997	DB01268
DB01319	DB00997
DB00997	DB01319
DB00997	DB01320
DB01320	DB00997
DB01323	DB00997
DB00997	DB01323
DB00997	DB01403
DB01403	DB00997
DB00997	DB01601
DB01601	DB00997
DB00997	DB01609
DB01609	DB00997
DB00997	DB01656
DB01656	DB00997
DB00997	DB02703
DB02703	DB00997
DB04817	DB00997
DB00997	DB04817
DB04855	DB00997
DB00997	DB04855
DB00997	DB04868
DB04868	DB00997
DB00997	DB04871
DB04871	DB00997
DB04905	DB00997
DB00997	DB04905
DB04908	DB00997
DB00997	DB04908
DB05294	DB00997
DB00997	DB05294
DB00997	DB05521
DB05521	DB00997
DB05812	DB00997
DB00997	DB05812
DB00997	DB06273
DB06273	DB00997
DB00997	DB06290
DB06290	DB00997
DB00997	DB06603
DB06603	DB00997
DB00997	DB06636
DB06636	DB00997
DB06643	DB00997
DB00997	DB06643
DB06688	DB00997
DB00997	DB06688
DB00997	DB06697
DB06697	DB00997
DB00997	DB06708
DB06708	DB00997
DB06717	DB00997
DB00997	DB06717
DB00997	DB06772
DB06772	DB00997
DB00997	DB08820
DB08820	DB00997
DB08827	DB00997
DB00997	DB08827
DB08865	DB00997
DB00997	DB08865
DB00997	DB08873
DB08873	DB00997
DB08881	DB00997
DB00997	DB08881
DB08893	DB00997
DB00997	DB08893
DB08895	DB00997
DB00997	DB08895
DB00997	DB08899
DB08899	DB00997
DB08912	DB00997
DB00997	DB08912
DB00997	DB08933
DB08933	DB00997
DB08934	DB00997
DB00997	DB08934
DB00997	DB09027
DB09027	DB00997
DB09036	DB00997
DB00997	DB09036
DB09039	DB00997
DB00997	DB09039
DB00997	DB09048
DB09048	DB00997
DB09053	DB00997
DB00997	DB09053
DB00997	DB09054
DB09054	DB00997
DB00997	DB09063
DB09063	DB00997
DB09065	DB00997
DB00997	DB09065
DB09073	DB00997
DB00997	DB09073
DB09102	DB00997
DB00997	DB09102
DB00997	DB09118
DB09118	DB00997
DB09291	DB00997
DB00997	DB09291
DB01038	DB00998
DB00998	DB01038
DB00998	DB01063
DB01063	DB00998
DB00998	DB01100
DB01100	DB00998
DB01178	DB00998
DB00998	DB01178
DB01224	DB00998
DB00998	DB01224
DB00998	DB01233
DB01233	DB00998
DB01238	DB00998
DB00998	DB01238
DB01239	DB00998
DB00998	DB01239
DB00998	DB01267
DB01267	DB00998
DB00998	DB01403
DB01403	DB00998
DB00998	DB01463
DB01463	DB00998
DB01614	DB00998
DB00998	DB01614
DB01618	DB00998
DB00998	DB01618
DB00998	DB01623
DB01623	DB00998
DB01624	DB00998
DB00998	DB01624
DB04842	DB00998
DB00998	DB04842
DB00998	DB04884
DB04884	DB00998
DB06144	DB00998
DB00998	DB06144
DB00998	DB06262
DB06262	DB00998
DB00998	DB06288
DB06288	DB00998
DB00998	DB06808
DB06808	DB00998
DB00998	DB09042
DB09042	DB00998
DB00999	DB01016
DB01016	DB00999
DB01070	DB00999
DB00999	DB01070
DB01114	DB00999
DB00999	DB01114
DB00999	DB01119
DB01119	DB00999
DB01120	DB00999
DB00999	DB01120
DB01124	DB00999
DB00999	DB01124
DB00999	DB01143
DB01143	DB00999
DB00999	DB01192
DB01192	DB00999
DB01235	DB00999
DB00999	DB01235
DB01251	DB00999
DB00999	DB01251
DB01306	DB00999
DB00999	DB01306
DB01307	DB00999
DB00999	DB01307
DB00999	DB01309
DB01309	DB00999
DB01353	DB00999
DB00999	DB01353
DB01354	DB00999
DB00999	DB01354
DB00999	DB01355
DB01355	DB00999
DB00999	DB01356
DB01356	DB00999
DB01392	DB00999
DB00999	DB01392
DB01551	DB00999
DB00999	DB01551
DB00999	DB04876
DB04876	DB00999
DB06203	DB00999
DB00999	DB06203
DB06204	DB00999
DB00999	DB06204
DB00999	DB06335
DB06335	DB00999
DB08882	DB00999
DB00999	DB08882
DB08907	DB00999
DB00999	DB08907
DB00999	DB08914
DB08914	DB00999
DB00999	DB08935
DB08935	DB00999
DB00999	DB09083
DB09083	DB00999
DB00999	DB09214
DB09214	DB00999
DB00999	DB09220
DB09220	DB00999
DB09242	DB00999
DB00999	DB09242
DB09282	DB00999
DB00999	DB09282
DB10675	DB00999
DB00999	DB10675
DB01000	DB01017
DB01017	DB01000
DB01000	DB01024
DB01024	DB01000
DB01000	DB01032
DB01032	DB01000
DB01000	DB01082
DB01082	DB01000
DB01172	DB01000
DB01000	DB01172
DB01000	DB01418
DB01418	DB01000
DB01021	DB01001
DB01001	DB01021
DB01064	DB01001
DB01001	DB01064
DB01193	DB01001
DB01001	DB01193
DB01001	DB01203
DB01203	DB01001
DB01288	DB01001
DB01001	DB01288
DB01365	DB01001
DB01001	DB01365
DB01407	DB01001
DB01001	DB01407
DB01556	DB01001
DB01001	DB01556
DB01577	DB01001
DB01001	DB01577
DB01001	DB06698
DB06698	DB01001
DB06704	DB01001
DB01001	DB06704
DB01001	DB06711
DB06711	DB01001
DB09042	DB01001
DB01001	DB09042
DB01001	DB09059
DB09059	DB01001
DB01001	DB09273
DB09273	DB01001
DB01026	DB01002
DB01002	DB01026
DB01002	DB01072
DB01072	DB01002
DB01002	DB01149
DB01149	DB01002
DB01002	DB01167
DB01167	DB01002
DB01211	DB01002
DB01002	DB01211
DB01002	DB01232
DB01232	DB01002
DB01002	DB01263
DB01263	DB01002
DB01264	DB01002
DB01002	DB01264
DB01002	DB05521
DB05521	DB01002
DB01002	DB08873
DB08873	DB01002
DB09054	DB01002
DB01002	DB09054
DB09063	DB01002
DB01002	DB09063
DB09065	DB01002
DB01002	DB09065
DB01004	DB01024
DB01024	DB01004
DB01004	DB01032
DB01032	DB01004
DB01004	DB01048
DB01048	DB01004
DB01004	DB01597
DB01597	DB01004
DB01004	DB01598
DB01598	DB01004
DB01097	DB01005
DB01005	DB01097
DB01005	DB01656
DB01656	DB01005
DB01005	DB04817
DB04817	DB01005
DB06643	DB01005
DB01005	DB06643
DB06688	DB01005
DB01005	DB06688
DB08895	DB01005
DB01005	DB08895
DB09256	DB01006
DB01006	DB09256
DB01006	DB09274
DB09274	DB01006
DB01238	DB01007
DB01007	DB01238
DB01008	DB01026
DB01026	DB01008
DB01008	DB01097
DB01097	DB01008
DB01167	DB01008
DB01008	DB01167
DB01181	DB01008
DB01008	DB01181
DB01263	DB01008
DB01008	DB01263
DB01008	DB01320
DB01320	DB01008
DB01008	DB01656
DB01656	DB01008
DB04817	DB01008
DB01008	DB04817
DB01008	DB06643
DB06643	DB01008
DB01008	DB06688
DB06688	DB01008
DB01008	DB08895
DB08895	DB01008
DB01008	DB09288
DB09288	DB01008
DB01009	DB01014
DB01014	DB01009
DB01021	DB01009
DB01009	DB01021
DB01032	DB01009
DB01009	DB01032
DB01082	DB01009
DB01009	DB01082
DB01109	DB01009
DB01009	DB01109
DB01009	DB01172
DB01172	DB01009
DB01009	DB01203
DB01203	DB01009
DB01207	DB01009
DB01009	DB01207
DB01009	DB01208
DB01208	DB01009
DB01225	DB01009
DB01009	DB01225
DB01009	DB01254
DB01254	DB01009
DB01009	DB01275
DB01275	DB01009
DB01296	DB01009
DB01009	DB01296
DB01356	DB01009
DB01009	DB01356
DB01395	DB01009
DB01009	DB01395
DB01398	DB01009
DB01009	DB01398
