accuracy,average_precision,f1,fold,method,precision,recall,roc_auc,run
0.6770960741763662,0.757013498205684,0.6795112781954887,0.0,Naive Bayes,0.674466513779298,0.6846320773328073,0.7417735638794227,0.0
0.716117577431446,0.7881327725444751,0.7179316292927709,0.0,Logistic Regression,0.7133730668848116,0.7225488261984613,0.7876588102921058,0.0
0.7668376405602683,0.8472632856449065,0.7638419885307811,0.0,Random Forest,0.7737834993117966,0.7541526928388242,0.8431462740595252,0.0
0.6782008285657921,0.7555478847993113,0.6813440125024419,1.0,Naive Bayes,0.6747533372025537,0.6880647070428092,0.7421051007246184,0.0
0.717794436772539,0.7883304156740913,0.719998434105189,1.0,Logistic Regression,0.7144188937228092,0.7256658117971987,0.7899616236944177,0.0
0.7634839218780824,0.8425265601281425,0.7604834681849965,1.0,Random Forest,0.7702549575070822,0.7509567962122706,0.8409944003760144,0.0
0.6786151114618267,0.7567151913128168,0.682133031550604,2.0,Naive Bayes,0.674747162819424,0.6896823831130401,0.7441577028095337,0.0
0.7200039455513908,0.7897325860799681,0.7215803205367126,2.0,Logistic Regression,0.7175405742821473,0.7256658117971987,0.791891519053242,0.0
0.7645689485105543,0.8448522005962943,0.7613009040723259,2.0,Random Forest,0.7720173623788081,0.7508778851844545,0.8432220108994203,0.0
0.6824422963109095,0.7582557751129065,0.6845024597714667,3.0,Naive Bayes,0.6800903567533884,0.6889721838626948,0.7461527133877602,0.0
0.7190964687315052,0.7888633872954459,0.7206889111202652,3.0,Logistic Regression,0.7166263556214403,0.7247977904912212,0.790505958782804,0.0
0.7679423949496942,0.8459478308515099,0.7652423813040093,3.0,Random Forest,0.7742508682658913,0.7564411126454922,0.845233706591005,0.0
0.6807654369698165,0.755826546236157,0.6837476547842402,4.0,Naive Bayes,0.6774193548387096,0.6901953047938449,0.7444353500700007,0.0
0.7189189189189189,0.7908135430647045,0.7202983902630545,4.0,Logistic Regression,0.716780621215081,0.7238508581574274,0.7918422545358565,0.0
0.7671730124284869,0.8466703518237199,0.763676411694033,4.0,Random Forest,0.7753201870298841,0.7523771947129612,0.8447180559492264,0.0
0.681633458275794,0.7559898927986333,0.6847554305360212,5.0,Naive Bayes,0.6781057762989902,0.6915367922667193,0.7443857508540359,0.0
0.7180706253698954,0.7876208767305868,0.7208298333691469,5.0,Logistic Regression,0.7138435347829452,0.7279542316038666,0.7895232604031616,0.0
0.7641349378575656,0.8461189269901797,0.7616332389648711,5.0,Random Forest,0.7697980897110386,0.7536397711580193,0.8438409479660075,0.0
0.6767409745511935,0.7531331051097796,0.6786176597497352,6.0,Naive Bayes,0.6747006747006747,0.6825803906095876,0.7388481799850173,0.0
0.7131189583744328,0.7851808943724884,0.7141228277109382,6.0,Logistic Regression,0.7116326450652353,0.716630499112251,0.7860461002147481,0.0
0.7602091142237127,0.8405268235686733,0.756904861902762,6.0,Random Forest,0.7674805321219987,0.7466166896823832,0.8389117501423735,0.0
0.6783389228644703,0.7563250713315474,0.6807260764847559,7.0,Naive Bayes,0.6757113979163427,0.6858157427500493,0.7412408459452103,0.0
0.7128624975340304,0.78651973542762,0.7139516144881395,7.0,Logistic Regression,0.7112538178400815,0.716669954626159,0.7862486053090745,0.0
0.7639573880449793,0.8429181283904955,0.7609915902598828,7.0,Random Forest,0.7706748664832497,0.7515486289208917,0.841356036742276,0.0
0.682757940422174,0.7580386902077788,0.6854818204932621,8.0,Naive Bayes,0.6796462922742786,0.6914184257249951,0.7455164716262588,0.0
0.717242059577826,0.7905519185494095,0.7195491811297865,8.0,Logistic Regression,0.7137256424190669,0.7254685342276583,0.7902290276216231,0.0
0.7656934306569343,0.8449404944969368,0.7629767107705202,8.0,Random Forest,0.7719269907930867,0.7542316038666403,0.8434852848018318,0.0
0.6789180871212122,0.7545549166860125,0.6817372939358978,9.0,Naive Bayes,0.6758035125809329,0.6877761994949495,0.7416241064617529,0.0
0.715948547979798,0.7894669389047599,0.7178522437781698,9.0,Logistic Regression,0.7130732694853228,0.7226957070707071,0.7890500311048259,0.0
