Drug	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49
DB00742	0.07492469	0.07052033	0.063574314	-0.0062816823	-0.10392574	-0.036446486	-0.19607453	-0.15246604	-0.13008492	-0.03190895	0.14445275	-0.1229845	0.17384537	-0.05074416	-0.21631755	0.014241606	-0.18145311	-0.17404547	0.10856755	-0.11512078	0.11532372	-0.07751919	-0.03781907	-0.11277476	-0.073802225	0.17193194	0.21428406	0.022513838	0.21091026	-0.0751139	0.054183308	0.27250805	-0.014921142	-0.0007192363	-0.120068416	0.13106786	-0.040209483	0.028451426	-0.14297822	0.04207043	-0.06524554	-0.00041175133	-0.018364014	-0.17561193	-0.02725375	-0.06360053	0.07285807	-0.029377595	-0.15816872	0.12557611
DB05107	0.121414244	0.04913545	0.083039634	-0.07790646	-0.07887254	0.07184319	-0.17409644	-0.04036172	-0.11233284	-0.041833844	0.10987974	-0.022140928	0.15644842	-0.056545272	-0.14132185	0.052068725	-0.036030468	-0.16947356	0.0143965315	-0.05331415	0.053244323	-0.15941359	-0.08285812	-0.0845867	-0.039367277	0.12743577	0.14355606	0.12540042	0.19120868	-0.11681929	0.13375191	0.1346434	-0.06272089	-0.0039812364	-0.03363038	0.0632495	-0.07680156	-0.01510288	-0.0629211	-0.019574828	0.00061724265	0.117712215	-0.06722663	-0.07982097	-0.056540146	-0.094961494	0.008143593	-0.16580713	0.030012975	0.12715359
DB00743	0.08728507	0.050482865	0.08419728	0.04654254	-0.13599837	-0.0657903	-0.16952708	-0.13050565	-0.14178598	-0.040646426	0.06305779	-0.12643628	0.15826386	-0.06635284	-0.20621902	0.0047152545	-0.14867081	-0.069985986	0.15504748	-0.0581494	0.119652964	-0.075578675	-0.03845698	-0.12972997	-0.11005229	-0.004004549	0.16581179	-0.0404947	0.17358862	-0.0797895	0.047958326	0.14538741	-0.043770216	-4.935288e-05	-0.12490697	0.13174269	0.062337857	0.03699577	-0.14777528	0.00457633	-0.10586642	0.0039364435	0.032748476	-0.05757792	-0.03141416	-0.030786937	0.0944222	-0.054001827	-0.09891171	0.17467973
DB05101	0.03842881	0.075515136	0.03042244	-0.015375106	-0.018992862	0.054281186	-0.069449924	-0.0962665	-0.1591666	-0.022311326	0.026166104	-0.010946533	0.093422145	-0.0481365	-0.086581625	0.062444795	0.009429596	-0.07346012	-0.029835915	-0.04595168	-0.056148294	-0.0793397	-0.031665124	-0.024221223	-0.09520902	0.026632762	0.09153467	0.12384269	0.10791567	-0.021644626	0.017313596	0.12884524	-0.11525783	-0.12739094	-0.10581292	0.03398881	0.07089179	0.013159124	-0.07491606	0.011821703	-0.040128853	0.03413474	-0.028103933	-0.07989097	-0.04845796	-0.023492763	0.018690376	-0.12313019	-0.000368512	0.11455096
DB05100	0.11390879	0.020846946	0.07098626	-0.07499797	-0.07558971	0.03996524	-0.06890892	-0.05174766	-0.06581261	-0.062286045	0.08864944	-0.0023042317	0.14675301	-0.026053872	-0.14970523	0.016182397	-0.025800657	-0.16998634	0.04400603	-0.050493594	0.083321996	-0.12831561	-0.08685346	-0.028670648	-0.052346397	0.14066233	0.17641252	0.09722655	0.19940019	-0.12522821	0.10920925	0.20498048	-0.06165861	-0.0247597	-0.06430146	0.06293816	-0.07351358	-0.026656883	-0.07550763	-0.0170609	-0.008832989	0.109028526	-0.08177095	-0.15257238	-0.043210655	-0.12437934	0.029368188	-0.19816363	-0.045858894	0.124718025
DB09161	0.08362163	0.030722136	0.047505144	-0.027447741	-0.08425024	0.06242994	-0.094543956	-0.13089104	-0.050582692	0.009612525	0.040442977	-0.011189228	0.09356898	-0.10244197	-0.15103136	-0.032160606	-0.012971865	-0.07562091	0.08195761	-0.03164087	0.070692725	-0.07164482	-0.08642477	-0.06511462	-0.021605019	0.017315555	0.091978356	0.14461303	0.14827622	-0.06358917	0.07586996	0.24731643	-0.09328282	0.028821666	-0.06801406	0.102952905	-0.06201585	0.0013159179	-0.11641875	-0.023371316	-0.0968385	0.06489015	-0.08413827	-0.08554089	-0.047963932	-0.06276383	0.040907204	-0.07043243	-0.12189452	0.12638347
DB09162	0.023848485	0.05924476	0.053854685	0.025225354	-0.07703437	0.024177175	-0.047667563	-0.12062909	-0.14789376	-0.026867485	-0.023814423	-0.056629285	0.047678318	-0.048447303	-0.108154505	-0.039470978	0.0125605725	-0.08265474	0.02243924	-0.069486775	-0.034612607	-0.063267626	0.006958031	-0.063332595	-0.014875112	0.036542423	0.07585803	0.08108978	0.11090663	0.013775226	0.039653722	0.17071748	-0.13016753	0.010878524	-0.14680423	0.050877064	0.0842905	0.055051573	-0.14227906	0.043564115	-0.058358107	0.074242905	-0.01803266	-0.04630588	-0.03249445	-0.02263541	0.05429964	-0.0806472	-0.019204872	0.0937127
DB05109	0.04609276	0.02404904	0.0021706745	-0.044441666	-0.083512224	0.022057524	-0.1860016	-0.15259929	-0.115644515	-0.044788383	0.09171532	-0.14366947	0.19423793	-0.09033398	-0.20180978	0.104719654	-0.049016304	-0.16924964	0.002831472	-0.067376316	0.15501678	-0.053553406	-0.12346543	-0.07045588	-0.15646894	0.18418702	0.14359605	0.012256896	0.21180499	-0.08495092	0.06425373	0.17137155	-0.030074183	-0.10007986	-0.041198365	0.15910773	0.040967528	0.021712668	-0.14653423	0.010638712	-0.011796065	0.011547923	-0.060707465	-0.18705453	-0.031688027	-0.15393177	0.02753602	-0.18056363	-0.11227381	0.14017442
DB01319	0.08210743	0.01733262	0.03099422	-0.023008524	-0.10772538	0.020592028	-0.18159364	-0.114800595	-0.117692575	-0.05933799	0.13032377	-0.1599488	0.1871222	-0.046608955	-0.20410539	0.022436721	-0.054048438	-0.07806046	0.035869256	-0.08661951	0.14050196	-0.11299301	-0.050691642	-0.080246024	-0.10891644	0.037534457	0.19499652	0.016335959	0.2087588	-0.10015453	0.0941231	0.16908166	-0.04602206	-0.052890107	-0.10876924	0.15624577	0.025539506	0.005171528	-0.12967663	-0.006997845	-0.06905297	0.054440986	-0.0564329	-0.18836978	-0.024095971	-0.09880785	0.07745765	-0.14853781	-0.031076128	0.12704447
DB01178	0.18010277	0.032580342	0.055809986	0.053304397	-0.075081065	-0.014539016	-0.12685302	-0.08679462	-0.14050813	-0.05323664	0.10932411	0.0018448081	0.17382771	-0.031664938	-0.19972691	0.008473599	-0.06855696	-0.16296817	0.06128045	-0.111182444	0.12845638	-0.11955868	-0.072149426	-0.12222472	-0.100198455	0.13218522	0.18493874	-0.038716517	0.21130955	-0.13096541	0.034828223	0.20123252	0.0032885494	-0.119620524	-0.12166229	0.10111411	-0.032140672	0.061250545	-0.112614974	0.01649891	-0.0032843947	0.06328656	0.009355335	-0.061247922	0.0050311275	-0.06363228	0.050452724	-0.0606666	-0.12953867	0.051495343
DB01179	0.12723881	0.011161173	0.075515725	-0.0013057516	-0.08820121	-0.02238659	-0.20969078	-0.13414288	-0.14747863	-0.07548106	0.140565	-0.15377566	0.21430022	-0.041308798	-0.18433963	0.106947854	-0.12410818	-0.15879354	0.03284217	-0.085055105	0.1436857	-0.105458036	-0.05934576	-0.11226237	-0.099456295	0.18974502	0.2087751	-0.0016910882	0.21322286	-0.07369542	0.06111207	0.1891246	-0.012592593	0.008799032	-0.13527691	0.14060268	0.05606694	0.0072661527	-0.13891162	0.057693075	-0.094176725	0.049341578	-0.03116141	-0.17546898	-0.0061247665	-0.09919652	0.05574506	-0.17858735	-0.13612683	0.14221826
DB01176	0.07634142	0.04292742	0.10618296	-0.0022094361	-0.062149834	-0.032183085	-0.14931239	-0.10474616	-0.14302841	-0.06287348	0.097775705	-0.074677825	0.22778028	-0.09040701	-0.19415617	0.09846601	-0.15099175	-0.08806699	0.08493345	-0.044734307	0.13421579	-0.121382326	-0.043020386	-0.12275036	-0.08359721	0.106960274	0.18828698	-0.011626363	0.21278687	-0.10905585	0.03359991	0.085366145	-0.00032985792	-0.08029398	-0.12487203	0.13973355	-0.042467486	0.009495028	-0.1647404	0.049664047	-0.058377583	-0.0049372106	-0.019996945	-0.1800603	-0.0109417755	-0.104563445	0.10396352	-0.11128506	-0.13640197	0.13590045
DB01177	0.09399271	0.037021138	0.097447164	-0.019109366	-0.09602303	-0.016664589	-0.19260761	-0.12892006	-0.15264851	-0.063069806	0.14405718	-0.14713031	0.2038024	-0.04206964	-0.20480885	0.081565544	-0.12617096	-0.17018463	0.04688816	-0.101279125	0.14700413	-0.097018465	-0.023122923	-0.090020485	-0.115389675	0.1662357	0.21830411	0.007383179	0.20058994	-0.07271602	-0.025451247	0.21880297	-0.037020348	-0.10550603	-0.12553415	0.15022936	0.024565874	0.03192369	-0.14801738	0.032682948	-0.075723045	0.02686168	-0.030374134	-0.17765056	0.013502371	-0.11175761	0.07457367	-0.12357165	-0.14094484	0.12953398
DB01174	0.07369787	0.009187041	0.0448097	0.0059769796	-0.09533753	-0.04271665	-0.20471033	-0.14715911	-0.192288	-0.0139280595	0.14739193	-0.18257874	0.20155002	-0.049963098	-0.24034764	0.10625843	-0.16695207	-0.09421177	0.057841334	-0.078470334	0.12615746	-0.084302224	-0.04790772	-0.11474614	-0.11708735	0.18761627	0.20555162	-0.043302603	0.18069889	-0.062061492	0.05717975	0.2318001	-0.014415586	-0.033285342	-0.124109685	0.168752	0.053398065	0.0048384797	-0.18972668	0.0022242144	-0.095500834	0.009140145	-0.018401423	-0.19342154	-0.024084136	-0.06831343	0.08342915	-0.116085455	-0.13826916	0.14873682
DB01175	0.07166788	0.029975072	0.08251352	0.02947861	-0.09718122	-0.042567953	-0.19464763	-0.12280689	-0.16540404	-0.027707696	0.15491386	-0.1534636	0.17329112	-0.05240423	-0.24672905	0.076655224	-0.1621756	-0.0862524	0.061603975	-0.12682196	0.12728317	-0.08235274	-0.029888853	-0.11435393	-0.13057356	0.18441068	0.22599491	-0.024846496	0.21184398	-0.052615076	0.047671434	0.19934209	-0.033272207	-0.0934809	-0.13260789	0.16391735	0.045339372	0.012492845	-0.16549538	0.009060593	-0.13614556	0.010688925	0.0024564536	-0.18200533	-0.01069608	-0.051983017	0.0921479	-0.14636467	-0.14587136	0.17466977
DB01172	0.11156476	-0.008364407	0.062213	-0.003554881	-0.08777131	-0.04135729	-0.18786238	-0.14682592	-0.16886584	-0.037741877	0.07830446	-0.12162422	0.14922135	-0.04513613	-0.18605657	0.11140056	-0.07081239	-0.11889517	0.027318094	-0.10157115	0.14159533	-0.10911895	-0.052953333	-0.11812875	-0.14804938	0.14753425	0.18313104	-0.022278452	0.23325315	-0.09820377	0.081991054	0.113029584	-0.034380876	-0.11961886	-0.11018532	0.1612981	0.005594451	0.008029551	-0.15264441	0.003649503	0.009500008	0.038355917	-0.015754677	-0.16256696	0.010678569	-0.08900587	0.07695154	-0.16953099	-0.13662693	0.12935598
DB01173	0.089118764	0.017114142	0.047272705	0.004215354	-0.10234956	-0.06558777	-0.20421365	-0.11594407	-0.16528824	-0.066544674	0.15277173	-0.15646595	0.19912109	-0.047582034	-0.22910567	0.086391814	-0.16562523	-0.116054565	0.041708913	-0.08572657	0.12255183	-0.10789687	-0.03467322	-0.113151856	-0.120480195	0.17414854	0.19666138	-0.056109	0.18702903	-0.04845317	0.06460679	0.1769323	-0.01805387	-0.07750326	-0.12868586	0.14263561	0.031341393	0.01818284	-0.14800958	0.02863157	-0.12783723	0.011755392	-0.0047877487	-0.1720738	-0.0035516974	-0.07378134	0.08347072	-0.1041161	-0.14059414	0.13000678
DB01170	0.07550431	0.007709563	0.07310206	-0.0050816704	-0.09142605	0.0352134	-0.16958658	-0.1278914	-0.1594893	-0.05327596	0.116092205	-0.13627027	0.20352763	-0.0555494	-0.20419699	0.013142994	-0.1327561	-0.11346689	0.03876683	-0.118536085	0.1320357	-0.09255731	-0.0649552	-0.08831821	-0.11894357	0.05497963	0.1825726	-0.01554231	0.19457074	-0.05843078	0.057286665	0.15661664	0.007552282	-0.097173944	-0.10880917	0.14734668	0.038279727	0.011369962	-0.14145498	0.031591516	-0.09691671	-0.007241049	-0.01097439	-0.14815769	0.02035342	-0.101045765	0.0930046	-0.058018792	-0.1288436	0.13698784
DB01171	0.058058973	0.0047224183	0.014213897	-0.024672123	-0.0971054	-0.028722247	-0.20071249	-0.14266759	-0.14912255	-0.09605439	0.12139666	-0.14693154	0.216184	-0.06494044	-0.21134645	0.0786684	-0.13964936	-0.17210753	0.013000181	-0.107769	0.14234667	-0.05460985	-0.07383541	-0.12103669	-0.117972255	0.16165383	0.20653757	-0.013749674	0.21497023	-0.06991107	0.05869914	0.22864175	-0.0044215526	-0.10198741	-0.100241534	0.15993135	-0.03944279	0.038080666	-0.16702878	0.03248787	-0.015989695	0.035475865	-0.022930657	-0.17948087	-0.009322006	-0.093796626	0.09848083	-0.06121929	-0.16162303	0.1553801
DB01489	0.06361938	0.04842611	0.0644134	-0.029714257	-0.07966493	0.010092735	-0.19282259	-0.12584412	-0.12842846	-0.04469232	0.08554009	-0.018198475	0.12346354	-0.06834323	-0.1217778	-0.023408785	-0.04395226	-0.081411734	0.01822934	-0.048799172	0.12566504	-0.10672171	-0.0812189	-0.059725564	-0.07068362	0.100510284	0.13249049	0.06842885	0.19524918	-0.10820136	0.13888656	0.16210274	-0.0721234	0.00025086827	-0.121314794	0.037806753	-0.083798416	-0.034911264	-0.10135981	0.00261062	-0.0002618467	0.0816433	-0.038314637	-0.052515946	-0.03823161	-0.084292956	0.028129712	-0.1144411	0.033830408	0.040134463
DB01484	0.08080247	0.023541695	0.09332548	-0.014111739	-0.047303215	-0.0380518	-0.15643744	-0.07653492	-0.062334556	-0.055388108	0.10792045	-0.010222618	0.10947333	-0.09072495	-0.10361203	-0.023169981	-0.025828581	-0.081067085	0.07176467	-0.033495497	0.07951673	-0.13739188	-0.067680046	-0.12026856	-0.017041607	0.054872572	0.16849181	0.076012	0.13391024	-0.111125246	0.1593537	0.2164743	-0.08274788	0.0021937112	-0.0612396	0.07925675	-0.064444855	-0.0534395	-0.051228784	-0.0037946366	0.0024600434	0.083649985	-0.07700631	-0.049033523	-0.073964275	-0.10609123	0.020695925	-0.06193782	0.04454901	0.144558
DB01483	0.12390973	0.013189664	0.07310125	-0.009058235	-0.1231205	-0.047750905	-0.1939202	-0.06145615	-0.19014941	-0.04528312	0.14114031	-0.13155185	0.178032	-0.055531945	-0.14208156	0.15573187	-0.03029528	-0.07276414	0.026503844	-0.05814034	0.043685246	-0.11339516	-0.021099264	-0.109713785	-0.17323147	0.17002256	0.17342821	-0.065388724	0.19535866	-0.113965295	0.030284705	0.08691789	0.00625972	-0.05619375	-0.07673868	0.051921237	0.0609044	0.061623204	-0.12104252	-0.03442746	-0.10238974	0.044815082	-0.04240235	-0.14978065	-0.050261084	-0.030657811	0.0043473598	-0.16732223	-0.12978593	0.08231635
DB00741	0.055760268	0.025379505	0.079866864	0.02094837	-0.06666628	-0.022087134	-0.23737873	-0.13348284	-0.17219055	-0.04791882	0.16636711	-0.17147097	0.15547521	-0.071674585	-0.24769373	0.089096546	-0.1456286	-0.13297142	0.14646313	-0.11598961	0.117554605	-0.08014502	-0.10428784	-0.119893014	-0.107480854	0.21004228	0.24850771	-0.068055555	0.17796372	-0.0578417	0.091516994	0.2566851	-0.021738835	-0.028043441	-0.1404425	0.20732461	0.044176918	0.019528098	-0.2115705	0.01522897	-0.14915815	-0.0046929363	-0.048749775	-0.21166527	-0.033671144	-0.07261205	0.06800743	-0.07349913	-0.21086287	0.15612645
DB01002	0.08760114	0.024226349	0.07507466	0.0026637893	-0.096394986	-0.004795814	-0.19684464	-0.13052382	-0.13032599	-0.057052426	0.14190203	-0.14562851	0.20579119	-0.055319466	-0.18361436	0.019661322	-0.07276398	-0.115543425	0.021925624	-0.058977425	0.14300601	-0.08477211	-0.066170946	-0.11413157	-0.11741151	0.07809428	0.17391415	-0.018546348	0.20085502	-0.08036266	0.04005943	0.15607905	-0.035392303	-0.08862362	-0.10158749	0.15984958	0.0022845548	0.012609871	-0.15563685	0.04519927	-0.046196174	0.019099956	-0.0010998045	-0.14702448	0.022694744	-0.07925922	0.062496718	-0.10132886	-0.13309257	0.13616835
DB00578	0.12368439	0.024450766	0.051178977	-0.010810802	-0.0781592	-0.0067253467	-0.1701167	-0.10145461	-0.16496664	-0.060772277	0.12579647	-0.13054208	0.21354535	-0.054955848	-0.21027373	0.10850163	-0.14319684	-0.14662948	0.04793302	-0.100637645	0.14358196	-0.11131989	-0.046982117	-0.12523086	-0.12206331	0.17242947	0.18306999	-0.04413433	0.21944554	-0.1468825	0.05210192	0.13338724	0.008848314	-0.03638647	-0.10712937	0.0990877	0.04691742	0.012089271	-0.13989289	0.048053436	0.029736474	0.03703016	0.0053611984	-0.1760497	0.004636257	-0.079850584	0.06447031	-0.084388636	-0.137484	0.13261898
DB01000	0.12440097	0.013551343	0.113858916	-0.008710207	-0.08210919	-0.028069519	-0.19086502	-0.13063161	-0.14607723	-0.06924026	0.1514913	-0.13618024	0.21603239	-0.053127326	-0.18368565	0.06889583	-0.08743782	-0.11931796	0.04523921	-0.046897456	0.14371985	-0.106029555	-0.05770575	-0.11689913	-0.11775014	0.18540816	0.20913854	-0.040622525	0.21161166	-0.09609718	0.028836126	0.1396628	0.0037666084	-0.014743341	-0.09739062	0.1358185	0.025121132	0.015351042	-0.16522294	0.014296273	0.01565767	0.048233744	0.008546608	-0.17398667	0.008013553	-0.085555986	0.060965784	-0.10209454	-0.11125815	0.13395976
DB01001	0.06469371	0.03537873	0.08840242	0.0180517	-0.09062191	-0.034177255	-0.18162242	-0.1216806	-0.16031554	-0.035706874	0.13852845	-0.17821804	0.13520934	-0.0756958	-0.25252897	0.08836609	-0.15670773	-0.08463055	0.17544235	-0.14019938	0.11493528	-0.06392066	-0.070329316	-0.13312118	-0.10210326	0.10887255	0.2234986	-0.0728758	0.1712994	-0.04462874	0.07010652	0.25583425	-0.059856158	-0.03481268	-0.13936299	0.21229275	0.047904342	0.0059659146	-0.14278951	0.013518758	-0.13782416	0.025666896	-0.025176855	-0.19587737	8.175359e-05	-0.048984192	0.070865855	-0.045671184	-0.17457913	0.13891295
DB01006	0.07640167	-0.0031067487	0.087078005	-0.04742697	-0.10051984	-0.034530602	-0.17196819	-0.12409869	-0.16324437	-0.02233359	0.14682505	-0.14041898	0.23146713	-0.06327409	-0.22130439	0.009790063	-0.14984806	-0.075676076	0.079224035	-0.110091485	0.10951991	-0.060068477	-0.071348295	-0.10615649	-0.14065683	0.17460504	0.19708622	-0.008449411	0.20363346	-0.07852194	0.03120373	0.19079266	-0.022599904	0.017901396	-0.124211624	0.1700943	0.05838689	0.03587913	-0.17725633	0.034591068	-0.04268538	-0.011049954	-0.010360053	-0.18718177	0.016305724	-0.08976437	0.07401463	-0.068291314	-0.16480696	0.18040866
DB01007	0.07402078	0.0034877895	0.026701411	0.0039113974	-0.087741934	-0.022289438	-0.19688396	-0.11078845	-0.16696791	-0.005385042	0.14471616	-0.1646925	0.17698674	-0.074524745	-0.23288186	0.07245274	-0.15375434	-0.12553835	0.05829924	-0.12563251	0.14142731	-0.067982964	-0.067549564	-0.09968266	-0.17485099	0.16730459	0.20312099	-0.039056852	0.22816125	-0.08624749	0.07644128	0.22654545	-0.016731726	-0.012856038	-0.12135403	0.18535405	0.05706525	0.019864224	-0.19649251	0.026011609	-0.0010789168	0.038246848	-0.029790059	-0.18913685	-0.0033584973	-0.06973557	0.08846491	-0.09441529	-0.1455892	0.15616496
DB01004	0.1325255	0.01935945	0.057155803	0.03441751	-0.1246268	0.01096423	-0.19207066	-0.12480453	-0.16862805	-0.081851415	0.14626485	-0.1670988	0.19575234	-0.053272232	-0.19509412	0.07573765	-0.16883922	-0.1221969	0.047942556	-0.14072056	0.13158107	-0.11016608	-0.019157594	-0.12640983	-0.10539899	0.19574665	0.23336971	-0.007791411	0.21390967	-0.030059274	0.048352044	0.21958984	-0.04203311	-0.04485656	-0.121433824	0.13056934	0.037787233	-0.0044459975	-0.16071148	0.030333767	-0.086816214	0.058201645	-0.012125589	-0.17985637	-0.0020936765	-0.05819041	0.097161554	-0.07140407	-0.14240415	0.14065988
DB01005	0.104765065	0.049240813	0.10843319	0.026917307	-0.11994557	-0.04040223	-0.1844102	-0.14196937	-0.13673466	-0.050570272	0.1392996	-0.13596436	0.18318653	-0.07650416	-0.20476536	0.020566588	-0.18090819	-0.17343059	0.09417436	-0.11438523	0.085517034	-0.06280618	-0.026806382	-0.11419005	-0.11264773	0.19087955	0.20085531	-0.000112187234	0.15023966	-0.08706758	0.059321098	0.21259077	-0.028056521	0.008167511	-0.13191733	0.14071049	0.00025095674	0.038504988	-0.17312102	0.030264175	-0.09625773	-0.005418556	-0.009908546	-0.1696218	-0.0095695555	-0.06621708	0.085855775	-0.049330294	-0.13647284	0.1402468
DB00571	0.049251065	0.0068897475	0.06795355	-0.013450749	-0.1052369	-0.041155268	-0.21118283	-0.138821	-0.17619	-0.024466602	0.16074648	-0.16910003	0.16127183	-0.055560622	-0.22765332	0.051626522	-0.17861776	-0.14727122	0.06834386	-0.13258816	0.12413086	-0.0765064	-0.060530446	-0.112811536	-0.12504885	0.18481211	0.21355502	-0.04161976	0.19897601	-0.03669244	0.064675145	0.22785382	-0.01877012	-0.006860072	-0.12994975	0.16414492	0.025329541	0.050929073	-0.16740178	0.031803858	-0.13109364	-0.008601858	-0.0010305141	-0.19112119	-0.033447526	-0.06704157	0.06712496	-0.058518425	-0.19410267	0.14808972
DB00570	0.10709978	0.033204455	0.09576824	0.008494234	-0.099451534	0.0031449841	-0.2151819	-0.13475452	-0.15950829	-0.06531096	0.16456766	-0.14261587	0.19826254	-0.056042317	-0.20590572	0.11220405	-0.105157346	-0.152919	0.05472853	-0.08909717	0.14193767	-0.12512335	-0.05706425	-0.12112334	-0.09870503	0.20474325	0.20548655	-0.025884017	0.20456176	-0.05959255	0.05550578	0.13800326	-0.030446885	-0.089189135	-0.12469788	0.15853196	0.03348924	0.02221739	-0.16010053	0.02419145	-0.0062433593	0.046118017	-0.028165612	-0.19827607	-0.0456429	-0.10260128	0.0646309	-0.20055507	-0.14058124	0.16075209
DB00573	0.10940611	0.026181355	0.112624	0.0089989435	-0.12488629	-0.05082793	-0.17675677	-0.124720186	-0.15810941	-0.05216055	0.061462887	-0.15259236	0.21778938	-0.07670117	-0.22223066	0.00372497	-0.15861526	-0.088749744	0.09516869	-0.15686262	0.11565603	-0.10311013	-0.005828455	-0.1282342	-0.16322002	0.16067809	0.21351676	0.01683832	0.20360701	-0.0606737	0.057484582	0.23644732	-0.047390144	0.0021707742	-0.1311677	0.14133999	0.04118849	0.03949996	-0.17093891	0.0020954777	-0.10434529	0.07357165	0.002868509	-0.15015136	-0.026331244	-0.08925036	0.10625027	-0.06319478	-0.13173467	0.1480008
DB00572	0.06725513	0.025809895	0.038421858	0.025533501	-0.09437012	-0.03723644	-0.21053967	-0.11643845	-0.17582853	-0.034862433	0.17350574	-0.1726583	0.18879585	-0.058950685	-0.249317	0.07161909	-0.17726095	-0.12171771	0.08495165	-0.116815664	0.11797175	-0.08742716	-0.030663533	-0.1354796	-0.09907946	0.19045657	0.22917695	-0.019807752	0.18114632	-0.049468078	0.07291678	0.23785017	-0.010923242	-0.07166583	-0.13672327	0.16332301	0.034597997	0.011919666	-0.1593382	0.01299821	-0.119573206	-0.000974137	-0.009569883	-0.17414598	-0.037563045	-0.06225091	0.084571354	-0.05917833	-0.14942929	0.14046751
DB00575	0.069911525	0.024254562	0.085081905	0.001077626	-0.094812155	-0.049591407	-0.19530632	-0.14553304	-0.18191776	-0.026941584	0.1398987	-0.16753606	0.21899126	-0.07970122	-0.22154868	0.08156412	-0.17826131	-0.08785588	0.07897815	-0.11872062	0.12112196	-0.08140943	-0.017307889	-0.12258966	-0.10660495	0.18941885	0.24554011	-0.022425877	0.1657156	-0.029539403	0.04678954	0.25126687	-0.007953476	-0.07026509	-0.15091223	0.15372643	0.056445327	0.010149037	-0.18080862	0.0012824686	-0.11325038	0.025851581	-0.026152246	-0.16956742	-0.04082418	-0.07370607	0.09555447	-0.076713845	-0.16187374	0.14043657
DB00574	0.07002988	0.00968075	0.10854774	0.0030052294	-0.084964834	-0.038718004	-0.17432562	-0.13857374	-0.16369537	-0.060046393	0.14385049	-0.12536252	0.20517737	-0.07214462	-0.18777396	0.07058406	-0.07404787	-0.089104354	0.008636257	-0.1047792	0.12297484	-0.104332745	-0.0473494	-0.111214235	-0.18535994	0.14433773	0.1489061	-0.03998113	0.2170657	-0.09911481	0.057135195	0.06540035	-0.0025829468	-0.009549934	-0.10778409	0.09424153	0.07028186	0.048907503	-0.11120321	0.03910942	-0.020727055	0.015683066	-0.0065516997	-0.15644795	-0.05390176	-0.06856323	0.06271995	-0.08147737	-0.14985514	0.14827545
DB00577	0.10562613	0.018784074	0.06173716	0.022090275	-0.13456038	0.017209172	-0.19802527	-0.11406009	-0.17433788	-0.045650665	0.15337177	-0.15803008	0.20891112	-0.03759504	-0.20969485	0.02695289	-0.17013724	-0.12600777	0.09332297	-0.11612533	0.12101878	-0.090285674	-0.050521933	-0.10758841	-0.100729354	0.15978695	0.21822928	-0.04716	0.1779736	-0.07696806	0.07388277	0.23533128	-0.052161295	-0.096542746	-0.118358254	0.13714622	0.039511334	0.015007993	-0.16290098	0.014992004	-0.122188106	0.033732846	-0.035944104	-0.18962331	-0.0083989	-0.08211557	0.09424292	-0.07391041	-0.13966037	0.14415051
DB00576	0.1432405	0.005564742	0.027323075	0.014927641	-0.11728696	-0.03136605	-0.18353814	-0.07778949	-0.14032024	-0.055763442	0.10704881	-0.14002104	0.16950935	-0.05383561	-0.18760818	0.037520606	-0.12171239	-0.16681603	0.032673955	-0.07111444	0.12892184	-0.061983865	-0.02456993	-0.1317863	-0.12779538	0.14951515	0.20303975	-0.03177878	0.20906399	-0.12426126	0.04675018	0.23006037	0.0050607333	-0.047572505	-0.118424736	0.121873915	0.017403819	0.0049151108	-0.12108225	0.057334423	0.020069703	0.0076349527	0.0035175085	-0.16652693	-0.005427748	-0.051863227	0.1007013	-0.07099854	-0.12516034	0.1435337
DB00751	0.110726364	0.019278586	0.1015645	0.011501137	-0.10467079	-0.056115653	-0.19060856	-0.113946766	-0.17005675	-0.05699168	0.11742513	-0.15943857	0.18347824	-0.0657839	-0.20130536	0.10118639	-0.15890533	-0.12220563	0.035986353	-0.06800075	0.12440352	-0.07226487	-0.04010342	-0.10897781	-0.15762332	0.17454886	0.18948744	-0.049923126	0.1989449	-0.07499263	0.053142518	0.121334106	-0.02730598	-0.085121766	-0.13135299	0.15064411	0.06714893	0.023727503	-0.18694063	0.019805577	-0.010151058	0.036241103	0.007881163	-0.17477801	-0.01500359	-0.07694174	0.0681797	-0.09569346	-0.1452639	0.14445642
DB00750	0.10277546	0.03597824	0.046773046	0.023432702	-0.083037905	-0.028377349	-0.16929059	-0.12552314	-0.12736821	-0.071500495	0.12331414	-0.10014319	0.17849462	-0.07630513	-0.26639903	0.008007448	-0.16142195	-0.10958263	0.09215017	-0.116143905	0.12808312	-0.094135694	-0.029427972	-0.14207652	-0.082304314	0.06846239	0.2185563	-0.041951787	0.1603075	-0.087530255	0.0632627	0.24960981	-0.050194215	-0.01385973	-0.13814528	0.14398548	0.049894534	0.02435228	-0.12599418	0.034173135	-0.107999966	-0.0121646	-0.033681583	-0.18259385	-0.017430477	-0.06729296	0.06850912	-0.05928263	-0.13160494	0.14094473
