Drug	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49
DB09117	0.07080519	0.0072488543	0.043657918	-0.030962097	-0.06977648	0.03720384	-0.103978954	-0.14126782	-0.09175444	-0.032202154	0.06557588	-0.026337767	0.22593397	-0.045635667	-0.1749271	0.0011984907	-0.006015911	-0.0750818	0.10182908	-0.03585795	0.07669441	-0.11072753	-0.026304664	-0.08782478	-0.020299872	-0.011879164	0.115852416	0.0680235	0.1640312	-0.09107234	0.08035037	0.16582175	-0.076307796	0.015129052	-0.07996608	0.050545745	0.049285002	0.07573913	-0.13670315	-0.048944257	-0.085022375	0.06967506	-0.10513605	-0.15967974	-0.047580026	-0.1108925	0.008890966	-0.10953157	-0.0068313014	0.093471564
DB09118	0.051355146	0.0013960392	0.066508524	-0.0354072	-0.07313324	0.059668887	-0.046238225	-0.11090821	-0.08429027	0.0022778339	0.04888346	-0.09671414	0.12689696	-0.088836	-0.1320253	-0.028004874	-0.007992618	-0.10562217	0.09018183	-0.047526047	0.02499715	-0.08972711	-0.017562464	-0.060897067	-0.014435289	-0.008368423	0.07352705	0.16707933	0.15929721	-0.064300925	0.06965094	0.19741307	-0.08094939	0.023968922	-0.11138671	0.06930939	0.014239851	0.01675775	-0.11030297	-0.024786843	-0.11457304	0.0531597	-0.08407911	-0.13341141	-0.03693252	-0.103810616	0.054107305	-0.20248051	0.0014623754	0.11993569
DB09119	0.06684681	-0.007233397	0.08802481	-0.029304255	-0.07245467	0.06169713	-0.06730797	-0.15814069	-0.04159036	-0.010929212	0.056568872	-0.10594552	0.11930601	-0.04944679	-0.12410149	-0.018171344	-0.046337325	-0.10068093	0.10833395	-0.04095889	0.043775775	-0.097347885	-0.021254715	-0.08405567	-0.051328663	-0.012607581	0.08943862	0.12927873	0.17040578	-0.087188065	0.072317146	0.22020945	-0.062267076	0.0230927	-0.08717403	0.091167994	0.038317926	0.05531067	-0.13357495	-0.0025913967	-0.0051475824	0.05181589	-0.066795364	-0.15987621	-0.048195068	-0.14608088	0.05209968	-0.15632173	-0.1090206	0.1329634
DB01349	0.11914469	0.011737298	0.046555884	-0.03363841	-0.090927266	0.014828339	-0.1743531	-0.06911959	-0.14275758	-0.00281954	0.07458355	-0.12759702	0.1787292	-0.031826224	-0.15705438	0.08212176	-0.045337234	-0.06814237	0.021473546	-0.06844157	0.081721164	-0.07545914	-0.058973297	-0.042691603	-0.12097914	0.12562211	0.13907911	0.008028997	0.22478431	-0.10022344	0.09263504	0.08555192	-0.053648982	-0.081186876	-0.10579877	0.114720926	0.04433995	0.007244708	-0.08268149	0.020977786	0.012542838	0.05214342	-0.046838753	-0.18770894	-0.021625977	-0.07570581	0.04544538	-0.17830245	-0.0025715735	0.08279838
DB01348	0.16151154	0.032249983	0.03315694	-0.04093058	-0.104595914	0.022498505	-0.16986758	-0.12360224	-0.15203756	-0.09177749	0.13787188	-0.04264324	0.19739	-0.015798762	-0.19311434	0.008125871	-0.14184168	-0.17166471	0.05858522	-0.11442875	0.1348155	-0.11126472	-0.04111654	-0.1078003	-0.06751418	0.15377295	0.22049032	-0.020251764	0.24533658	-0.12961952	0.09175812	0.12635027	-0.022975149	-0.028383603	-0.06737377	0.13796423	-0.018013675	-0.00444694	-0.06281073	0.04227056	0.028920865	0.06695209	-0.05308803	-0.124266595	-0.03362293	-0.12605721	0.05074519	-0.096200556	-0.06831047	0.11269662
DB05139	0.034324132	0.091841005	0.05629238	-0.02897708	-0.033283524	-0.009073364	-0.05829033	-0.078104645	-0.16449384	-0.04597388	0.034887232	-0.07240253	0.08583153	-0.08435891	-0.09404757	0.04924313	0.03857987	-0.07965305	-0.015724566	-0.070802584	-0.060974695	-0.07990649	-0.0021017161	-0.03834775	-0.047410294	0.07642258	0.06305499	0.098513015	0.12923844	-0.015857283	0.034286547	0.08027281	-0.12355441	-0.12398982	-0.062416475	0.014330814	0.09875724	-0.013430543	-0.07594071	0.05550785	-0.047599927	0.053973775	-0.0086792335	-0.06331475	-0.036466647	-0.022120874	0.027839698	-0.09453829	0.03339462	0.09013508
DB01345	0.043082766	0.028531028	0.055512514	0.07653774	-0.052072402	-0.008570431	-0.09552707	-0.16782826	-0.21421628	-0.05766761	0.020364301	-0.146425	0.17493467	-0.02493603	-0.20128702	0.0005277677	-0.091638595	-0.12898646	0.07374836	-0.09259675	0.08358526	-0.13534471	-0.0058905594	-0.16366059	-0.061062947	0.028759306	0.20176455	-0.04333906	0.12668929	-0.00635569	0.022696408	0.136743	-0.10546988	-0.08950552	-0.15783793	0.13615993	0.08140949	0.045534197	-0.1476365	0.020925222	-0.102800556	-0.050718643	0.046437934	-0.047964353	0.0054125898	-0.053603474	0.083565295	-0.04177564	-0.119874254	0.11536513
DB01344	0.044333205	0.095051795	0.06907678	0.038636945	-0.10669566	-0.051294003	-0.107587904	-0.11557391	-0.1959685	0.009444371	0.019923426	-0.13206866	0.14469399	-0.07681364	-0.15369031	-0.0058046607	-0.13782081	-0.067774355	0.0021000355	-0.099553436	0.07515917	-0.07129447	-0.020522268	-0.13276955	-0.09773883	0.025975637	0.20124917	-0.028579338	0.17674164	-0.0023514424	0.075872704	0.16720784	-0.06422152	-0.04627952	-0.13215868	0.14596504	0.06349509	-0.008167997	-0.17021535	0.04243714	-0.12346553	0.005887309	0.020990087	-0.08467235	-0.03299384	-0.021711111	0.09429611	-0.029923055	-0.11222516	0.0949278
DB01347	0.14850807	0.03325018	0.04057069	-0.033499446	-0.11184737	0.045484785	-0.20143348	-0.020562368	-0.10872976	-0.072855756	0.08621204	-0.071338505	0.1913872	-0.019617304	-0.16379638	0.009506315	-0.06637338	-0.14353307	0.03126421	-0.062031392	0.11163688	-0.12296753	-0.107774355	-0.0842601	-0.06755533	0.094917536	0.1656	0.026199888	0.24097444	-0.14109395	0.092748575	0.11976209	-0.044010594	-0.10797178	-0.08978493	0.054669023	-0.060636863	0.028101511	-0.08648755	0.0058513135	-0.0058292905	0.09640625	-0.038802892	-0.11916512	-0.051594418	-0.07137202	0.015866168	-0.0633262	-0.102461405	0.077121586
DB00859	0.11251818	0.034907307	0.060224395	0.026009005	-0.08744627	-0.04657101	-0.1967047	-0.1321316	-0.1432157	-0.0635195	0.15203555	-0.13770679	0.16396333	-0.0484744	-0.17818236	0.046646852	-0.12748572	-0.17007262	0.09461942	-0.08914069	0.12533288	-0.113183655	-0.051276326	-0.11744453	-0.113044314	0.12029566	0.20127955	-0.029328872	0.15680802	-0.09296498	0.061273172	0.23229629	-0.020669153	-0.03629454	-0.107997745	0.12909108	0.038085904	-0.007228882	-0.15006228	-0.0015304923	-0.09807901	0.015242385	-0.01957829	-0.16881882	0.007665174	-0.05098314	0.08333438	-0.053082973	-0.1450599	0.12622656
DB01340	0.09838255	0.013392486	0.07790509	-0.010837845	-0.106354706	-0.016067445	-0.19228955	-0.117538825	-0.12894054	-0.06965253	0.13433631	-0.16786692	0.21556695	-0.024426034	-0.21038997	0.027493473	-0.14008303	-0.08757709	0.07236701	-0.1438488	0.13459475	-0.103831075	-0.059455544	-0.09882803	-0.07682544	0.15665883	0.23169377	0.012270207	0.19234724	-0.044965524	0.08195545	0.25690743	-0.04140307	-0.08174438	-0.11950073	0.14654802	0.027875744	0.0047172103	-0.12242618	0.031956367	-0.11197964	0.03988767	-0.0335722	-0.086627126	-0.012959002	-0.071573205	0.10480308	-0.018516121	-0.13595939	0.13610825
DB01342	0.10469729	-0.00808927	0.08060226	-0.014953429	-0.11274924	-0.033268496	-0.17402306	-0.07156174	-0.12138626	-0.02981687	0.08800062	-0.05142257	0.12773436	-0.057664987	-0.16338882	0.010765461	-0.050974227	-0.16045101	0.06396195	-0.06856158	0.01752314	-0.07725151	-0.053965855	-0.110431425	-0.07613	0.108783066	0.085041836	-0.027728267	0.20641704	-0.11665173	0.06415305	0.12027137	-0.03197885	-0.0825328	-0.069830716	0.07098977	-0.03200344	0.0776005	-0.09332291	-0.004518482	-0.024716804	0.06547864	-0.04846345	-0.13377948	-0.023343772	-0.07365459	0.03732052	-0.07322452	-0.10980358	0.13275112
DB01028	0.1293401	0.021656372	0.06387367	-0.012756171	-0.11015193	-0.06605739	-0.19020668	-0.12827866	-0.17141494	-0.069766976	0.108951464	-0.12141724	0.20294859	-0.07774496	-0.18441959	0.11487675	-0.09894985	-0.11202818	-0.011532035	-0.037566118	0.1350282	-0.09206032	-0.045430176	-0.11909002	-0.1825538	0.20002139	0.151436	-0.03980455	0.19843872	-0.11994189	0.07100261	0.072208196	-0.015516445	-0.035141595	-0.14850837	0.12816924	0.061566938	0.0012983177	-0.18626668	-0.013956472	-0.0034984648	0.052041885	0.005283799	-0.17509265	-0.035746712	-0.086304754	0.08393305	-0.17785858	-0.14395356	0.18511283
DB00851	0.06237557	0.027137594	0.101801574	-0.014047522	-0.09930028	-0.024864754	-0.22469576	-0.135115	-0.15766217	-0.058437668	0.13320756	-0.14853697	0.2269781	-0.0645433	-0.19890732	0.04185679	-0.15241906	-0.1571989	0.041240588	-0.087773696	0.11436566	-0.0991013	-0.007731706	-0.120217025	-0.12023391	0.16094287	0.15775338	0.03266068	0.20831937	-0.053042255	0.049683284	0.21495625	-0.02825947	-0.040495165	-0.12877348	0.15149948	0.054694857	0.021076122	-0.16466306	0.0089058485	-0.07535053	0.0053139124	0.043952167	-0.18923217	0.020092143	-0.068458565	0.059448615	-0.07780393	-0.13837993	0.13763635
DB00500	0.082062274	0.021091035	0.058012877	0.02349551	-0.10508679	-0.0234421	-0.18627523	-0.10097924	-0.18162154	-0.039708775	0.14956342	-0.130939	0.20281929	-0.052109193	-0.23162356	0.04163215	-0.16349515	-0.1556333	0.06574133	-0.09739263	0.12574859	-0.101073705	-0.04908531	-0.11384128	-0.15288763	0.10188122	0.20821846	-0.014701111	0.17271195	-0.07522951	0.04415479	0.2101446	-0.017733641	-0.037064143	-0.1096182	0.16178636	-0.058435827	0.010850757	-0.16280736	0.004942136	0.012353523	0.011240089	0.001893695	-0.19516888	-0.016664699	-0.056637496	0.08609746	-0.13089652	-0.13697794	0.13866399
DB00501	0.06917478	0.008333011	0.060228188	0.00648416	-0.10890385	-0.03539638	-0.20131868	-0.14454553	-0.17148048	-0.032310493	0.17482382	-0.17815766	0.17855532	-0.088367894	-0.23295668	0.08457113	-0.16953595	-0.15288562	0.09706998	-0.12017922	0.12734756	-0.09473733	-0.066172965	-0.108923554	-0.12013838	0.2001499	0.22682838	-0.013287436	0.16275327	-0.06914489	0.07793944	0.24359281	-0.02553203	-0.0010283944	-0.11912024	0.19344066	0.044815715	0.019362066	-0.1733431	0.021244226	-0.05960202	0.009534985	-0.01740408	-0.21122847	-0.024282416	-0.0668753	0.039614897	-0.056437146	-0.17635152	0.18194705
DB00502	0.05616452	0.016359976	0.07955725	-0.002496345	-0.102198154	-0.03090698	-0.21103808	-0.117624626	-0.17941904	-0.037644997	0.15625495	-0.18034466	0.17591114	-0.07513086	-0.235742	0.109715834	-0.16935864	-0.13708705	0.05555049	-0.12338814	0.123171195	-0.08584564	-0.05314289	-0.11872215	-0.10761911	0.20324971	0.24410354	-0.027137173	0.19241256	-0.0839737	0.097103395	0.2474248	-0.046560872	-0.05258745	-0.13094023	0.1759392	0.041414406	-0.02326132	-0.17471813	0.016163103	-0.09717023	0.017215159	-0.031731468	-0.19484127	-0.015686365	-0.07812459	0.093473576	-0.1017261	-0.13966422	0.18482815
DB00503	0.10086512	0.008667847	0.05751035	0.03019768	-0.11780509	-0.03630521	-0.21024205	-0.16325267	-0.17052665	-0.00063186535	0.09679196	-0.15360653	0.15378784	-0.078353636	-0.20928954	0.06517705	-0.08001833	-0.16121338	0.065716304	-0.10347145	0.13168988	-0.07604808	-0.030818658	-0.11864948	-0.12447037	0.1933953	0.20665434	-0.009641923	0.21892133	-0.081065595	0.06731577	0.23250327	-0.01838982	-0.06401448	-0.114068784	0.16948879	0.04796874	0.0038601123	-0.16763811	0.020592099	-0.07026414	0.010419222	-0.015172346	-0.1794838	-0.014238205	-0.14254269	0.106502295	-0.086183995	-0.15549374	0.167506
DB00504	0.104550466	0.014089882	0.09359752	0.023400575	-0.087829396	-0.018819088	-0.17532587	-0.11055198	-0.13575698	-0.05097422	0.073223114	-0.007638705	0.19526312	-0.09424577	-0.18157293	-0.009756687	-0.14415333	-0.083339795	0.09094922	-0.10556883	0.14146173	-0.11749644	-0.085176684	-0.115124546	-0.04327063	0.079702005	0.21949066	-0.0126422215	0.1721018	-0.14833775	0.047484398	0.12284337	0.013427649	-0.08137564	-0.105696574	0.116232604	-0.07253796	-0.0055216155	-0.15371071	0.025794402	0.030703127	0.03571178	-0.010081358	-0.06466764	-0.03520171	-0.051611733	0.08383775	-0.16696867	-0.113952726	0.13302857
DB00508	0.090265855	0.040793855	0.05815221	-0.022723338	-0.095741935	-0.06098787	-0.18764736	-0.047242	-0.1633063	-0.06602644	0.13938838	-0.1226227	0.19693087	-0.067352995	-0.19634691	0.023566078	-0.09095868	-0.06420541	0.0420991	-0.077341884	0.120242834	-0.108872816	-0.02324401	-0.1322654	-0.10815264	0.169617	0.19831887	-0.038452465	0.2203238	-0.10823778	0.045170926	0.05904793	-0.029492676	-0.1270834	-0.11541845	0.12931025	0.056254305	0.056565	-0.12552899	0.0436766	-0.0014743434	0.025271032	-0.0039707427	-0.1664794	-0.048829913	-0.06916628	0.053210363	-0.09089212	-0.12623829	0.13279657
DB00728	0.112347975	0.0078332685	0.10185899	-0.024746222	-0.10487352	0.024379237	-0.20608802	-0.097112685	-0.14482145	-0.07600737	0.17225885	-0.14074232	0.19754425	-0.055515584	-0.21489352	0.074283674	-0.12991087	-0.15657951	0.08681306	-0.10756093	0.1353885	-0.12074348	-0.03296884	-0.12508239	-0.12531918	0.1771464	0.22491483	0.015887091	0.22682387	-0.087452136	0.07466245	0.23465075	-0.037685215	-0.004340844	-0.11217259	0.13212119	0.027593266	-0.006714264	-0.086612515	0.014115617	-0.093817756	0.0664808	-0.042678382	-0.17813188	-0.008600529	-0.116828844	0.058764733	-0.11201557	-0.12545925	0.14299342
DB00720	0.08833559	0.015109478	0.113942154	0.00047577184	-0.10132283	-0.043090273	-0.18086174	-0.10781493	-0.11792162	-0.0710906	0.09194409	-0.13032539	0.18904912	-0.05429684	-0.22692227	0.10983586	-0.16429114	-0.117227286	0.010777939	-0.09585017	0.124543086	-0.10911949	-0.010995684	-0.11548652	-0.12197967	0.17382169	0.17878585	-0.020550506	0.18351552	-0.029357906	0.0072045643	0.10919729	0.013039812	-0.121837646	-0.14099711	0.109479845	0.054547947	0.044400718	-0.16558672	0.043821484	-0.1268468	0.060748808	-0.020350354	-0.1839843	-0.0456848	-0.061200663	0.0842059	-0.1013392	-0.14285804	0.15024069
DB00721	0.088399954	0.04225337	0.074552655	-0.017291378	-0.10470857	-0.049453042	-0.2018297	-0.10016185	-0.16531189	-0.06366983	0.16281943	-0.1427274	0.2016253	-0.067978494	-0.19835046	0.11474025	-0.16293702	-0.10529478	0.040139686	-0.10484964	0.12106003	-0.101695806	-0.04715345	-0.12323636	-0.12675893	0.16853896	0.19090444	-0.058235724	0.22006156	-0.0863869	0.08419105	0.13005768	-0.030490926	-0.110998265	-0.12528592	0.12963721	0.057479735	0.04567173	-0.14443451	0.0041520037	-0.057726156	0.067723416	-0.012802534	-0.18176696	-0.036838833	-0.05196972	0.054475356	-0.12501994	-0.13099071	0.14049356
DB00722	0.09106544	0.015856124	0.031261638	-0.016046315	-0.101623714	-0.021019354	-0.20093557	-0.11974351	-0.15773459	-0.03728806	0.17489722	-0.16140176	0.15682466	-0.03299576	-0.23727793	0.094408356	-0.17590627	-0.1632703	0.08217163	-0.1452685	0.10874571	-0.088548504	-0.055739213	-0.10487808	-0.0994998	0.18008617	0.2672901	-0.043950748	0.18587129	-0.102399945	0.08338303	0.25727546	-0.041218195	-0.02054646	-0.112804845	0.15023533	0.023364712	-0.0071857655	-0.14105256	0.012547949	-0.11124376	0.038144413	-0.052433286	-0.17626409	-0.0065897675	-0.07729876	0.08053135	-0.06811972	-0.15265429	0.13688263
DB00723	0.114448756	0.0032429267	0.09966849	-0.030248255	-0.07592332	-0.04349654	-0.18291359	-0.11676699	-0.15678497	-0.081766374	0.1517666	-0.13711181	0.19652918	-0.051408328	-0.18419465	0.10416893	-0.090660095	-0.11717369	0.053666715	-0.10023387	0.14362682	-0.08537954	-0.09207475	-0.12707	-0.11273092	0.09208074	0.19137299	-0.018594755	0.22304939	-0.06869552	0.051022463	0.066875696	-0.04765549	0.004671551	-0.12554352	0.1435014	-0.06576124	0.026614705	-0.109553576	0.033531502	-0.0048369	-0.007014704	-0.016759763	-0.16421694	-0.017551165	-0.10349596	0.033069376	-0.062116843	-0.05502046	0.13777585
DB00724	0.06162146	0.014115065	0.08801712	0.025377125	-0.112795845	-0.038290657	-0.17380404	-0.12722868	-0.15643598	-0.032196157	0.08362853	-0.14675367	0.2083731	-0.07706406	-0.18543734	0.069808945	-0.14063162	-0.12257348	0.054538496	-0.09525185	0.12351549	-0.08509431	-0.026507853	-0.119978875	-0.14811246	0.17711401	0.22451591	-0.0074901134	0.2031779	-0.07396254	0.050537586	0.20966138	-0.010134555	-0.09973549	-0.14542481	0.12142153	0.014175938	0.006682776	-0.16359615	0.0060722567	-0.11817892	0.01234201	0.011686886	-0.18271105	0.0020338646	-0.09573936	0.14987665	-0.10124494	-0.13399257	0.14256185
DB00726	0.081552334	0.0014011451	0.053472437	-0.018166356	-0.100248106	-0.034560762	-0.21426898	-0.1309101	-0.18559356	-0.037479997	0.13837713	-0.16048716	0.21642695	-0.0757525	-0.21349269	0.10427996	-0.17154469	-0.07250988	0.03653276	-0.10763595	0.14221914	-0.09712026	-0.044107664	-0.09313933	-0.17877981	0.19679187	0.1924182	-0.012802595	0.18610412	-0.037580255	0.0153834745	0.18580697	-0.013458356	-0.07738188	-0.11872101	0.16323386	0.0637601	0.033761334	-0.17452051	0.035435915	-0.101540536	0.032749157	-0.004471725	-0.18605836	-0.020885518	-0.07411507	0.06757904	-0.18780658	-0.14831345	0.1949677
DB00727	0.07271329	0.066666014	0.058676466	0.034583777	-0.11973041	-0.022973457	-0.2183419	-0.14284246	-0.17738748	0.005167315	0.16306952	-0.16465995	0.16525832	-0.06515805	-0.24930562	0.011612907	-0.18839134	-0.17187291	0.1433849	-0.13143702	0.09846502	-0.08547485	-0.06559638	-0.12587103	-0.12662038	0.20378576	0.24878472	-0.03395124	0.18474086	-0.02910143	0.08186214	0.2691222	0.019032463	0.013719663	-0.15024124	0.17509332	0.033897877	0.018566957	-0.18146747	0.016956555	-0.10077164	0.03517224	0.0055471063	-0.1861847	-0.02562698	-0.060706913	0.07621033	-0.036881976	-0.18581349	0.15309213
DB01124	0.09994797	0.01493969	0.079999976	0.013183428	-0.1295885	-0.04876883	-0.2062691	-0.14978138	-0.18235904	-0.045666937	0.14110574	-0.1485081	0.21341445	-0.09220716	-0.20369372	0.08161855	-0.16529429	-0.0727555	0.06254192	-0.06937994	0.13715261	-0.07872071	-0.019621443	-0.12515011	-0.10068963	0.21734744	0.19237082	-0.015273578	0.15775669	-0.093571976	0.069667704	0.1921011	0.0047663837	-0.0011148286	-0.12515303	0.16888979	0.054697998	0.019933835	-0.16291316	0.02941259	-0.023704752	0.01705405	-0.00822527	-0.16323435	-0.024050865	-0.08311645	0.043070517	-0.06831211	-0.14132217	0.20188087
DB01127	0.095605366	0.009008044	0.09046417	-0.016576985	-0.08577769	-0.03159412	-0.18337329	-0.15072064	-0.15366025	-0.041563455	0.14777583	-0.15755336	0.1586722	-0.07890308	-0.2080901	0.042017404	-0.13734724	-0.10523994	0.06900841	-0.11333532	0.07062638	-0.052255016	-0.020848462	-0.1235446	-0.1701503	0.14975674	0.21129648	-0.045938496	0.21088652	-0.07542355	0.06327127	0.20468898	-0.025484324	-0.11229411	-0.13187666	0.15861504	0.060647745	0.009049298	-0.16876534	0.022045214	-0.08368038	0.0108664725	0.0019132561	-0.17044161	-0.027793806	-0.06217782	0.08952409	-0.07858111	-0.1140317	0.14164917
DB06822	0.010427965	0.07107208	0.009916119	0.06819867	-0.07982065	-0.022267116	-0.1651685	-0.13579229	-0.16155553	0.014952974	-0.0063752076	-0.15192722	0.17829046	-0.08640247	-0.138916	0.00031707634	-0.034831923	-0.024370467	0.01289702	-0.06597924	-0.062077153	-0.07549147	-0.022758985	-0.06804539	-0.09399234	0.1848899	0.09788043	0.09189464	0.18082353	0.009536751	0.051483653	0.14165659	-0.095074594	-0.056267213	-0.13822474	0.10672139	0.08055154	-0.014043154	-0.17326222	-0.023472058	-0.14334404	0.017141975	-0.008736303	-0.08984965	-0.03991157	-0.021131115	0.062630065	-0.1022054	-0.11174286	0.10708833
DB06825	0.038491692	0.028288541	0.040385526	-0.0221488	-0.07135487	0.05640735	-0.18247981	-0.10882463	-0.12040052	-0.07215859	0.11471917	-0.1352521	0.16753966	-0.038179513	-0.21305576	0.08587991	-0.055490807	-0.1410294	0.018543692	-0.07985547	0.09511507	-0.14796312	-0.073923945	0.009640556	-0.059299164	0.103594095	0.1939018	0.04459387	0.18771373	-0.082918294	0.046638034	0.21257447	-0.03857317	-0.11413134	-0.10217206	0.12772168	-0.07008051	-0.044342235	-0.14574146	0.030914033	-0.07478001	0.07089221	-0.04151306	-0.17912033	-0.04212239	-0.102325186	0.05414359	-0.17381108	0.013926784	0.12979183
DB01120	0.08096529	0.017847206	0.086157195	0.0045742225	-0.11654858	-0.029059475	-0.18614566	-0.10866411	-0.16176127	-0.05618548	0.12149809	-0.14775288	0.21036483	-0.026658041	-0.2049331	0.022283973	-0.119234204	-0.16739178	0.06941818	-0.1372504	0.12979145	-0.053086884	-0.07098291	-0.13002124	-0.09571205	0.17125323	0.24402614	-0.012686582	0.232332	-0.071858935	0.04711183	0.2090452	-0.034520395	-0.0010319297	-0.14132291	0.1655319	0.022321826	0.06810583	-0.15839852	0.016553983	-0.100283936	0.014341051	-0.043739073	-0.19989882	-0.0065093767	-0.05352317	0.1226452	-0.05295322	-0.1459322	0.14745325
DB06827	0.062306028	0.03392519	0.045655657	-0.08626469	-0.093814425	0.032312352	-0.080530636	-0.03749362	-0.07870459	-0.05320053	0.11334647	-0.10588322	0.14825466	-0.038182084	-0.13078406	0.088571444	-0.06525186	-0.1116883	0.024604851	-0.035926644	0.020502778	-0.13314839	-0.09505741	0.0037884484	-0.048967473	0.031607512	0.09942479	0.13133018	0.14708158	-0.07896709	0.06233267	0.13363475	-0.061871182	-0.070853405	-0.05244686	0.074092895	0.039621446	0.024795419	-0.121089354	-0.0106968	-0.024725383	0.093816906	-0.08141995	-0.17403047	-0.02844712	-0.08405737	0.027693842	-0.18827982	0.0074472735	0.06770481
DB01122	0.10205934	0.01563508	0.07206249	0.0017530654	-0.11244171	-0.01946089	-0.15620698	-0.12846442	-0.1362556	-0.03626192	0.1341981	-0.015233001	0.19483158	-0.065788746	-0.18721925	0.10026863	-0.08465975	-0.15112439	0.053039934	-0.09888981	0.13563053	-0.11625812	-0.04042804	-0.116109125	-0.098077394	0.13943452	0.20020038	-0.024560811	0.20176846	-0.11400971	0.08003899	0.12872083	-0.02924765	-0.092064634	-0.1171812	0.07002199	-0.051456496	0.012829887	-0.143127	0.022899872	0.015331447	0.020891724	-0.022974478	-0.087626725	-0.016486606	-0.057682294	0.07279693	-0.1369005	-0.11253709	0.12990052
DB00434	0.0704501	0.009499915	0.095267065	0.036098387	-0.1115992	-0.049245253	-0.19409361	-0.12050289	-0.17903447	-0.10999628	0.13875069	-0.14820522	0.21935672	-0.0103037525	-0.20298027	0.06534733	-0.17604874	-0.1151807	0.074402936	-0.094149865	0.12132186	-0.092594944	-0.0045044664	-0.1269923	-0.12325063	0.17934209	0.19305444	-0.014315361	0.16782776	-0.039879143	0.075286455	0.21829465	-0.011810038	-0.08485249	-0.13635677	0.14573643	0.055932943	0.059240945	-0.14195922	-0.007883311	-0.11660889	0.0071099587	0.0041776123	-0.18186755	0.0155125	-0.04080773	0.060519412	-0.058759212	-0.12186919	0.13436197
DB00435	0.10950282	0.05489974	0.043041997	-0.02677014	-0.099512614	-0.036832046	-0.2173694	-0.15845129	-0.16355358	-0.071720295	0.036442827	-0.15357313	0.21475995	-0.09639279	-0.18218188	0.016759092	-0.13008605	-0.09192401	0.01229007	-0.04547113	0.11975834	-0.12214631	-0.022377612	-0.122418135	-0.12554632	0.12039919	0.10882664	-0.020013321	0.21458378	-0.07364178	0.05859588	0.13033906	-0.027532794	-0.080465	-0.15297481	0.16937551	0.066601925	0.057449333	-0.16487794	0.042851053	-0.021369867	0.0030167587	0.00048390368	-0.17432034	-0.020688355	-0.098917775	0.085874505	-0.08845882	-0.14356627	0.13614094
DB00340	0.12481864	0.0017176346	0.084035516	-0.03128973	-0.12189163	0.034098063	-0.1508917	-0.050012674	-0.16417277	-0.07453312	0.11377216	-0.09744185	0.2246751	-0.02747373	-0.19835007	0.10499953	-0.12928666	-0.1471439	0.030574823	-0.06321151	0.12430364	-0.09291522	-0.073945016	-0.11548781	-0.17498894	0.1736365	0.1778411	-0.03183793	0.19060054	-0.04437204	0.053102106	0.07043682	0.010417135	-0.08023959	-0.12698571	0.13590048	0.04874237	0.05169832	-0.096824534	0.029495053	-0.023448057	0.053896274	-0.01860627	-0.0723677	-0.02258406	-0.07100533	0.06903046	-0.08703169	-0.13335459	0.15237261
DB00341	0.05861111	-0.0033519864	0.106472656	0.016604288	-0.09380621	0.0036189742	-0.20808658	-0.11137618	-0.15594496	-0.073283195	0.15727559	-0.18404011	0.15255117	-0.046139818	-0.27125472	0.0071895514	-0.18656102	-0.16278215	0.12573846	-0.14289579	0.10716121	-0.08511705	-0.05865559	-0.11935961	-0.10188825	0.16497676	0.2497849	-0.08006501	0.18411773	-0.05546225	0.070013754	0.26980057	-0.06145236	0.01526216	-0.12933734	0.1674669	0.027901944	0.056056973	-0.10727644	0.011950312	-0.105447516	-0.0114197135	-0.034752656	-0.1759362	0.019200379	-0.07215677	0.049488746	-0.036023375	-0.15720494	0.1589243
DB01129	0.06621921	0.0132116135	0.09588057	0.0020006173	-0.10487488	-0.032375496	-0.18834287	-0.12172477	-0.138182	-0.014722852	0.107673325	-0.16870056	0.21233407	-0.04278586	-0.19151945	0.0075796545	-0.16510071	-0.16135418	0.06673087	-0.12091611	0.12007618	-0.09580232	-0.06005462	-0.12085843	-0.1516092	0.1744546	0.21540333	-0.013939053	0.17304283	-0.07748824	0.048826545	0.2064463	-0.026189007	-0.08911528	-0.12179138	0.1548564	0.053593125	0.016367381	-0.16393037	0.011217738	-0.040193763	0.023072017	-0.025902584	-0.19161294	-0.012872735	-0.06455052	0.10933976	-0.06325297	-0.13999315	0.14214377
DB01128	0.09037194	0.0041572945	0.09006692	0.020682478	-0.110763945	-0.045478005	-0.17421918	-0.131637	-0.16421196	-0.054239195	0.16250482	-0.16338202	0.20689185	-0.07721461	-0.22573593	0.09499248	-0.1594714	-0.16435851	0.05376551	-0.13616657	0.1322302	-0.08136649	-0.04623961	-0.117623545	-0.10159515	0.21853298	0.19115698	0.0026201191	0.18327184	-0.14119267	0.08500692	0.24762522	-0.05979697	0.0046259495	-0.124984816	0.16139139	0.06537472	0.0299782	-0.15405676	0.01482025	-0.10587603	0.010269272	-0.038705725	-0.17344135	-0.004489142	-0.09555404	0.09118882	-0.06645878	-0.12333292	0.19066535
