Drug	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99
DB09345	-0.05025278	-0.020717368	0.15147446	0.002371464	0.048835054	0.030491205	0.013972818	0.08567796	0.066235565	-0.002283038	-0.0565523	0.12098042	-0.066365816	0.03294525	0.009943228	0.06920309	0.031917725	-0.06958951	0.03131811	-0.10830183	0.058860958	0.08128491	0.011060652	-0.008421996	-0.008624652	-0.07655644	0.06361387	-0.06477325	0.011706107	0.0037760204	-0.03191754	-0.057717077	0.032208968	-0.0021427055	-0.003978461	-0.0061330795	0.10947151	-0.04987124	0.06910558	-0.0045967773	0.09205048	0.016938796	0.056790687	-0.026078012	-0.075531155	0.039188698	-0.08787963	0.049906168	0.021789677	-0.021834955	-0.057296842	0.09681311	-0.047972046	-0.07506525	-0.06391319	0.15179764	0.059172075	-0.13405831	0.038328826	-0.05691946	0.115221724	0.09059275	-0.0053241504	0.034547195	0.012771231	-0.048783015	0.0056372397	0.0019043256	0.015171107	-0.052619364	0.08672268	-0.05156919	-0.054044116	0.08113803	0.060771078	-0.009806242	0.09264278	0.046058908	-0.08638167	0.049625006	-0.08943943	0.04177925	0.008532778	-0.016922122	-0.018224966	-0.06912585	0.079388596	-0.052197956	0.0038555204	0.0887124	-0.012769384	0.042285077	-0.06451669	-0.08449794	0.017172791	-0.075228356	-0.03168748	0.12372332	-0.02563942	-0.03979608
DB01017	-0.010237877	-0.0680563	0.13263881	-0.0322571	0.036496256	0.058205962	0.02262203	0.050695106	0.07598453	0.043869365	-0.069387995	0.13347317	0.016370347	0.059814908	-0.05454566	0.094290346	-0.053637877	0.0047866716	0.06460678	-0.09662853	0.10030253	0.10694354	0.052338697	-0.0022680224	0.018649517	-0.08474019	0.065443985	0.022559952	-0.013125949	0.0749324	-0.029736672	-0.09179669	0.032073986	0.07307948	0.004970479	0.013845984	0.124299064	-0.050566748	0.073618665	-0.0899142	0.042490922	0.106850654	0.08342832	0.012790365	-0.097534895	0.050355796	-0.056369357	-0.056402545	-0.0048319064	-0.02757823	-0.13769229	0.11673811	-0.06520077	-0.07252376	-0.067174956	0.1673493	0.031217594	-0.15699573	-0.03371992	-0.09237768	0.103671685	0.08511829	-0.027036533	-0.06275697	0.021878129	-0.08109503	0.04422587	0.039213553	0.016734693	-0.09752708	0.09114823	-0.04081744	-0.112947375	0.063087925	0.072386675	-0.05921264	0.10519161	0.031670347	-0.093140826	-0.0016214387	-0.08925454	-0.013892663	-0.05974516	-0.0651419	-0.051211853	-0.1114107	0.04485579	-0.065738335	0.003900477	0.07093066	-0.08291183	0.09011686	-0.06888351	-0.07745813	2.054649e-05	-0.043990057	-0.021580037	0.14520666	-0.021980695	0.007910791
DB00072	-0.0056486	-0.012694488	0.09775105	0.012919533	0.044043485	0.081847236	-0.010685825	0.06795772	0.046438202	0.023858313	-0.031150885	0.101572365	0.035156477	0.05084921	-0.02707067	0.06466168	-0.013555409	0.017698033	0.09570142	-0.04713288	0.10072579	0.02833792	-0.013444288	0.0018794944	0.01747605	-0.04047897	0.0498975	0.019005692	-0.017452057	0.090555266	-0.03781287	-0.09288961	0.043965127	0.04980038	-0.026562082	0.04540192	0.110621065	-0.010694703	0.010474777	-0.046596423	-0.030037485	0.11648542	0.019615093	0.02189756	-0.087833956	0.024498798	-0.034319595	-0.05932633	0.015818628	-0.04863771	-0.13166696	0.096919514	-0.049196806	-0.0419296	-0.04809544	0.119146265	-0.009847801	-0.09448343	0.040960673	-0.07231533	0.043122713	0.094389245	-0.028929325	-0.04182165	0.045163352	-0.057578962	0.02821379	0.07538334	0.002390483	-0.07714604	0.09666341	-0.04506091	-0.060593247	0.05016215	0.04157684	-0.015696773	0.07612099	0.05241335	-0.015767116	-0.033614334	-0.080486	-0.038265742	-0.053016473	-0.057798646	-0.006057487	-0.11601732	0.08979119	-0.06487012	0.07539484	0.040684797	-0.05138177	0.025904812	-0.05341648	-0.02733339	0.0029111337	-0.022286916	-0.054536168	0.12280187	-0.03347657	0.010285043
DB09342	0.005082479	-0.081484176	0.103823215	-0.047708355	0.031744014	0.010594689	-0.0114715025	0.053211957	-0.0020814338	0.008617965	-0.013030847	0.11458313	-0.038227092	0.0008193314	-0.04006	0.055048678	0.0332046	-0.033254333	0.037743103	-0.041578736	0.055683404	0.007816396	-0.04477951	0.019010166	-0.019916767	-0.007371132	0.058699388	0.011380982	-0.020337455	0.025304243	-0.012633344	-0.0091835875	0.04294904	0.061741155	-0.0081928	0.04914256	0.062902205	-0.041808244	0.0850442	-0.0033269995	0.024021015	0.07179697	0.0687224	-0.032747302	-0.0194848	0.0683337	-0.028614407	0.020803181	0.044541568	0.038325183	-0.03416509	0.09599209	-0.021033403	-0.021786712	-0.0056368154	0.077011704	0.029895071	-0.124895684	0.041112315	-0.0012193206	0.0673125	0.0693318	-0.03429936	-0.0054120556	-0.0059888894	-0.075467125	-0.024548935	0.013693921	0.041895	-0.06692883	0.013434761	-0.036704615	0.020113783	0.08152542	0.08599222	0.0066663106	0.049967725	-0.007536848	-0.04424464	0.06775087	-0.02334117	0.023431236	-0.009341187	-0.06264742	-0.014863706	-0.029497448	0.010581158	-0.022633404	0.071137376	0.08512897	-0.0635966	0.0018095203	0.0090543935	-0.07654271	0.058746904	-0.059271194	-0.06706729	0.07402936	-0.033238735	-0.0111439545
DB00073	0.011132533	-0.00800062	0.10766419	0.036244154	0.040937535	0.083899215	0.0019082377	0.054878004	0.071882255	0.025869502	-0.027414937	0.10981645	0.0083527155	0.066983245	-0.037841417	0.08590641	-0.017472237	0.015264388	0.08217933	-0.015805602	0.10421787	0.071398266	0.01558361	0.027723297	0.014227899	-0.026132097	0.025843263	0.0048076	0.010798896	0.10435495	-0.048165306	-0.087563924	0.041317288	0.046430588	-0.017414553	0.054869153	0.11345876	-0.036751114	0.041812934	-0.05479009	-0.04384299	0.09330845	0.012372118	0.024140427	-0.060300067	0.039121073	-0.048073724	-0.046821307	0.028028771	-0.050533388	-0.15383165	0.09295294	-0.05804757	-0.039053135	-0.056426667	0.14073387	-0.028251953	-0.100191705	0.04076815	-0.057258286	0.04632543	0.09331057	-0.0487765	-0.03990627	0.05448797	-0.06558046	0.04098885	0.08094458	0.02502017	-0.09568139	0.10903894	-0.027062554	-0.051112108	0.066571355	0.05241811	-0.008276116	0.09250119	0.030545669	-0.031521525	-0.022561122	-0.085854754	-0.039989587	-0.05776003	-0.063602	-0.031769123	-0.10041124	0.06682064	-0.044064038	0.062130395	0.06302047	-0.02462126	0.02122162	-0.057086866	-0.01810293	0.02001835	-0.025972962	-0.05601497	0.07911648	-0.018365845	0.008153623
DB02665	0.011391106	-0.039666496	0.07262548	-0.013601428	-0.004706394	0.01826604	0.0042086556	0.035198417	0.019642724	0.012504224	-0.04900053	0.055922795	-0.057623677	0.025104903	0.0037632156	0.002072297	0.03349083	-0.05711114	-0.025673494	-0.047653593	0.050692093	0.02897642	-0.04997302	0.0049361037	0.018511279	-0.016487755	-0.0031362367	0.033507902	0.046672907	0.016932493	0.027998753	-0.0821507	0.075536944	0.05511521	0.0065437537	0.011158381	0.055002492	-0.062193785	0.088437535	-0.024329284	0.029885694	0.05572565	0.04686104	0.020003073	-0.022946801	0.0684473	-0.052329294	-0.034329392	0.018601198	0.044998616	-0.049261972	0.05320055	0.024935383	-0.022639297	-0.0636458	0.069147736	-0.013298688	-0.06737854	0.03600898	0.0044517927	0.045724146	0.06582491	-0.016793301	-0.017387245	0.0039254623	-0.033450596	-0.021590898	0.049989145	0.042424165	-0.066212595	0.02490877	-0.005771533	-0.018279634	0.0886016	0.05953995	0.053944614	0.058982074	-0.016755732	-0.028361794	0.03908505	-0.04500302	-0.0019234035	0.0018119313	-0.041955024	-0.012592038	-0.07915879	0.0002668273	-0.0031352462	0.009175656	0.09498351	-0.017932408	0.012846094	0.002965752	-0.008762202	0.053042654	-0.051481985	-0.039992623	0.05632764	-0.0134452125	-0.008540431
DB00831	-0.038097966	-0.06613368	0.122721165	-0.005282829	0.0565388	0.06014903	0.008671153	0.05841064	0.03110976	0.051150676	-0.038256336	0.15374252	-0.03214265	0.07680197	-0.043769695	0.07676107	-0.013350383	-0.050869897	0.061406508	-0.07105517	0.10651815	0.10724983	0.03589607	-0.010474669	-0.02641694	-0.073007666	0.052618064	-0.02350564	0.051783685	0.0662166	-0.0008886298	-0.09967868	0.030244611	0.019331241	0.007867344	0.021211473	0.12930483	-0.073242195	0.07440663	-0.0442177	0.00877672	0.099910945	0.08235763	0.022821203	-0.08919704	0.06700235	-0.070575066	-0.043465182	0.050296307	-0.006693325	-0.11599141	0.108197935	-0.081892036	-0.07649245	-0.07272919	0.15947413	0.038544502	-0.14389226	-0.0073478143	-0.09113657	0.101255216	0.10907313	-0.039343562	-0.0506284	0.019207466	-0.08357176	0.023202041	0.08388179	0.08366902	-0.10206723	0.07887185	0.008258626	-0.12423646	0.059463292	0.107293054	-0.037784167	0.10858677	0.039722748	-0.11031597	0.007877485	-0.104563445	-0.041591354	-0.062006578	-0.049572702	-0.05737591	-0.12147888	0.06933944	-0.04772489	0.058626287	0.05482809	-0.069936	0.051361594	-0.04607312	-0.07259722	0.013640128	-0.012211377	-0.020109728	0.12895313	-0.0045655672	-0.0034456453
DB00928	-0.033296954	-0.005508802	0.11667703	0.017059114	0.013180968	0.023173116	0.040831864	0.07419975	0.08501554	0.02318197	-0.080424316	0.1376093	0.022866726	0.06520935	-0.05225471	0.035341285	-0.016496314	0.0017477885	0.084808566	-0.100123405	0.0850632	0.099595405	0.027886717	0.052692443	-0.016614698	-0.089733064	0.048239302	-0.018476442	-0.026428504	0.05360695	-0.039333113	-0.085352495	0.024846418	0.06829519	0.0057208454	0.022631515	0.11842291	-0.011915125	0.051676296	-0.06085689	0.006493138	0.09713611	0.086275905	0.044032816	-0.080829844	0.07138287	-0.059055924	-0.038285997	0.031235605	0.0030247793	-0.11460751	0.10755035	-0.049942724	-0.07995627	-0.0071793543	0.13763988	-0.019171305	-0.12879987	0.02507199	-0.085031934	0.10300324	0.11715323	-0.029242974	-0.059638903	0.018345	-0.069994636	0.011052199	0.060523078	0.051318254	-0.1128074	0.082290955	0.02331742	-0.108623445	0.054750867	0.09270146	-0.047018	0.07070759	0.03573027	-0.09182287	-0.0057443967	-0.0771488	-0.0097623505	-0.028590754	-0.012428786	-0.013260235	-0.089836575	0.048682757	-0.071452506	0.058898754	0.075607054	-0.075762	0.088994734	-0.07766054	-0.015025085	0.012515047	-0.029787693	0.0024020118	0.14335169	0.03066739	0.05521098
DB01011	-0.051932164	-0.08006086	0.12584141	-0.01308505	0.025601095	0.035336964	0.013648472	0.056018464	0.08184804	0.032691944	-0.06728802	0.104413845	0.01772813	0.06462589	-0.003629882	0.05848209	0.007862524	0.0044795685	0.065404885	-0.06008963	0.07781767	0.08654172	0.019696902	0.007297612	0.0094355205	-0.06922276	0.0522991	0.027421016	-0.022255912	0.06671994	-0.038369574	-0.09451179	0.07848887	0.088334	-0.015138939	0.0486308	0.12220873	-0.015945211	0.029275715	-0.05364267	0.0068500172	0.114935055	0.07627461	0.033187933	-0.07439478	0.06379837	-0.07023912	-0.04525791	-0.004411555	-0.03515842	-0.124336556	0.096498646	-0.050547045	-0.074949816	-0.08337414	0.13700913	-0.02801435	-0.13018543	0.03492155	-0.077942215	0.10935146	0.11193539	-0.038289186	-0.052874316	0.027339075	-0.07152096	-0.01054039	0.056512564	0.07705834	-0.09885665	0.07222881	-0.006587499	-0.10434595	0.050513707	0.10124714	-0.024754202	0.078859776	0.038598984	-0.08742196	-0.029011946	-0.09184681	-0.026664909	-0.040258028	-0.0047408314	-0.012215519	-0.11815104	0.056075614	-0.05671232	0.07603077	0.048987396	-0.061866365	0.03957469	-0.05502301	-0.0822545	0.009582914	-0.025798585	-0.0121017285	0.12571484	-0.0023633642	0.0624999
DB09008	-0.04359826	-0.0717517	0.10219812	-0.010914688	0.023378797	-0.014150031	0.0027209837	0.04802499	0.1030837	0.00060228864	-0.03300996	0.13222352	-0.0010130871	0.04040374	-0.006725203	0.0057538366	0.013210051	-0.043660384	0.03546744	-0.048836295	0.054954916	0.08442955	-0.020139135	0.051732622	-0.0032204874	-0.07727811	0.024358407	0.026708515	-0.018880388	0.036161136	-0.023381105	-0.051837116	0.021497209	0.081930466	-0.00948829	0.009822271	0.0746939	-0.01827746	0.043426342	-0.04286754	0.052245267	0.06952	0.019342538	0.017314728	-0.028060727	0.10771763	-0.059849072	0.0039661666	0.026092108	0.03176906	-0.0712863	0.09352128	-0.034033347	-0.026341908	-0.075508125	0.094823204	0.035105627	-0.085845836	-0.0023671992	-0.023601927	0.09905477	0.08117272	-0.008135587	-0.041150484	0.00074292335	-0.049764246	-0.035211727	0.06855023	0.019069029	-0.11141057	0.0996291	0.0026906133	-0.09053285	0.094952084	0.10631802	-0.018392239	0.06277942	-0.012555523	-0.04788246	0.017060086	-0.013656588	0.0063345013	-0.05706271	-0.009024812	-0.010553339	-0.111492485	-0.0045443918	-0.066141404	0.06676856	0.0380279	-0.050307747	0.03937873	-9.6497475e-05	-0.087147854	0.05938873	-0.013524411	-0.06844942	0.13129441	-0.0172339	-0.012806679
DB09009	0.02487902	-0.013300203	0.07889789	-0.020942587	0.033049747	0.047697585	0.030083233	0.054415304	-0.005759257	0.0005485008	-0.039982997	0.12532194	-0.056862865	0.056238696	0.008528491	0.109383725	-0.017324343	-0.013315998	0.027513169	-0.04967695	0.07459224	0.024057772	0.035011053	-0.004289333	-0.04468923	-0.06836798	0.011222532	0.036214504	-0.014899501	-0.0039869323	-0.01174197	-0.08203129	0.024473052	0.019322021	-0.0445077	0.0011150121	0.11730406	-0.037640177	0.092401505	-0.0035067121	0.07346202	0.008821832	0.0020978707	-0.04202692	-0.089934595	0.04874864	-0.05968115	0.011835661	0.04182773	-0.035421282	-0.044445373	0.09770869	-0.051270463	-0.03035936	-0.022642458	0.14561434	0.04308363	-0.1426324	0.036013998	-0.06933737	0.09897222	0.11274515	-0.034488317	0.042625893	-0.060417548	-0.07492912	0.03312838	0.01500092	0.0020029368	-0.026475322	0.0067622233	-0.025112048	-0.0050022136	0.064428486	0.09260348	-0.0064932527	0.07622365	-0.0053205444	-0.075373545	0.070958726	-0.10381396	0.00060354837	-0.0015724028	-0.0016698092	-0.04507543	-0.029286968	0.03421648	-0.016214084	-0.005116695	0.09148759	-0.010982176	0.00619506	0.007494452	-0.08404839	0.0043458967	-0.071923934	-0.028600268	0.097300984	-0.01834754	-0.004198807
DB09000	0.02537963	-0.074146695	0.06953239	0.012050361	0.04867932	0.026801713	0.017555203	-0.01762313	0.028189119	-0.0074445447	-0.057832055	0.058756698	-0.05129694	0.057034567	-0.04400042	0.07016904	0.021446574	-0.048051544	0.012409652	-0.057345558	0.076395884	0.014993544	-0.020085009	0.066480726	-0.04552544	-0.029060226	-0.0030001337	0.045595307	-0.012943403	0.009376406	-0.046496853	-0.030592613	0.03743919	0.06412852	-0.052499972	0.00092985935	0.06872676	-0.07204358	0.08431064	-0.026337737	0.020950899	0.016314175	-0.014943678	0.016646756	-0.044670247	0.08209294	-0.025592493	-0.040981814	0.012959755	-0.023375932	-0.022517774	0.021943793	-0.01036313	-0.0074684243	-0.054993093	0.097244695	0.0021574353	-0.11212096	0.065884046	-0.0034157662	0.06539338	0.08653403	-0.03199787	-0.02482294	-0.034775384	-0.080625705	0.01981978	0.029170152	0.039832845	-0.06783501	0.012569874	-0.031524688	-0.04561859	0.09158596	0.09560172	0.014719971	0.04974184	-0.026330298	-0.05144835	0.047151666	-0.037422933	-0.0061287284	-0.022478465	0.0017962559	-0.059351437	-0.09321252	0.017604422	0.0057121143	0.00029478292	0.1023079	-0.03300453	-0.020305617	-0.012019094	-0.085032865	0.030981047	-0.024694674	-0.06649366	0.077132136	0.026180442	0.049804095
DB09001	-0.032480747	-0.046468936	0.034056585	-0.008091527	0.03681498	0.0038898205	0.034255914	0.044395942	0.031715132	0.016942233	-0.056295093	0.06298127	0.0074883127	0.012116378	-0.06934835	0.06019938	0.03292747	-0.0011604027	-0.001635119	-0.05516227	0.06514866	0.081414625	-0.038881823	0.05082896	-0.010050326	-0.030368857	-0.006939974	0.025185524	-0.011801497	0.01882463	-0.035704155	0.0034819804	0.037247047	0.056290515	-0.015979547	0.032961335	0.06354951	-0.03473699	0.073845744	-0.011496887	0.062069837	0.06211486	0.007998746	0.026772028	-0.008113069	0.08722165	-0.032427605	0.004832655	0.052478366	-0.02967751	-0.051713977	0.1016036	-0.044551626	-0.028769141	-0.07313496	0.1200854	-0.01291984	-0.09306623	0.037742376	-0.07596762	0.109928705	0.08386911	-0.014374993	-0.020525241	0.003701041	-0.07235139	-0.031383954	-0.0063589276	0.031644296	-0.096105434	0.084561035	-0.006893482	-0.04828144	0.09372439	0.086959556	0.0045042173	0.07435277	-0.004955412	-0.04280337	0.00018998864	-0.01881813	0.023121335	-0.04868756	-0.073279545	-0.03287873	-0.09914654	-0.024748856	-0.05372668	0.044257715	0.065861575	-0.013509949	0.016102951	0.0066307564	-0.080277756	0.027621726	-0.010940154	-0.03233963	0.13175647	-0.027627423	-0.012003528
DB09007	-0.031477783	-0.063159555	0.063577496	-0.049572486	0.038827166	0.021225637	0.006447963	-0.013190972	0.016660452	-0.009074434	-0.052699562	0.05227556	-0.041723214	0.057632286	-0.013030377	0.07340464	0.019615738	-0.028769827	0.034116734	-0.056272965	0.05664137	0.0017078681	-0.008000431	0.05536836	-0.035740983	-0.05911555	0.007770974	0.04107862	-0.014801512	-0.0024509565	-0.034684625	-0.075650804	0.07852232	0.02743517	-0.04483148	0.0002828918	0.0745052	-0.10273501	0.09111588	-0.012693203	0.061545126	0.014644425	-0.03443049	-0.044874676	-0.08485602	0.073681384	-0.038438305	0.009471334	-0.0073259147	-0.008622557	-0.030584896	0.031612184	-0.041727178	-0.016305115	-0.009276213	0.103460245	0.04097045	-0.11021555	0.076851316	-0.022909578	0.052575454	0.0947672	-0.033649616	-0.011060982	-0.03909422	-0.075839065	0.03212848	0.05670402	0.04853938	-0.060492918	-0.0022308053	-0.040240258	-0.02805059	0.10756444	0.0706119	0.0026987335	0.06194923	-0.03586483	-0.035755325	0.033859063	-0.042833287	0.003929093	0.00891529	0.009889863	-0.06812637	-0.021692842	0.021547344	-0.03138036	-0.0043041245	0.05777925	-0.014334841	-0.02221448	0.016760968	-0.07442773	0.025894295	-0.06535728	-0.041539643	0.09011123	-0.023990799	-0.0031915153
DB01010	0.010417783	-0.028887682	0.09779112	-0.012577539	0.042924788	0.07670842	0.035986904	0.06765923	0.054516707	0.06409516	-0.049539443	0.13184358	-0.05463939	0.056124993	-0.0051196436	0.08682807	0.0075002224	0.011894045	0.07267784	-0.09685514	0.07834124	0.09607802	0.04767011	0.027560424	0.019406287	-0.07328249	0.020923689	-0.016106378	-0.012298227	0.05936999	-0.037907496	-0.08359018	0.07858358	0.048341155	0.0011090029	0.03583155	0.11894427	-0.09013804	0.08096313	-0.05701732	-0.008574912	0.09681179	0.08160246	0.04645632	-0.07872168	0.061540917	-0.03833554	-0.049833875	0.0022109742	-0.02463133	-0.11308145	0.09754183	-0.05056372	-0.049290765	-0.03824225	0.14025389	0.037805583	-0.10733911	-0.0018508689	-0.06652357	0.09636946	0.0937576	-0.011729602	-0.03356732	0.01708096	-0.07418429	-0.004988714	0.019074626	0.045635324	-0.09005623	0.09960833	-0.003504644	-0.08598445	0.07362103	0.07557154	-0.0044890484	0.07365708	0.010872038	-0.087875985	0.021989288	-0.08197741	-0.038302664	-0.04546899	-0.08344029	-0.03900058	-0.09696602	0.042000808	-0.054688286	0.05344069	0.09005943	-0.023035506	0.07682822	-0.06428279	-0.070372105	0.035008617	-0.022255372	-0.050833307	0.113001816	0.010943656	0.021910487
DB01764	0.005085164	-0.063223734	0.11530443	-0.021876287	0.010436492	0.007873012	0.0070265164	0.078639396	0.058222536	0.0125835305	-0.011480925	0.13251853	0.017406046	0.059329316	-0.03520699	0.05601895	-0.029889226	-0.027854264	-0.0031540343	-0.046568967	0.05175156	0.07445695	-0.006454804	0.049182944	0.021916348	-0.10391776	0.07023023	-0.031543087	-0.013637648	0.051626135	-0.03628859	-0.03321571	0.04682842	0.03264152	0.038773067	0.056928348	0.12827173	-0.041042004	0.08857535	-0.06629435	0.04617252	0.112825036	0.06054175	0.030518474	-0.0775769	0.047071733	-0.08057634	0.028154051	0.040422454	-0.026295591	-0.0712613	0.06574096	-0.031144751	-0.05774979	-0.1094452	0.096819304	-0.024328599	-0.09821875	0.011052157	-0.07902729	0.08939334	0.10062834	0.02923626	-0.05703946	-0.0075371843	-0.054383814	-0.04459318	0.03731686	0.050965514	-0.081057735	0.033202406	0.03717413	-0.09982043	0.04708263	0.12546194	0.00018325634	0.102002665	0.021475874	-0.07614639	0.030159809	-0.074459955	-0.022554686	-0.033501398	-0.07892711	-0.03933283	-0.1145424	0.076344766	-0.061302725	0.069021456	0.08340368	-0.067129254	0.08846396	-0.048333414	-0.055749718	0.03526347	-0.06546033	-0.033536643	0.11451462	0.011896172	0.054475624
DB09174	-0.044273984	-0.059859943	0.041610334	-0.046289194	-0.012297606	-0.0021310323	-0.0007351019	0.03981754	0.04626145	0.00887449	-0.023541495	0.07216065	-0.05520389	0.006159601	0.006559491	0.011066541	0.042591143	-0.05053188	-0.0114063285	-0.053785875	-0.004616597	0.018123446	-0.01867954	0.033668056	0.0019374836	-0.028458858	0.016815452	-0.018090412	-0.012060983	0.0058938237	0.018583477	-0.024964364	0.04653414	0.058891676	0.028898468	0.05812276	0.05255665	-0.055184305	0.02479223	-0.03487993	0.041701093	0.049059052	0.0404882	-0.040193252	-0.018394304	0.07440178	-0.0429274	0.013205458	0.036384672	-0.018730704	-0.048784457	0.07053556	-0.04020838	-0.0145748565	-0.05449036	0.07082686	0.039038707	-0.07727632	0.05107605	-0.023047756	0.06716937	0.04306724	-0.030774973	-0.036974624	-0.016892131	-0.06898966	-0.018834084	0.008943345	0.041313436	-0.0683126	0.0107227955	-0.012912771	-0.032149788	0.06664602	0.074354775	0.0010325355	0.07475654	0.011578174	-0.044827115	0.020770112	-0.026266282	0.033770658	-0.019047532	-0.022784345	-0.0034302897	-0.065725155	-0.003153604	-0.048919767	0.06291584	0.025460904	-0.035806414	0.014865289	0.0045760395	-0.028166872	0.041653674	-0.031586483	-0.020563869	0.07892853	-0.035940632	-0.007917116
DB00422	-0.040706128	-0.042443532	0.1505137	-0.030608064	0.04046638	0.0642531	0.042247083	0.06594214	0.048709173	0.034668226	-0.061248593	0.15844874	-0.030706167	0.080983765	-0.046983834	0.06415073	-0.006158133	0.011296086	0.06704976	-0.09537022	0.11776804	0.09442502	0.07236179	0.0055745966	-0.0019828244	-0.078660645	0.059012383	0.030557208	-0.02868472	0.06130879	-0.04029663	-0.094351895	0.04829882	0.058943585	-0.020809298	-0.004210662	0.120633654	-0.006727117	0.09912681	-0.08178521	0.011654147	0.11445311	0.020532237	0.017704811	-0.099104516	0.040915355	-0.029145095	-0.048372515	-0.017864535	-0.027250439	-0.12299352	0.09969466	-0.07312161	-0.07334209	-0.041758373	0.16062717	0.03427539	-0.14516632	0.01033304	-0.09307725	0.115949035	0.12374242	-0.046617035	-0.058581926	0.0039981515	-0.08867746	0.046074707	0.06746503	0.06873131	-0.10838283	0.086167105	-0.025868334	-0.12152198	0.062718615	0.10232014	-0.03973399	0.08060027	0.03722739	-0.114006594	-0.013162817	-0.110543944	-0.031914778	-0.067050315	-0.055589855	-0.058711432	-0.10187547	0.07685384	-0.04709374	-0.0031545898	0.07939215	-0.073766924	0.10109611	-0.06054664	-0.064164646	0.01585094	-0.010366702	-0.00448593	0.13585852	-0.026952073	0.0048868447
DB00480	-0.040011305	-0.04412407	0.122839905	0.022729862	0.0044558975	0.06002856	-0.00049271446	0.041575655	0.07684256	0.04460799	-0.057469934	0.14173245	0.00941775	0.057750747	-0.038508087	0.05894084	-0.030163342	-0.0033171168	0.03850253	-0.081901625	0.09477817	0.08353876	0.053038105	0.0058437483	0.017676426	-0.07216828	0.048422188	-0.0036657145	-0.009091794	0.044579774	-0.04333457	-0.030850593	0.04184297	0.07612311	-0.0070413384	0.001444298	0.088009655	-0.04708268	0.07207282	-0.058732577	0.072519824	0.10960845	0.0028812713	0.031099325	-0.07799296	0.083906986	-0.073027015	-0.028638411	0.04144994	-0.0109236445	-0.12032855	0.10242193	-0.07268699	-0.06077427	-0.06866875	0.16108985	-0.021235121	-0.14130114	0.008566329	-0.07015702	0.10287891	0.10817558	-0.03586091	-0.050269548	-0.0049313083	-0.066416405	-0.00017849659	0.06277608	0.071471274	-0.110813424	0.08055183	-0.004896499	-0.11230122	0.06754824	0.11293087	0.0070594717	0.08689545	0.04955531	-0.08266954	0.010970905	-0.10089429	-0.0064259926	-0.062479526	-0.0695744	-0.010290867	-0.1166626	0.04866339	-0.05127563	0.024183607	0.07605221	-0.062162623	0.064484	-0.05714142	-0.070133574	0.030442305	-0.059668783	-0.0410544	0.14859545	-0.021237237	0.01129074
DB01363	-0.015295308	-0.017381534	0.068096176	0.03851179	0.03209115	0.08001698	-0.024126356	0.06610236	0.036643807	-0.0034861322	-0.01892289	0.117012285	-0.041533817	0.07255431	0.026454138	0.10986973	0.020515742	0.03363078	0.07663591	-0.06775929	0.1049731	0.052061602	-0.030591818	-0.025349507	-0.005634349	-0.023790427	0.018649038	-0.04693456	0.010467416	0.063692816	-0.045256432	-0.102371156	0.055828504	0.0033167736	-0.026733866	0.056186177	0.11633869	-0.06878174	0.0070220483	-0.0232346	0.0073911026	0.0405966	0.028978793	0.039707236	-0.07842351	-0.009807048	-0.035946157	-0.018241655	0.052318975	-0.03885478	-0.14210714	0.07127845	-0.0394902	-0.0047077127	-0.066472106	0.13178712	0.0060969926	-0.093758196	0.025806058	-0.06617506	0.043595593	0.12089475	0.00030680234	-0.0077896155	0.043420684	-0.032627128	0.05500046	0.0050736936	-0.0054937107	-0.06008587	0.10054116	-0.03492502	-0.041391954	0.07430052	0.032103714	-0.005256881	0.084442034	0.026850238	-0.024580996	0.007181299	-0.06648357	-0.06064735	-0.037770107	-0.09468949	-0.032041334	-0.07290095	0.05363015	-0.011708379	0.027385006	0.10896374	-0.006324913	-0.0134748	-0.009977808	0.01007143	0.017671755	-0.06342877	-0.053924616	0.14740062	-0.012455324	-0.01579832
