Drug	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49
DB01110	-0.114452936	0.065968655	0.30809143	-0.06784349	-0.096834436	-0.080594875	-0.10846301	-0.19682467	0.14442146	-0.016370961	0.16182432	-0.09746464	-0.08461953	-0.100230776	-0.18985693	0.019320989	0.12828095	-0.013862734	-0.027393185	-0.07773987	0.027032012	0.11227456	0.16725163	-0.080700696	-0.0045647593	-0.08510628	-0.13695723	0.102306	0.19774263	0.14500262	0.22227652	0.105263285	-0.0011000296	-0.03051968	-0.20852867	0.026780043	0.17783393	0.023795616	0.026588883	-0.07090197	-0.08039335	-0.2533009	0.31569397	0.091803744	-0.19714767	0.09165963	-0.008450551	0.003380256	-0.013668145	-0.12614463
DB01111	-0.069493815	0.076214746	0.21274656	0.0074330303	-0.073448926	-0.1306541	-0.09652917	-0.1885279	0.12928046	-0.03545639	0.1541788	0.025907286	-0.074552804	-0.0666982	-0.15788808	-0.052091792	0.18367718	0.021535326	-0.02446402	0.0023345712	0.123040326	0.022244807	0.23796926	-0.071415596	0.043381333	-0.074844524	-0.13020489	0.0097827045	0.1267288	0.10616255	0.21417697	0.05101793	0.09179315	-0.09565849	-0.1647096	-0.0017041261	0.14350142	0.023473758	0.022468574	-0.053290952	-0.112862945	-0.18033232	0.24775602	-0.04198014	-0.14594203	0.07781604	0.060752705	0.00037358073	0.0016564861	-0.11485861
DB01112	-0.09875573	0.057277136	0.25613415	-0.062226553	-0.04986643	-0.09816837	-0.08041663	-0.1836631	0.15620671	-0.06119544	0.16531467	-0.10351208	-0.0820432	-0.12535006	-0.15535729	-0.02150905	0.17999656	-0.020421928	0.0021247205	-0.08217954	0.10869429	0.08499034	0.22851479	-0.10363955	-0.028142057	-0.10239389	-0.13811119	0.077809416	0.15501669	0.15948015	0.23038669	0.053211465	0.043680932	-0.06536788	-0.2210533	-0.0036142948	0.13441359	0.029255668	0.041553937	-0.07828554	-0.07062922	-0.19131471	0.26099318	0.07737209	-0.2659842	0.098926224	0.035854593	0.0089430865	-0.10863724	-0.13532539
DB01113	-0.07557082	0.06383364	0.22909808	0.0071082464	-0.051549867	-0.12930492	-0.084045224	-0.18205358	0.10602892	-0.024869569	0.15026829	-0.063700214	-0.08131413	-0.07757033	-0.13288912	-0.068414636	0.16320564	0.0166087	0.03614259	-0.051959798	0.13689044	0.061571036	0.19713143	-0.08006066	-0.042155165	-0.09092273	-0.13851053	0.06915356	0.13855511	0.03515543	0.19440666	0.08639123	0.054487616	-0.02278261	-0.09952789	-0.052792534	0.11533296	0.010927964	0.04821122	-0.055952266	-0.0943685	-0.1857624	0.20650196	0.07003563	-0.10282415	0.06397555	0.11625951	0.020312574	-0.121866524	-0.058516543
DB01114	-0.047087677	0.085668854	0.3353354	-0.09586707	-0.075825885	-0.06510118	-0.10917333	-0.16254435	0.12102314	-0.08433754	0.10753221	-0.050590597	-0.08707943	-0.10110499	-0.17054908	0.007746409	0.18233022	-0.037436806	-0.026303364	-0.13740242	0.04802438	0.056044694	0.24326944	-0.05063161	-0.066491604	-0.11418859	-0.15233281	0.11829264	0.21083899	0.09948272	0.15521392	0.1005925	-0.062227048	-0.12015561	-0.18447913	-0.030686451	0.06275579	0.042710677	0.07554919	-0.0857412	-0.051129967	-0.2671014	0.30958545	0.09770041	-0.17449227	0.08513458	0.0038853206	-0.051906314	-0.02919937	-0.15426485
DB01115	-0.09590835	0.06468777	0.30350542	-0.09167711	-0.076094806	-0.10775758	-0.09207105	-0.24152093	0.1089335	-0.09483233	0.1505039	-0.08195499	-0.10350375	-0.09907869	-0.17360057	-0.050930668	0.1544315	-0.011921462	-0.013478779	-0.099445075	0.13628435	0.096945554	0.19401652	-0.09810673	-0.02925019	-0.11782346	-0.13210256	0.055762403	0.18988556	0.16043466	0.22191499	0.059982147	0.0075392723	0.013351067	-0.22092956	0.0007513014	0.13687365	0.009493708	0.039710492	-0.026894743	-0.07115033	-0.23616499	0.27979887	0.056677304	-0.2214586	0.08701235	0.0938736	0.012838785	0.015704047	-0.09862993
DB01116	-0.100496516	0.09456381	0.20398672	-0.019879412	-0.11058357	-0.12394158	-0.12736006	-0.17534569	0.015527251	-0.064496346	0.16430078	-0.028189696	-0.068989396	-0.06704763	-0.14660491	-0.09414449	0.2270587	0.01857279	0.0014053581	-0.08204938	0.11968195	0.044293076	0.17722765	-0.063771516	0.009719482	-0.054318383	-0.122126274	-0.0014173333	0.10213046	0.106120475	0.19772348	0.0747994	0.009196614	-0.09340243	-0.10052597	0.0128463125	0.120756194	0.01594301	-0.041090548	-0.033577513	-0.124585405	-0.1895149	0.20162328	-0.058147497	-0.13043366	0.096204765	0.05918727	0.009600382	-0.009992596	-0.12431982
DB01117	-0.11680134	0.08356153	0.2324788	-0.07083805	-0.08850959	-0.11779341	-0.0903098	-0.16564725	0.09459176	-0.014441011	0.1759333	-0.09389177	-0.06282254	-0.098376796	-0.15598157	-0.07704901	0.17087951	0.0015289665	-0.0059848567	-0.077336624	0.02236199	0.09638625	0.23907396	-0.06612846	0.01762984	-0.06552555	-0.1199471	0.03069424	0.12256996	0.11723095	0.19527532	0.06740294	0.055694986	-0.0020620367	-0.21472713	0.020948026	0.11782994	0.006313905	0.024029233	-0.07727344	-0.1017015	-0.21517853	0.2444387	0.026758805	-0.15702678	0.105373405	0.12355374	0.012859637	-0.011251064	-0.09430468
DB00513	-0.10192817	0.09700944	0.22279693	-0.065733105	-0.07378623	-0.118095905	-0.11316432	-0.19844335	0.06392055	-0.04082694	0.14357391	-0.088039905	-0.05566654	-0.10347524	-0.1541928	-0.06824602	0.18144031	-0.027807532	-0.0030183229	-0.091350585	0.13259251	0.07171624	0.18388225	-0.07678316	-0.039360993	-0.060575932	-0.14231203	0.045262113	0.087165274	0.1278047	0.21355082	0.065116994	0.031672988	-0.008489415	-0.19679536	-0.024819009	0.14887871	0.037607253	0.038416814	-0.052536815	-0.053174805	-0.21454528	0.23504893	-0.05338801	-0.16506654	0.09893629	0.11269019	0.026878815	-0.013358559	-0.10494265
DB00512	-0.07622252	0.08117659	0.25030813	-0.03710999	-0.037880305	-0.07768297	-0.101721	-0.2292617	0.1593903	-0.04152038	0.12932535	-0.09595822	-0.082821675	-0.07786244	-0.16008253	-0.02357921	0.19592166	-0.011277108	0.011455806	-0.09309141	0.13948546	0.070367664	0.18248506	-0.08587451	0.019940756	-0.094151385	-0.15324599	0.068905845	0.14490458	0.12698969	0.21870224	0.09437174	0.05328618	-0.048999786	-0.21813898	-0.02432991	0.1650825	0.028289167	0.05449683	-0.07988635	-0.07483852	-0.17205042	0.28650162	0.104487196	-0.25971133	0.07982744	0.02939258	-0.008228935	-0.11325186	-0.15465839
DB00511	-0.09278235	0.05504516	0.19661875	0.04529097	-0.10585952	-0.14352185	-0.092147425	-0.13662206	0.024297152	-0.046118997	0.09282382	-0.083430536	-0.03776099	-0.071889214	-0.16324423	-0.042455968	0.15672097	0.012963298	-0.040739913	-0.008603742	0.13235097	0.0445992	0.20408954	-0.068635	0.001967112	-0.08287495	-0.14701436	0.025281074	0.10362725	0.11855093	0.17652062	0.058353093	0.04894778	-0.11102788	-0.13594234	0.044912033	0.12255609	0.03938536	-0.064932086	-0.026942035	-0.12037868	-0.18314382	0.21273635	-0.046323538	-0.15664616	0.09936106	0.06036727	-0.0013584387	-0.061975736	-0.13866685
DB00517	-0.11525606	0.099632494	0.2123444	-0.014891569	-0.11511329	-0.1187444	-0.1310638	-0.12703772	0.015108622	-0.035777386	0.11919556	-0.100454226	-0.06727377	-0.058014765	-0.13308917	-0.05519963	0.18335432	0.024867283	-0.027991712	-0.038678616	0.1175971	0.052948713	0.18106908	-0.05282783	-0.021276988	-0.039834823	-0.1621483	0.029487778	0.13981038	0.11099626	0.16640072	0.044880863	0.021097915	-0.09153489	-0.14666474	-0.00403848	0.12168828	0.051244576	-0.027267339	-0.05887957	-0.11953612	-0.18369949	0.26829243	-0.054217085	-0.12109312	0.05345945	0.11009557	-0.005137768	-0.11327127	-0.124888696
DB00515	-0.20954059	0.037340008	0.25885022	-0.02495481	-0.051093195	-0.041540492	-0.1321676	-0.223934	0.03885237	-0.07624377	0.1478095	-0.08086903	-0.09155024	-0.11308595	-0.17856097	-0.06666182	0.17541619	-0.023058537	0.0091231745	-0.11973456	0.12802131	0.05127077	0.16734882	-0.049045317	0.0013203634	-0.09464087	-0.13031766	0.06920511	0.1493042	0.111311555	0.16031387	0.03582011	0.007963625	0.009336067	-0.21091142	-0.048216272	0.117570296	0.04856654	0.042768124	-0.0241329	-0.10210319	-0.23855658	0.28055027	0.038404576	-0.1508908	0.13239825	0.08123319	0.019085452	0.0118406555	-0.11884075
DB00514	-0.019747231	0.12300972	0.34219718	-0.099872485	-0.08729744	-0.06034618	-0.07965034	-0.15594532	0.10927461	-0.048695907	0.115180284	-0.035954986	-0.07096624	-0.10603285	-0.1788848	0.061483536	0.17578238	-0.044206694	-0.037955124	-0.14489204	0.037469137	0.072899826	0.25642115	-0.045195993	-0.06195538	-0.10419893	-0.15059742	0.10382961	0.21147004	0.11488199	0.15083854	0.11815749	-0.06032273	-0.11931407	-0.17473894	-0.0021465109	0.056752387	0.050684135	0.18744442	-0.0727993	-0.05415843	-0.28426668	0.31340232	0.15064143	-0.18381332	0.09522569	-0.008079686	-0.045680165	-0.019345328	-0.14099748
DB00519	-0.1039808	0.05971855	0.22893481	-0.032466274	-0.06076383	-0.0954951	-0.08132603	-0.19812167	0.14003225	-0.05914155	0.12060843	-0.08455776	-0.07723232	-0.08588558	-0.1635078	-0.03421443	0.18870212	0.004355988	-0.0034349058	-0.09351976	0.1416919	0.08358019	0.23425774	-0.09930834	-0.01109643	-0.080046125	-0.13946022	0.04749462	0.14059216	0.15697509	0.2046678	0.05291308	0.05894458	0.007946286	-0.21552584	0.0036799815	0.15430638	0.011649753	0.045779232	-0.046671297	-0.11483577	-0.18820225	0.25814402	-0.020250564	-0.26025742	0.09825956	0.0174467	-0.0075023277	-0.0011448385	-0.1211578
DB00518	-0.06980235	0.08559931	0.24461967	-0.018347155	-0.04217819	-0.1068739	-0.12145799	-0.23021348	0.034777787	-0.1002953	0.115094714	-0.078050904	-0.08162939	-0.08187795	-0.14879115	-0.05974659	0.18221803	0.0077271424	-0.027521085	-0.05817484	0.13462229	0.0682142	0.20313373	-0.047908936	0.009565521	-0.06916886	-0.16895139	0.056200452	0.16070908	0.09305715	0.17378464	0.054594323	0.033373803	-0.046743263	-0.1961103	-0.031749662	0.148637	0.027564205	0.0048884624	-0.03408648	-0.112653196	-0.1847319	0.2340367	-0.03715302	-0.18111809	0.08152024	0.11860218	0.04416578	-0.02497668	-0.13054727
DB01578	-0.09706126	0.10919054	0.19547765	0.054182876	-0.11890397	-0.09540588	-0.082178526	-0.159592	0.047910653	-0.112361684	0.078783765	-0.073266804	-0.033942096	-0.1162509	-0.13689977	-0.054925416	0.21401584	0.07069677	-0.039105587	-0.11656833	0.14791818	0.03329694	0.18420652	-0.056581214	-9.788619e-05	-0.09495053	-0.14576955	0.050439626	0.11648816	0.07862183	0.18440655	0.015347191	0.12578759	-0.10482798	-0.10047443	0.0010316097	0.08939561	-0.0036534267	-0.022907082	0.04673674	-0.08642591	-0.13158283	0.22499888	0.0789424	-0.1403402	0.051114514	0.08235239	-0.0146723315	-0.08748838	-0.13595949
DB01579	-0.10779961	0.07441425	0.23359409	0.004965272	-0.032545425	-0.09375348	-0.08750251	-0.18004467	0.07561451	-0.032620616	0.14628972	-0.08554813	-0.059832983	-0.098635145	-0.13664412	-0.06569976	0.17842647	-0.02776023	0.02109928	-0.08084244	0.14893399	0.06270667	0.19875526	-0.06776719	-0.043383535	-0.10442666	-0.12763433	0.07626081	0.123296574	0.09279081	0.22890371	0.10525873	0.027596135	-0.04263866	-0.12848103	-0.026349993	0.09895228	0.023384947	0.03369136	-0.07397467	-0.09261162	-0.17647056	0.25840852	-0.016806267	-0.1622652	0.062275775	0.12281467	0.010911575	0.014735964	-0.08503813
DB01576	-0.087229736	0.04491082	0.2637752	-0.06655243	-0.07350258	-0.06483409	-0.09822948	-0.21218236	0.038669758	-0.07057035	0.14442466	-0.08893732	-0.07052527	-0.08255599	-0.16010283	-0.056320988	0.1521314	-0.04870904	0.020614427	-0.09418192	0.07786264	0.038094476	0.16894487	-0.105358884	-0.03776944	-0.10029594	-0.15029529	0.076268665	0.15978026	0.13405606	0.2282179	0.08025961	0.005812143	-0.003114686	-0.21533498	-0.030017285	0.08846267	0.040307704	0.033246662	-0.10038552	-0.060594775	-0.19567803	0.2533237	0.08885117	-0.15850796	0.06870428	0.11802054	0.0061121257	-0.09933947	-0.11092971
DB01577	-0.110466965	0.08002154	0.25676975	-0.033656765	-0.10119663	-0.083311245	-0.10049527	-0.20652731	0.020707533	-0.025183652	0.12698437	-0.1076927	-0.07791726	-0.09098516	-0.16881908	-0.06230857	0.16768089	-0.021290457	-0.005474804	-0.0881111	0.11220618	0.06817644	0.20083904	0.021286968	-0.0518355	-0.07312388	-0.13830668	0.07472508	0.13810714	0.12361035	0.20808783	0.035255067	0.0006724859	-0.04525763	-0.17986226	-0.01922565	0.13674863	0.054067105	-0.0059750816	-0.071107544	-0.09314868	-0.19387157	0.24362811	0.0076356074	-0.15306717	0.08542956	0.12858012	0.027890448	-0.035308234	-0.0704073
DB01575	-0.10964053	0.014898268	0.23529923	0.0041286335	-0.010956781	-0.0876047	-0.059023976	-0.071887	0.031766444	-0.016805772	0.14927545	-0.066877015	-0.065585084	-0.06357225	-0.067834504	-0.09142178	0.0848777	-0.009390525	-0.011312182	-0.10121797	0.032847334	0.06901241	0.15125486	-0.040312063	0.019216198	-0.039987057	-0.086036116	0.065383255	0.08119115	0.017444601	0.08882573	0.072031446	0.014372301	0.013931608	-0.038873665	-0.012990452	0.021708641	0.062470254	0.06439147	0.01607388	0.0045064297	-0.1349695	0.17863785	-0.001864869	-0.09228686	0.10183754	0.10060122	0.019960163	-0.06093864	0.010226076
DB01604	-0.069206364	0.108070485	0.22815287	-0.013618754	-0.059100393	-0.14143082	-0.09232141	-0.1704172	0.11333319	-0.06428472	0.09576863	-0.08143364	-0.02743854	0.02223151	-0.14581135	-0.034733642	0.18837476	0.032320168	-0.014418955	-0.03981813	0.13849433	0.0028153947	0.16631447	-0.07606336	0.0335726	-0.07834172	-0.1620771	0.04069331	0.15304352	0.10923081	0.213573	0.046769522	0.04376246	-0.11344123	-0.118910335	0.010672573	0.1530739	0.022944001	-0.027020639	-0.042843252	-0.13347255	-0.16919675	0.24272281	-0.044966716	-0.10813996	0.02880951	0.005888859	-0.034063768	-0.10165547	-0.15122925
DB01605	-0.09425658	0.09940592	0.18152267	-0.0494324	-0.082370095	-0.09956873	-0.039423663	-0.15878278	0.06293529	-0.11183034	0.0939947	-0.08536492	-0.062116615	-0.07798158	-0.13951868	-0.040244557	0.1543637	0.019663611	-0.0042763967	-0.099204	0.060553025	0.026898133	0.12936912	-0.07882074	-0.0150197465	-0.053274788	-0.158193	0.012821307	0.13597372	0.09291505	0.20217143	0.07212945	0.052831154	-0.11473331	-0.11420773	0.012054194	0.12875411	0.023039263	-0.06359706	0.031282365	-0.08689906	-0.17190242	0.18122604	-0.019897489	-0.12072859	0.057415728	0.07972412	-0.01912428	-0.064789675	-0.12613049
DB01606	-0.074595205	0.105221145	0.2113384	-0.03870629	-0.05092168	-0.08795679	-0.115642056	-0.19318883	0.10860685	-0.0058833496	0.1173521	-0.03244907	-0.024299031	-0.079972	-0.15103585	-0.054793306	0.1954775	-0.009302513	-0.042272925	-0.08332546	0.034633417	0.03274529	0.18895145	-0.082672484	-0.027816027	-0.09277089	-0.16599654	0.024661686	0.11189488	0.07291211	0.23630357	0.04515818	0.040392186	-0.09723912	-0.18664737	0.03696736	0.12918103	0.025401505	-0.029627236	-0.07299796	-0.105195545	-0.18409441	0.21708639	-0.030387081	-0.12761177	0.06392818	0.019537976	-0.022365745	-0.13559504	-0.09438849
DB00738	-0.12288177	0.075091116	0.24129723	-0.061649088	-0.03787597	-0.121053986	-0.10604099	-0.21442257	0.013602147	-0.03174157	0.14157552	-0.084344566	-0.079595655	-0.100783534	-0.16065592	-0.054085374	0.17810695	-0.00042169774	-0.05134818	-0.062506095	0.1319509	0.06524579	0.17980264	-0.07631877	-0.028418764	-0.049800504	-0.1357897	0.056088053	0.12077038	0.09554628	0.16017587	0.076032996	0.018711355	-0.013018023	-0.17813076	-0.0014708282	0.12341985	0.023178257	0.010677785	-0.058324765	-0.08955876	-0.18195555	0.25968865	-0.060242407	-0.17065406	0.097726434	0.12927054	-0.025981028	-0.058380745	-0.1327036
DB01600	-0.098906904	0.0958671	0.24742323	0.001441469	-0.046633407	-0.062018882	-0.08040919	-0.20383708	0.02835686	-0.10702945	0.16240561	-0.089233905	-0.053009115	-0.09648967	-0.14635833	-0.051576976	0.17086896	0.012863958	-0.01629795	-0.123557985	0.03186494	0.04018961	0.14865425	-0.07345084	-0.027422177	-0.058700815	-0.124520026	0.093937226	0.13165404	0.09831793	0.21813226	0.058259334	0.056920677	-0.07738693	-0.17804839	-0.028766612	0.11491278	0.012812092	-0.03167546	-0.08054208	-0.085670896	-0.1943754	0.2287979	0.05784237	-0.26505145	0.0855685	0.10125428	-0.01588199	-0.023752714	-0.13898498
DB01601	-0.0747212	0.07012742	0.2101162	-0.06975865	-0.01901831	-0.12435124	-0.10321577	-0.20205772	0.010143928	-0.058160964	0.100050256	0.034874197	-0.070194036	-0.080652416	-0.14035526	-0.043703638	0.17794168	0.037590247	-0.027599793	-0.07622451	0.12226498	0.0074877553	0.17441948	-0.061973944	0.009854125	-0.074253604	-0.15813133	0.020959452	0.12851082	0.11805721	0.15295282	0.07035952	0.023370922	-0.092873536	-0.18368602	-0.039732184	0.1447083	-0.03467264	0.006090519	-0.020366557	-0.124401085	-0.22242574	0.27090213	-0.048311926	-0.18025032	0.086862914	0.082482	-0.016123323	-0.030740444	-0.1281275
DB01602	-0.095973134	0.09916771	0.25374687	0.019638425	-0.07375667	-0.13040276	-0.10792316	-0.169755	0.048354004	-0.025633866	0.10041485	0.02888096	-0.06572241	-0.02740574	-0.14313689	-0.053677298	0.18070643	0.030858178	-0.0023572613	-0.062241886	0.13351369	0.035872113	0.15304041	-0.05970681	0.0011925736	-0.09356051	-0.15143311	0.07159112	0.12015335	0.06699477	0.20362349	0.088528365	0.05663776	-0.093453184	-0.15483287	0.008416084	0.11090702	0.022901725	-0.020550331	-0.023434162	-0.13518237	-0.19490573	0.2551893	0.007873428	-0.12211611	0.055398766	0.028813628	0.027025925	-0.110513136	-0.12667674
DB01603	-0.08390327	0.12214314	0.24945736	0.0027190107	-0.13471581	-0.11508205	-0.113702826	-0.17182977	0.109416105	-0.009367004	0.08307392	-0.074876785	-0.060740512	-0.064062156	-0.15513599	-0.067878425	0.19133595	0.014932956	-0.05223964	-0.08687352	0.13041286	0.028094955	0.22418728	0.043924548	0.030351065	0.008786314	-0.16066802	0.04387217	0.1304953	0.096716486	0.1812161	0.06575619	0.024302885	-0.122996755	-0.20335442	-0.033909634	0.14778207	0.041637503	-0.0037408306	-0.08581268	-0.14327656	-0.17477325	0.20829768	0.08441615	-0.12999846	0.057734188	0.14071997	7.266726e-05	-0.013718714	-0.09607473
DB00221	-0.09879418	0.08401919	0.19323106	-0.009144401	-0.06966958	-0.113248885	-0.123751536	-0.13547209	0.030243749	-0.034903824	0.13285103	-0.08849983	-0.06626814	-0.103607	-0.13915952	-0.07577525	0.17200854	-0.0106493635	-0.015729794	-0.063576244	0.13247116	0.06972086	0.20107907	-0.064348005	-0.029444654	-0.08445163	-0.14942904	0.02277678	0.096324295	0.0371866	0.17676774	0.07491179	0.013683837	-0.014915011	-0.09592207	-0.011090875	0.098816745	0.013699295	-0.019527743	-0.028382186	-0.086861365	-0.17455682	0.23014586	-0.055588223	-0.10301396	0.11220258	0.13851053	0.022174658	-0.11990943	-0.15181531
DB00220	-0.063355505	0.06814328	0.2428744	-0.036027025	-0.050615996	-0.1122302	-0.0828042	-0.21003687	0.10521568	-0.06278615	0.11507293	-0.042683978	-0.06571638	-0.0928564	-0.17206167	-0.036338225	0.19424987	0.016913384	0.010565597	-0.089353696	0.15214626	0.05606364	0.20162575	-0.07643722	0.0017039903	-0.09718618	-0.13633715	0.044906206	0.1481202	0.13623396	0.21331102	0.07163978	0.0240907	-0.008513005	-0.21000662	0.0017477559	0.12514716	-0.045538224	0.024876887	-0.0040770127	-0.12168761	-0.20747754	0.25533494	0.07099805	-0.16050792	0.09209231	0.11067654	0.0009576606	-0.010717545	-0.1362748
DB00223	-0.09310649	0.06710063	0.24591485	-0.046237044	-0.03941257	-0.14490092	-0.07301211	-0.20050386	0.03210067	-0.017432526	0.1305794	-0.076255746	-0.065479435	-0.09364937	-0.12704767	-0.034762852	0.1605584	0.023182299	0.016097961	-0.09680447	0.13533056	0.052353177	0.17425184	-0.081697	-0.03282608	-0.057086457	-0.11789709	0.09110725	0.14614382	0.13099435	0.23198204	0.054548524	0.048602782	-0.08950472	-0.20038877	0.0004685123	0.11890126	0.029566653	0.06218321	-0.0707779	-0.07938045	-0.19284584	0.17713392	0.08536462	-0.11045124	0.06425707	0.018231228	-0.006298219	-0.11382939	-0.116397575
DB00222	-0.110336445	0.07922517	0.23130184	-0.073332384	-0.048274104	-0.10754957	-0.09026028	-0.21007799	0.09618796	-0.041138392	0.12592427	-0.10343858	-0.08791057	-0.10886319	-0.15197009	-0.05256927	0.18247952	-0.009869669	-0.019031625	-0.057398625	0.123368636	0.077978864	0.21921965	-0.06488994	0.026741711	-0.07309577	-0.14062753	0.0046366774	0.11517814	0.13389885	0.24327955	0.12354442	0.033673026	-0.014087387	-0.20132075	-0.0019828957	0.15055099	0.03618452	0.0037570707	-0.06588955	-0.085838065	-0.22051647	0.31090763	0.07806282	-0.26012635	0.08007322	0.09512581	-0.0014401453	-0.012780976	-0.11732628
DB00737	-0.08611526	0.09091671	0.28268778	0.005172179	-0.04536553	-0.09631855	-0.09032805	-0.23647456	0.12608972	-0.032973915	0.18195675	-0.093154736	-0.08865424	-0.10910522	-0.16423497	-0.05247741	0.1832698	0.012777041	0.005755273	-0.09566221	0.13362414	0.09130314	0.19767956	-0.10179539	0.019921063	-0.09241869	-0.13451469	0.052922945	0.1586464	0.12483028	0.22757359	0.11945874	0.013696317	0.012405229	-0.20103158	0.006132489	0.11082238	0.023314606	0.024776846	-0.056120433	-0.070491046	-0.19727504	0.2560879	0.06496896	-0.19951677	0.080137335	0.020133853	-0.0035372104	-0.00240375	-0.099539995
DB00224	-0.05415537	0.077660665	0.2442669	-0.043433353	-0.046664592	-0.14136523	-0.08683988	-0.21147434	0.023227176	-0.049459524	0.115020975	-0.048770696	-0.090763375	-0.094172336	-0.17698067	-0.032336593	0.16835882	0.021849401	0.01725182	-0.11106788	0.1333851	0.05269738	0.1948594	-0.09531766	0.0119911805	-0.07970415	-0.112457305	0.03702166	0.13866888	0.1302743	0.15828961	0.07936697	0.047871716	-0.04777458	-0.2048194	-0.03425932	0.122080304	0.008054886	0.02876487	0.030113839	-0.10807165	-0.1946891	0.27269685	-0.037800692	-0.19644529	0.10617328	0.105290435	-0.0046406235	0.0043712477	-0.12546663
DB00227	-0.09189847	0.07021392	0.27664602	-0.061486084	-0.064746924	-0.13167097	-0.112210274	-0.23307775	0.041871257	-0.11461963	0.16805796	-0.027952243	-0.098849736	-0.10513757	-0.16373989	-0.0072808517	0.17004137	0.012577418	-0.018299153	-0.105014406	0.14303117	0.090239264	0.18828437	-0.09779443	-0.03142008	-0.0937251	-0.12918153	0.03318555	0.19155858	0.16153143	0.17034028	0.055535033	0.04525013	0.009377137	-0.21540138	-0.038441774	0.14729941	0.0055385046	0.032214064	-0.05752525	-0.07461901	-0.20227371	0.28091812	-0.028501306	-0.21673025	0.074318856	0.033873	0.0037476951	0.0059030303	-0.11496086
DB00226	-0.13053605	0.07079595	0.238159	-0.059354756	-0.07483833	-0.12000415	-0.090215646	-0.13580216	0.018693086	-0.02090254	0.13065164	-0.097229436	-0.06778805	-0.06945449	-0.13752985	-0.0637059	0.19984233	0.015323058	0.009708315	-0.07518305	0.1274016	0.049429674	0.19951536	-0.024126986	-0.0031181467	-0.03785191	-0.13558319	0.077768326	0.11597315	0.10598362	0.16332732	0.03926023	0.027476285	-0.02766357	-0.1216658	-0.009827419	0.1416715	0.05310525	-0.014492264	-0.06654668	-0.11063592	-0.19278349	0.23444423	0.06039014	-0.10433155	0.07185312	0.104034126	0.058000572	-0.03673439	-0.087070785
DB01595	-0.079351686	0.050409928	0.291712	-0.029094085	-0.11422571	-0.09059054	-0.10575485	-0.21510065	0.04872656	-0.043537106	0.10755472	-0.08321759	-0.06654111	-0.087513834	-0.15736055	-0.076060034	0.17513548	0.0061943578	-0.021079713	-0.07253909	0.12570113	0.0675718	0.19476244	-0.069112375	-0.042996366	-0.08717092	-0.14721526	0.08359284	0.17243369	0.14487651	0.23729241	0.020363517	-0.0050822226	-0.028253349	-0.20180911	-0.021267	0.13984664	0.018679686	-0.0120714195	-0.076537035	-0.11695642	-0.16309044	0.23059921	-0.03845695	-0.16116942	0.073350936	0.102101326	0.0090519	-0.11751548	-0.08834376
DB01597	-0.066734	0.07299357	0.2235697	-0.02027888	-0.06982725	-0.10143116	-0.11116439	-0.15897082	0.07579459	-0.023488399	0.12922834	0.027847098	0.05147483	-0.063804515	-0.16118369	-0.01762088	0.16123565	-0.011317097	-0.006841049	-0.10969034	0.06782687	0.028302055	0.117644526	-0.07724667	-0.0044491547	-0.10300422	-0.15218373	0.06925765	0.093765706	0.038137387	0.22448948	0.050889812	0.031738006	-0.083584964	-0.15880433	0.002542953	0.09993087	0.02373754	0.019478146	-0.044854026	-0.113308795	-0.17584275	0.17317805	-0.05684497	-0.08217344	0.07077038	0.12879665	-0.012885991	-0.14616643	-0.14890727
DB01590	-0.09730384	0.07218225	0.20964813	-0.052286055	-0.064931616	-0.101260856	-0.07517518	-0.17111823	0.084691405	-0.059348494	0.106354855	-0.07233297	-0.069661744	-0.08315553	-0.15703477	-0.011616421	0.15903696	0.019459095	-0.037096784	-0.07179732	0.03801152	0.034784697	0.17464414	0.010553353	-0.00077852735	-0.095616005	-0.12135055	0.028167095	0.1393062	0.16733459	0.19995768	0.061221015	0.06300783	-0.06933672	-0.19075054	0.0036796941	0.09917517	-0.0044629835	-0.021651587	-0.07934603	-0.0939882	-0.19352946	0.23275828	0.0020764275	-0.25366622	0.07641728	0.016483193	-0.008188365	0.0019424584	-0.07754314
DB01591	-0.082068495	0.061849266	0.25289363	-0.063767165	-0.029771449	-0.10996686	-0.10240112	-0.16552693	0.020774558	-0.027873205	0.11987351	-0.08724544	-0.079405904	-0.09621997	-0.14892928	-0.05633992	0.17451134	0.01855459	-5.8123842e-05	-0.08155177	0.14474839	0.07049107	0.20473458	-0.09381048	-0.008585814	-0.0945759	-0.1358828	0.07812648	0.15608661	0.13615893	0.23787874	0.07803314	0.032744672	-0.056824103	-0.19223988	-0.037519604	0.1300843	0.027207445	0.031143596	-0.051319852	-0.102836356	-0.18663868	0.26235214	0.074215345	-0.19653907	0.049476415	0.091171995	0.0076661953	-0.08638449	-0.09892682
